movieCd,movieNm,movieNmEn,showTm,prdtYear,openDt,prdtStatNm,typeNm,nationNm,genres_1,genres_2,directorNm,directorNmEn,actor1_Nm,actor1_NmEn,watchGradeNm,dist_companyCd,dist_companyNm,dist_companyNmEn
20050205,그녀는 요술쟁이,Bewitched,101.0,2005.0,20050825,개봉,장편,미국,코미디,멜로/로맨스,노라 에프론,Nora Ephron,니콜 키드먼,Nicole Kidman,12세관람가,20101589.0,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.
20050159,구름의 남쪽,South of the Clouds,100.0,2004.0,20050708,개봉,장편,중국,드라마,,주문,Wen Zhu,진 지,Zi Jin ,12세관람가,20100109.0,CJ ENM,CJ ENM
20050087,그루지,The Grudge,92.0,2004.0,20050526,개봉,장편,일본,공포(호러),,시미즈 다카시,Takashi Shimizu,사라 미셀 겔러,Sarah Michelle Gellar,15세관람가,20060480.0,(주)튜브엔터테인먼트,"Tube Entertainment Co.,Ltd"
20050063,거북이도 난다,Turtles Can Fly,97.0,2004.0,20050422,개봉,장편,이란,드라마,,바흐만 고바디,,아바즈 라티프,Avaz Latif ,15세관람가,20100109.0,CJ ENM,CJ ENM
20050056,걸스 온 탑2,Girls On Top 2,88.0,2004.0,20050331,개봉,장편,독일,코미디,,피터 게르시나,Peter Gersina,카롤리네 헤어퍼스,Karoline Herfurth,15세관람가,20100084.0,㈜코리아스크린,Korea Screen Inc.
20050108,게스후,Guess Who,105.0,2005.0,20050902,개봉,장편,미국,코미디,,케빈 로드니 설리반,Kevin Rodney Sullivan,애쉬튼 커처,Ashton Kutcher,12세관람가,20101507.0,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation
20050169,캐산,Casshern,140.0,2004.0,20050707,개봉,장편,일본,액션,SF,키리야 카즈아키,Kazuaki Kiriya,이세야 유스케,Yusuke Iseya,15세관람가,20100331.0,무비센트,
20050084,씬 시티,Sin City,125.0,2005.0,20050630,개봉,장편,미국,범죄,스릴러,프랭크 밀러,Frank Miller,미키 루크,Mickey Rourke,18세관람가,20100269.0,쇼이스트(주),"ShowEast Co., Ltd."
20040797,마더 데레사,Mother Teresa Of Calcutta,118.0,2003.0,20050121,개봉,장편,이탈리아,드라마,,파브리지오 코스타,Fabrizio Costa,올리비아 핫세,Olivia Hussey ,12세관람가,20100091.0,미디어필름인터내셔날(주),
20050304,천국의 아이들 2 - 시험보는 날,Hayat,78.0,2005.0,20051117,개봉,장편,이란,드라마,,골람 레자 라메자니,Gholam Reza Ramezani,메흐다드 하사니,Mehrdad Hassani,전체관람가,20100312.0,(주)영화사한결,
20050012,레이,Ray,152.0,2004.0,20050225,개봉,장편,미국,드라마,,테일러 핵포드,Taylor Hackford,케리 워싱턴,Kerry Washington,15세관람가,20100649.0,UIP코리아,United International Pictures Korea
20050278,월래스와 그로밋 : 거대토끼의 저주,Wallace & Gromit Movie: The Curse Of The Wererabbit,84.0,2005.0,20051104,개봉,장편,영국,애니메이션,코미디,닉 파크,Nick Park,랄프 파인즈,Ralph Fiennes,전체관람가,20100109.0,CJ ENM,CJ ENM
20050240,별별 이야기,If You Were Me: Anima Vision,72.0,2005.0,20050923,개봉,옴니버스,한국,애니메이션,드라마,이애림,LEE Amy,백현주,BAEK Hyun-joo,전체관람가,20100202.0,영화사청어람(주),Chungeorahm Film 
20050048,미스 에이전트2 : 라스베가스 잠입사건,Miss Congeniality 2: Armed And Fabulous,115.0,2005.0,20050401,개봉,장편,미국,액션,코미디,존 파스킨,John Pasquin,산드라 블록,Sandra Bullock,12세관람가,20100043.0,워너브러더스 코리아(주),Warner Bros. Korea
20050033,Mr.히치: 당신을 위한 데이트 코치,Hitch,118.0,2005.0,20050311,개봉,장편,미국,멜로/로맨스,코미디,앤디 테넌트,Andy Tennant,윌 스미스,Will Smith,12세관람가,20101589.0,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.
20050089,투엘디케이,2LDK,70.0,2002.0,20050513,개봉,장편,일본,코미디,,츠츠미 유키히코,Yukihiko Tsutsumi,코이케 에이코,Eiko Koike,18세관람가,20100254.0,(주)아펙스 엔터테인먼트,"APEX Entertainment Co., Ltd."
20040772,역전의 명수,The Twins,122.0,2004.0,20050415,개봉,장편,한국,코미디,,박흥식,PARK Heung-sik,정준호,JUNG Joon-ho,15세관람가,20100303.0,(주)시네마서비스,"Cinema Service Co.,Ltd."
20050204,바리바리 짱,,86.0,2005.0,20050819,개봉,장편,한국,코미디,,정창욱,,김시덕,KIM Si-deok,12세관람가,20100109.0,CJ ENM,CJ ENM
20050020,우디 앨런의 애니씽 엘스,Anything Else,108.0,2003.0,20050204,개봉,장편,미국,코미디,,우디 알렌,Woody Allen,우디 앨런,Woody Allen,15세관람가,20100487.0,(주)동숭아트센터,
20050230,헐리우드 엔딩,Hollywood Ending,111.0,2002.0,20050930,개봉,장편,미국,코미디,드라마,우디 알렌,Woody Allen,테이어 레오니,Tea Leoni,15세관람가,20100132.0,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd
20050142,여고괴담 4 : 목소리,The Voice,104.0,2004.0,20050715,개봉,장편,한국,공포(호러),,최익환,Equan CHOE,김옥빈,KIM Ok-vin,15세관람가,20100303.0,(주)시네마서비스,"Cinema Service Co.,Ltd."
20040800,당시,Tang Poetry,86.0,2004.0,20050520,개봉,장편,한국,드라마,멜로/로맨스,장률,ZHANG Lu,최월매, ,12세관람가,20100274.0,(주)두엔터테인먼트 ,DOO ENTERTAINMENT
20050047,에쥬케이터,The Edukators,131.0,2004.0,20050506,개봉,장편,독일,드라마,,한스 바인가르트너,Hans Weingartner,줄리아 옌체,Julia Jentsch,15세관람가,20060623.0,스폰지,
20050202,불량공주 모모코,Kamikaze Girls,103.0,2004.0,20050902,개봉,장편,일본,드라마,,나카시마 테츠야,Tetsuya Nakashima,후카다 쿄코,Kyoko Fukada,15세관람가,20100109.0,CJ ENM,CJ ENM
20050149,드랙퀸 가무단,Splendid Float,71.0,2004.0,20050708,개봉,장편,대만,드라마,,제로 추,Zero Chou,,,15세관람가,20100109.0,CJ ENM,CJ ENM
20050183,피오릴레,Wild Flower,117.0,1993.0,20050819,개봉,장편,프랑스,드라마,,비토리오 타비아니,Vittorio Taviani,클라우디오 비가글리,Claudio Bigagli,15세관람가,20100132.0,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd
20048020,철수♡영희,Chulsoo And Younghee,83.0,2004.0,20050107,개봉,장편,한국,드라마,,황규덕,HWANG Qu-dok,박태용,PARK Tae-yong,전체관람가,20060623.0,스폰지,
20050316,다섯은 너무 많아,Five Is Too Many,80.0,2005.0,20051125,개봉,장편,한국,드라마,,안슬기,AHN Seul-ki,김도균,KIM Do-kyun,15세관람가,20101162.0,(사)한국독립영화협회,The Association of Korean Independent Film & Video
20050070,브라더스,Brothers,110.0,2004.0,20050423,개봉,장편,덴마크,드라마,,수잔 비에르,Susanne Bier,코니 닐슨,Connie Nielsen,15세관람가,20104343.0,미디어 소소,Media SoSo
20050200,어떤 나라,A State of Mind,93.0,2004.0,20050826,개봉,장편,영국,다큐멘터리,,대니얼 고든,,,,12세관람가,20100487.0,(주)동숭아트센터,
20050225,찰리와 초콜릿 공장,Charlie And The Chocolate Factory,114.0,2005.0,20050916,개봉,장편,미국,코미디,가족,팀 버튼,Tim Burton,프레디 하이모어,Freddie Highmore,전체관람가,20100043.0,워너브러더스 코리아(주),Warner Bros. Korea
20050227,한길수,"Han, Han Gil Soo",92.0,2005.0,20050923,개봉,장편,한국,범죄,액션,이인수,LEE In-soo,안재모,AN Jae-mo,12세관람가,20101549.0,미디어라인코리아,
20050051,알렉스와 엠마,Alex And Emma,96.0,2003.0,20050303,개봉,장편,미국,코미디,,롭 라이너,Rob Reiner,케이트 허드슨,Kate Hudson,15세관람가,20100060.0,코리아픽쳐스(주),Korea Pictures
20050277,40살까지 못해본 사람,The 40 Year-Old Virgin,115.0,2005.0,20051104,개봉,장편,미국,코미디,멜로/로맨스,주드 아패토우,Judd Apatow,캐서린 키너,Catherine Keener,18세관람가,20100649.0,UIP코리아,United International Pictures Korea
20050062,링2(2005),The Ring Two,109.0,2005.0,20050603,개봉,장편,미국,공포(호러),,나카타 히데오,Hideo Nakata,사이먼 베이커,Simon Baker,15세관람가,20100109.0,CJ ENM,CJ ENM
20050254,퍼펙트 웨딩(몬스터 인 로),Monster-In-Law,101.0,2005.0,20051020,개봉,장편,미국,코미디,,로버트 루게틱,,제인 폰다,Jane Fonda,12세관람가,20060480.0,(주)튜브엔터테인먼트,"Tube Entertainment Co.,Ltd"
20050191,오픈 워터,Open Water,79.0,2003.0,20050826,개봉,장편,미국,드라마,스릴러,크리스 켄티스,Chris Kentis,블랜차드 라이언,Blanchard Ryan ,15세관람가,20100109.0,CJ ENM,CJ ENM
20050186,옹박 : 두번째 미션,Tom Yum Goong,110.0,2005.0,20050818,개봉,장편,태국,액션,,프라챠 핀카엡,Prachya Pinkaew,토니 자,Tony Jaa,15세관람가,20100103.0,(주)쇼박스,Showbox Corp
20050145,판타스틱4,Fantastic Four,105.0,2005.0,20050811,개봉,장편,미국,액션,SF,팀 스토리,Tim Story,제시카 알바,Jessica Alba,12세이상관람가,20100041.0,이십세기폭스코리아(주),20th Century Fox Korea
20050176,부기맨,Boogeyman,88.0,2005.0,20050728,개봉,장편,미국,공포(호러),,스테판 케이,,배리 왓슨,Barry Watson,12세관람가,20100103.0,(주)쇼박스,Showbox Corp
20050074,밀리언즈,Millions,94.0,2004.0,20050504,개봉,장편,영국,코미디,드라마,대니 보일,Danny Boyle,알렉산더 나단 에텔,Alexander Nathan Etel ,전체관람가,20100109.0,CJ ENM,CJ ENM
20050072,착신아리2,One Missed Call 2,106.0,2004.0,20050429,개봉,장편,일본,공포(호러),,츠카모토 렌페이,Renpei Tsukamoto,요시자와 히사시,Hisashi Yoshizawa,15세관람가,20100109.0,CJ ENM,CJ ENM
20040027,유희왕 극장판,Yu-Gi-Oh!,90.0,2004.0,20050401,개봉,장편,일본,애니메이션,액션,츠지 하츠키,Tsuji Hatsuki,,,전체관람가,20101508.0,대원씨앤에이홀딩스,
20050014,쏘우,Saw,100.0,2005.0,20050310,개봉,장편,미국,스릴러,공포(호러),제임스 완,James Wan,캐리 엘위스,Cary Elwes,18세관람가,20100312.0,(주)영화사한결,
20040769,스노우 워커,The Snow Walker,103.0,2003.0,20050225,개봉,장편,캐나다,드라마,멜로/로맨스,찰스 마틴 스미스,Charles Martin Smith,아나벨라 피가턱,Annabella Piugattuk ,전체관람가,20100033.0,필름뱅크(주),"FilmBank Co., Ltd."
20030118,초승달과 밤배,The Crescent Moon,105.0,2003.0,20050825,개봉,장편,한국,드라마,,장길수,JANG Gil-su,김애경,KIM Ae-kyung,전체관람가,20100431.0,엔넷커뮤니케이션(주),Ennet Communication
20040626,그리스 로마신화 - 올림포스 가디언 - 기간테스 대역습,,87.0,2004.0,20050728,개봉,장편,한국,액션,,김준,KIM Jun,이정구,LEE Jeong-gu,전체관람가,20100209.0,(주)스폰지이엔티,Sponge Ent. Inc.
20040788,깃,Git-Feathers in the Wind,80.0,2004.0,20050114,개봉,장편,한국,드라마,멜로/로맨스,송일곤,SONG Il-gon,이소연,LEE So-youn,12세관람가,20100355.0,주식회사 루믹스미디어,Lumixmedia Inc.
20050036,가능한 변화들,Possible Changes,114.0,2004.0,20050318,개봉,장편,한국,드라마,,민병국,MIN Byung-kook,김유석,KIM Yu-seok,18세관람가,20100344.0,(주)무비넷,Movienet Film Productions
20040771,레드 아이,Red Eye,98.0,2005.0,20050218,개봉,장편,한국,공포(호러),,김동빈,KIM Dongbin,송일국,SONG Il-kook,12세관람가,20100202.0,영화사청어람(주),Chungeorahm Film 
20050040,스나이퍼 3,Sniper 3,90.0,2004.0,20050224,개봉,장편,미국,액션,,P.J. 페스,P.J. Pesce,톰 베린저,Tom Berenger,15세관람가,20101589.0,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.
20050165,허비,Herbie: Fully Loaded,100.0,2005.0,20050819,개봉,장편,미국,코미디,가족,안젤라 로빈슨,Angela Robinson,마이클 키튼,Michael Keaton,전체관람가,20101568.0,브에나비스타인터내셔널코리아,Vuenavista International Kores
20050199,황야의 마니투,Manitou`S Shoe,84.0,2001.0,20051028,개봉,장편,독일,코미디,서부극(웨스턴),미카엘 헤르비그,Michael Herbig,크리스티안 트라미츠,Christian Tramitz,12세관람가,20100132.0,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd
20050322,프라임 러브,Prime,105.0,2005.0,20051208,개봉,장편,미국,코미디,멜로/로맨스,벤 영거,Ben Younger,메릴 스트립,Meryl Streep,15세관람가,20060480.0,(주)튜브엔터테인먼트,"Tube Entertainment Co.,Ltd"
20050181,펭귄 - 위대한 모험(다큐),La Marche De L`Empereur,85.0,2005.0,20050811,개봉,장편,프랑스,다큐멘터리,,뤽 자케,Luc Jacquet,샤를스 베르링,Charles Berling,전체관람가,20060480.0,(주)튜브엔터테인먼트,"Tube Entertainment Co.,Ltd"
20050255,플라이트 플랜,Flightplan,98.0,2005.0,20051118,개봉,장편,미국,드라마,,로베르트 슈벤트케,Robert Schwentke,피터 사스가드,Peter Sarsgaard,12세관람가,20101568.0,브에나비스타인터내셔널코리아,Vuenavista International Kores
20050293,터치 오브 스파이스,A Touch Of Spice / Politiki Kouzina,107.0,2003.0,20051125,개봉,장편,그리스,드라마,,타소스 불메티스,Tassos Boulmetis,오디세즈 파파스필리오풀로스,Odysseas Papaspiliopoulos ,12세관람가,20100892.0,프리비젼엔터테인먼트,Prevision Entertainment
20050259,트랜스포터 엑스트림,Transporter2,87.0,2005.0,20051020,개봉,장편,미국,액션,,루이스 리테리어,Louis Leterrier,제이슨 스타뎀,Jason Statham,15세관람가,20101507.0,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation
20050226,토니 타키타니,Tony Takitani,76.0,2004.0,20050922,개봉,장편,일본,드라마,,이치카와 준,Jun Ichikawa,이세이 오가타,Issei Ogata,18세관람가,20060623.0,스폰지,
20050095,킨제이 보고서,Kinsey,118.0,2004.0,20050513,개봉,장편,미국,드라마,,빌 콘돈,Bill Condon,리암 니슨,Liam Neeson,18세관람가,20101549.0,미디어라인코리아,
20050257,케이브,The Cave,97.0,2005.0,20051020,개봉,장편,독일,드라마,,브루스 헌트,Bruce Hunt,콜 하우저,Cole Hauser ,12세관람가,20100109.0,CJ ENM,CJ ENM
20050207,크림슨 리버2,Crimson Rivers 2: Angels Of The Apocalypse,98.0,2005.0,20050901,개봉,장편,이탈리아,범죄,액션,올리비에 다한,Olivier Dahan,장 르노,Jean Reno,15세관람가,20101549.0,미디어라인코리아,
20050122,퀵샌드,Quicksand,90.0,2001.0,20050526,개봉,장편,프랑스,드라마,,존 맥켄지,John Mackenzie,마이클 키튼,Michael Keaton,15세관람가,20100328.0,(주)마이다스컨텐츠그룹,
20050319,저스트 라이크 헤븐,Just Like Heaven,94.0,2005.0,20051201,개봉,장편,미국,코미디,멜로/로맨스,마크 S. 워터스,Mark S. Waters,마크 러팔로,Mark Ruffalo,15세관람가,20100109.0,CJ ENM,CJ ENM
20050161,즐거운 경찰,Man Of The House,99.0,2005.0,20050715,개봉,장편,미국,코미디,액션,스티븐 헤렉,Stephen Herek,토미 리 존스,Tommy Lee Jones,15세관람가,20101589.0,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.
20050289,엘리자베스타운,Elizabethtown,123.0,2005.0,20051118,개봉,장편,미국,코미디,드라마,카메론 크로우,Cameron Crowe,수잔 서랜든,Susan Sarandon,12세관람가,20100649.0,UIP코리아,United International Pictures Korea
20050253,유령신부(애니),Corpse Bride,77.0,2005.0,20051103,개봉,장편,영국,애니메이션,드라마,팀 버튼,Tim Burton,헬레나 본햄 카터,Helena Bonham Carter ,전체관람가,20100043.0,워너브러더스 코리아(주),Warner Bros. Korea
20050331,"우리, 사랑해도 되나요?",The Family Stone,102.0,2005.0,20051215,개봉,장편,미국,멜로/로맨스,드라마,토마스 베주차,Thomas Bezucha,클레어 데인즈,Claire Danes,15세관람가,20101507.0,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation
20050198,인 굿 컴퍼니,In Good Company,109.0,2004.0,20050826,개봉,장편,미국,코미디,드라마,폴 웨이츠,Paul Weitz,토퍼 그레이스,Topher Grace,15세관람가,20060623.0,스폰지,
20050107,은하수를 여행하는 히치하이커를 위한 안내서,The Hitchhiker`S Guide To The Galaxy,110.0,2005.0,20050826,개봉,장편,미국,SF,어드벤처,가스 제닝스,Garth Jennings,모스 데프,Mos Def,전체관람가,20101568.0,브에나비스타인터내셔널코리아,Vuenavista International Kores
20050185,애프터 선셋,After The Sunset,97.0,2004.0,20050825,개봉,장편,미국,코미디,,브렛 래트너,Brett Ratner,셀마 헤이엑,Salma Hayek,15세관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd"
20040710,오픈 레인지,Open Range,120.0,2003.0,20051027,개봉,장편,미국,서부극(웨스턴),,케빈 코스트너,Kevin Costner,로버트 듀발,Robert Duvall,15세관람가,20100312.0,(주)영화사한결,
20050144,아일랜드,The Island,135.0,2005.0,20050721,개봉,장편,미국,SF,드라마,마이클 베이,Michael Bay,이완 맥그리거,Ewan McGregor,12세관람가,20100043.0,워너브러더스 코리아(주),Warner Bros. Korea
20050184,사랑은 타이밍,The Russian Dolls,127.0,2005.0,20051103,개봉,장편,프랑스,코미디,멜로/로맨스,세드릭 클래피쉬,Cedric Klapisch,로맹 뒤리스,Romain Duris,15세관람가,20100091.0,미디어필름인터내셔날(주),
20050358,섹스와 철학,Sex And Philosophy,105.0,2005.0,20051209,개봉,장편,이란,드라마,,모흐센 마흐말바프,Mohsen Makhmalbaf,다레르 나자로브,Daler Nazarov ,12세관람가,20100377.0,(주)유레카픽쳐스 ,
20050275,스테이,Stay,99.0,2005.0,20051103,개봉,장편,미국,드라마,스릴러,마크 포스터,Marc Forster,이완 맥그리거,Ewan McGregor,15세관람가,20101507.0,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation
20050222,신데렐라맨,Cinderella Man,144.0,2005.0,20050915,개봉,장편,미국,드라마,,론 하워드,Ron Howard,르네 젤위거,Renee Zellweger,전체관람가,20101568.0,브에나비스타인터내셔널코리아,Vuenavista International Kores
20050188,사울과 다윗,Saul And David,112.0,1980.0,20050716,개봉,장편,스페인,드라마,사극,마르셀로 발디,Marcello Baldi,기아니 가르코,Gianni Garko ,15세관람가,20100191.0,씨네마오병이어(주),
20050171,섹스 마네킹,Love Object,90.0,2003.0,20050715,개봉,장편,미국,코미디,,로버트 파리기,Robert Parigi,멜리사 세이지밀러,Melissa Sagemiller,18세관람가,20100048.0,미디어소프트,
20050147,샤크보이와 라바걸의 모험 : 3-D,The Adventures Of Shark Boy & Lava Girl In 3-D,92.0,2005.0,20050721,개봉,장편,미국,SF,액션,로버트 로드리게즈,Robert Rodriguez,테일러 로트너,Taylor Lautner ,전체관람가,20101589.0,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.
20050182,스켈리톤 키,The Skeleton Key,103.0,2005.0,20050825,개봉,장편,미국,공포(호러),드라마,이안 소프틀리,Iain Softley,케이트 허드슨,Kate Hudson,12세관람가,20100649.0,UIP코리아,United International Pictures Korea
20050018,숨바꼭질,Hide And Seek,102.0,2004.0,20050225,개봉,장편,미국,드라마,공포(호러),존 폴슨,John Polson,로버트 드 니로,Robert DeNiro,15세관람가,20101507.0,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation
20050179,스텔스,Stealth,116.0,2005.0,20050728,개봉,장편,미국,액션,어드벤처,롭 코헨,Rob Cohen,제시카 비엘,Jessica Biel,12세관람가,20101589.0,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.
20050228,보글보글 스폰지밥(애니),The Spongebob Squarepants Movie,87.0,2004.0,20050930,개봉,장편,미국,애니메이션,코미디,스티븐 힐렌버그,Stephen Hillenburg,톰 케니,Tom Kenny,전체관람가,20100649.0,UIP코리아,United International Pictures Korea
20050341,빅 화이트,The Big White,104.0,2005.0,20051229,개봉,장편,미국,코미디,드라마,마크 미로드,Mark Mylod,로빈 윌리엄스,Robin Williams,15세관람가,20100109.0,CJ ENM,CJ ENM
20050154,발리언트(애니),Valiant,75.0,2005.0,20050805,개봉,장편,영국,코미디,,게리 채프먼,,이완 맥그리거,Ewan McGregor,전체관람가,20101568.0,브에나비스타인터내셔널코리아,Vuenavista International Kores
20050272,빙 줄리아,Being Julia,103.0,2004.0,20051027,개봉,장편,헝가리,드라마,,이스트반 자보,Istvan Szabo,제레미 아이언스,Jeremy Irons ,15세관람가,20100329.0,(주)쇼타임,
20050152,베니스의 상인,The Merchant Of Venice,116.0,2004.0,20051020,개봉,장편,이탈리아,드라마,,마이클 래드포드,Michael Radford,린 콜린스,Lynn Collins,12세관람가,20101549.0,미디어라인코리아,
20050286,블루스톰,Into The Blue,109.0,2005.0,20051117,개봉,장편,미국,액션,,존 스톡웰,John Stockwell,폴 워커,Paul Walker,15세관람가,20101507.0,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation
20040714,맨츄리안 캔디데이트,The Manchurian Candidate,129.0,2004.0,20050311,개봉,장편,미국,스릴러,,조나단 드미,Jonathan Demme,메릴 스트립,Meryl Streep,15세관람가,20100649.0,UIP코리아,United International Pictures Korea
20050285,레알,Real: The Movie,89.0,2005.0,20051123,개봉,장편,스페인,다큐멘터리,,보르하 만소,Borja Manso,제시카 볼,Jessica Bohl ,전체관람가,20100109.0,CJ ENM,CJ ENM
20050263,레전드 오브 조로,The Legend Of Zorro,130.0,2005.0,20051028,개봉,장편,미국,액션,,마틴 캠벨,Martin Campbell,캐서린 제타-존스,Catherine Zeta-Jones ,12세관람가,20101589.0,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.
20050235,레이어 케이크,Layer Cake,105.0,2004.0,20050916,개봉,장편,영국,드라마,액션,매튜 본,Matthew Vaughn,톰 하디,Tom Hardy,18세관람가,20101589.0,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.
20050218,랜드 오브 데드,Land Of The Dead,92.0,2005.0,20050902,개봉,장편,미국,공포(호러),액션,조지 A. 로메로,George A. Romero,데니스 호퍼,Dennis Hopper,18세관람가,20100649.0,UIP코리아,United International Pictures Korea
20050026,"독일, 창백한 어머니",Germany Pale Mother,121.0,1980.0,20050218,개봉,장편,독일,드라마,,헬마 잔더스-브람스,Helma Sanders-Brahms,에바 마테스,Eva Mattes,15세관람가,20100132.0,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd
20050320,둠,Doom,104.0,2005.0,20051202,개봉,장편,미국,액션,공포(호러),안드레이 바르코비악,Andrzej Bartkowiak,칼 어번,Karl Urban,18세관람가,20100649.0,UIP코리아,United International Pictures Korea
20050284,도쿄타워,Tokyo Tower,125.0,2005.0,20051123,개봉,장편,일본,드라마,,미나모토 타카시,Takashi Minamoto,한다 켄토,Handa Kento,18세관람가,20060623.0,스폰지,
20050309,도쿄 데카당스,Tokyo Decadence,106.0,1992.0,20051202,개봉,장편,일본,드라마,,무라카미 류,Ryu Murakami,나카이도 미호,Miho Nikaido,18세관람가,20100132.0,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd
20050221,나이트 플라이트,Red-Eye,85.0,2005.0,20050909,개봉,장편,미국,스릴러,액션,웨스 크레이븐,Wes Craven,킬리언 머피,Cillian Murphy ,15세관람가,20100109.0,CJ ENM,CJ ENM
20050249,날 미치게하는 남자,Fever Pitch,102.0,2005.0,20051007,개봉,장편,미국,코미디,멜로/로맨스,바비 패럴리,Bobby Farrelly,지미 펄론,Jimmy Fallon ,12세관람가,20101507.0,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation
20050260,나이트 워치,Night Watch,114.0,2004.0,20051208,개봉,장편,러시아,SF,액션,티무르 베크맘베토브,Timur Bekmambetov,콘스탄틴 카벤스키,Konstantin Khabensky ,18세관람가,20101507.0,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation
20050338,"나니아 연대기-사자,마녀 그리고 옷장","The Chronicles of Narnia: The Lion, the Witch & the Wardrobe",139.0,2005.0,20051229,개봉,장편,미국,가족,어드벤처,앤드류 아담슨,Andrew Adamson,조지 헨리,Georgie Henley ,전체관람가,20101568.0,브에나비스타인터내셔널코리아,Vuenavista International Kores
20050229,4 브라더스,Four Brothers,108.0,2005.0,20051014,개봉,장편,미국,액션,드라마,존 싱글톤,John Singleton,가렛 헤드룬드,Garrett Hedlund,18세관람가,20100649.0,UIP코리아,United International Pictures Korea
20050102,활,The Bow,88.0,2005.0,20050512,개봉,장편,한국,드라마,,김기덕,KIM Ki-duk,서지석,Seo Ji-seok,15세관람가,,,
20050158,사냥꾼,The Hunter,93.0,2004.0,20050708,개봉,장편,일본,드라마,,세릭 아프리모프,Serik Aprimov/Serik Aprymov,키디랄리에프 도그더르벡,Kidiraliev Dogdurbek ,15세관람가,20100109.0,CJ ENM,CJ ENM
20050170,소녀,An Adolescent,131.0,2001.0,20050708,개봉,장편,일본,멜로/로맨스,,오쿠다 에이지,Eiji Okuda,오쿠다 에이지,Eiji Okuda,18세관람가,20100352.0,(주)액티버스엔터테인먼트,"Activers Entertainment Co., Ltd."
20050140,마다가스카,Madagascar,86.0,2005.0,20050714,개봉,장편,미국,애니메이션,코미디,톰 맥그라스,Tom McGrath,벤 스틸러,Ben Stiller,전체관람가,20100109.0,CJ ENM,CJ ENM
20050156,대결,Duel,132.0,2004.0,20050708,개봉,장편,이란,전쟁,,아흐마드 레자 다르비쉬,Ahmad Reza Darvish,페즈만 바제기,Pejman Bazeghi ,12세관람가,20100109.0,CJ ENM,CJ ENM
20050136,프리즈 프레임,Freeze Frame,99.0,2004.0,20050707,개봉,장편,아일랜드,드라마,,존 심슨,John Simpson,리 에반스,Lee Evans ,15세관람가,20100250.0,무비즈엔터테인먼트㈜,Movies Entertainment
20050130,어썰트 13,Assault On Precinct 13,109.0,2005.0,20050707,개봉,장편,미국,공포(호러),액션,장-프랑소와 리셰,Jean-Francois Richet,에단 호크,Ethan Hawke,18세관람가,20060480.0,(주)튜브엔터테인먼트,"Tube Entertainment Co.,Ltd"
20050131,아미티빌 호러,The Amityville Horror,89.0,2005.0,20050701,개봉,장편,미국,공포(호러),,앤드류 더글라스,Andrew Douglas,멜리사 조지,Melissa George,15세관람가,20101568.0,브에나비스타인터내셔널코리아,Vuenavista International Kores
20050129,셔터,Shutter: They Are Around Us,97.0,2004.0,20050630,개봉,장편,태국,공포(호러),,팍품 웡품,Parkpoom Wongpoom,나타웨라누크 통미,Natthaweeranuch Thongmee ,15세관람가,20100109.0,CJ ENM,CJ ENM
20050132,마더,The Mother,112.0,2003.0,20050624,개봉,장편,영국,드라마,,로저 미첼,Roger Michell,앤 레이드,Anne Reid ,18세관람가,20100487.0,(주)동숭아트센터,
20050115,사하라,Sahara,127.0,2005.0,20050624,개봉,장편,미국,액션,어드벤처,브렉 에이즈너,Breck Eisner,페넬로페 크루즈,Penelope Cruz,12세관람가,20100109.0,CJ ENM,CJ ENM
20050120,피크닉,Picnic,72.0,1996.0,20050623,개봉,장편,일본,드라마,,이와이 슌지,Shunji Iwai,아사노 타다노부,Tadanobu Asano,18세관람가,20060480.0,(주)튜브엔터테인먼트,"Tube Entertainment Co.,Ltd"
20050113,미스터 & 미세스 스미스,Mr. And Mrs. Smith,120.0,2005.0,20050616,개봉,장편,미국,멜로/로맨스,액션,더그 라이만,Doug Liman,안젤리나 졸리,Angelina Jolie,15세관람가,20101507.0,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation
