movieCd,movieNm,movieNmEn,showTm,prdtYear,openDt,prdtStatNm,typeNm,nationNm,genres_1,genres_2,directorNm,directorNmEn,actor1_Nm,actor1_NmEn,watchGradeNm,dist_companyCd,dist_companyNm,dist_companyNmEn
20040598,해리포터와 아즈카반의 죄수,Harry Potter And The Prisoner Of Azkaban,136.0,2004.0,20040716,개봉,장편,미국,드라마,,알폰소 쿠아론,Alfonso Cuaron,다니엘 래드클리프,Daniel Radcliffe,전체관람가,20100043.0,워너브러더스 코리아(주),Warner Bros. Korea
20040666,나쁜 교육,Bad Education,104.0,2004.0,20040917,개봉,장편,스페인,드라마,,페드로 알모도바르,Pedro Almodovar,,,18세관람가,20217646.0,해피송,Happy Song
20030440,자토이치,Zatoichi,119.0,2003.0,20040130,개봉,장편,일본,액션,,기타노 다케시,Takeshi Kitano,기타노 다케시,Takeshi Kitano,15세관람가,20100631.0,(주)영화사 진진,JINJIN Pictures
20040606,천년여우,Millennium Actress,87.0,2001.0,20040709,개봉,장편,일본,스릴러,애니메이션,곤 사토시,Kon Satoshi,,,12세관람가,20100250.0,무비즈엔터테인먼트㈜,Movies Entertainment
20040487,범죄의 재구성,The Big Swindle,116.0,2004.0,20040415,개봉,장편,한국,스릴러,,최동훈,CHOI Dong-hoon,김윤석,KIM Yun-seok,18세관람가,20100103.0,(주)쇼박스,Showbox Corp
20040462,빅 피쉬,Big Fish,125.0,2003.0,20040305,개봉,장편,미국,판타지,,팀 버튼,Tim Burton,이완 맥그리거,Ewan McGregor,12세이상관람가,20122837.0,(주)팝엔터테인먼트,Pop Entertainment
20040559,나두야 간다,A Wacky Switch,105.0,2004.0,20040625,개봉,장편,한국,코미디,,정연원,JUNG Yeoun-won,권용운,KWON Yong-woon,15세관람가,20101530.0,롯데쇼핑㈜롯데시네마,"Lotte shopping Lotte cinema Co., Ltd."
20028542,욕망,Desire,87.0,2002.0,20040220,개봉,장편,한국,드라마,,김응수,KIM Eung-su,안내상,AN Nae-sang,18세관람가,,,
20030371,태극기 휘날리며,TaeGukGi: Brotherhood Of War,148.0,2004.0,20040205,개봉,장편,한국,전쟁,드라마,강제규,KANG Jekyu,장동건,JANG Dong-gun,15세관람가,20158228.0,(주)다자인소프트,
20040704,하나와 앨리스,Hana And Alice,135.0,2004.0,20041117,개봉,장편,일본,드라마,,이와이 슌지,Shunji Iwai,아오이 유우,Yu Aoi,12세관람가,20122956.0,(주)미디어캐슬,
20040690,2046,2046,128.0,2004.0,20041015,개봉,장편,홍콩,드라마,,왕가위,Kar-wai Wong,양조위,Tony Leung Chiu Wai,청소년관람불가,20158370.0,(주)디스테이션,
20040734,노트북,The Notebook,123.0,2004.0,20041126,개봉,장편,미국,멜로/로맨스,,닉 카사베츠,Nick Cassavetes,레이첼 맥아담스,Rachel McAdams ,15세이상관람가,20139095.0,(주)퍼스트런,First Run Inc.
20040703,"조제, 호랑이 그리고 물고기들","Josee, The Tiger And The Fish",116.0,2003.0,20041029,개봉,장편,일본,드라마,,이누도 잇신,Inudou Isshin,츠마부키 사토시,Satoshi Tsumabuki,15세이상관람가,20158370.0,(주)디스테이션,
20040558,클레멘타인,Clementine,108.0,2004.0,20040521,개봉,장편,한국,액션,,김두영,KIM Doo-young,이동준,LEE Dong-jun,15세관람가,20100300.0,(주)엔터모드,
20040605,착신아리,One Missed Call,112.0,2003.0,20040709,개봉,장편,일본,공포(호러),,미이케 다카시,Takashi Miike,시바사키 코우,Kou Shibasaki,15세관람가,20100103.0,(주)쇼박스,Showbox Corp
20040592,몬스터,Monster,109.0,2003.0,20040618,개봉,장편,독일,드라마,,팻티 젠킨스,Patty Jenkins,샤를리즈 테론,Charlize Theron,18세관람가,20100250.0,무비즈엔터테인먼트㈜,Movies Entertainment
20040483,효자동 이발사,The President's Barber,116.0,2004.0,20040505,개봉,장편,한국,드라마,,임찬상,LIM Charn-sang,문소리,MOON So-ri,15세관람가,20100103.0,(주)쇼박스,Showbox Corp
20040463,마법경찰 갈갈이와 옥동자,Magic Police Galgali And Okdongja,85.0,2004.0,20040213,개봉,장편,한국,코미디,,이한열,LEE Han-yul,박준형,PARK Joon-hyung,전체관람가,20101727.0,콜럼비아트라이스타㈜,
20040678,아들,The Son,102.0,2002.0,20040220,개봉,장편,벨기에,드라마,,장 피에르 다르덴,Jean-Pierre Dardenne,올리비에 구르메,Olivier Gourmet,18세관람가,20100487.0,(주)동숭아트센터,
20040514,바람의 전설,Dance With The Wind,132.0,2004.0,20040409,개봉,장편,한국,드라마,,박정우,PARK Jung-woo,이성재,LEE Sung-jae,15세관람가,20100303.0,(주)시네마서비스,"Cinema Service Co.,Ltd."
20040719,영원과 하루,Eternity And A Day,132.0,1998.0,20041117,개봉,장편,이탈리아,드라마,,테오 앙겔로풀로스,Theo Angelopoulos,브루노 간츠,Bruno Ganz,전체관람가,20100132.0,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd
20030433,말죽거리 잔혹사,Spirit Of Jeet Keun Do - Once Upon A Time In High School,115.0,2003.0,20040116,개봉,장편,한국,액션,멜로/로맨스,유하,YOO Ha,권상우,KWON Sang-woo,15세관람가,20100109.0,CJ ENM,CJ ENM
20040640,연인,House Of Flying Daggers,119.0,2004.0,20040910,개봉,장편,중국,멜로/로맨스,액션,장예모,Yimou Zhang,금성무,Takeshi Kaneshiro,12세관람가,20100269.0,쇼이스트(주),"ShowEast Co., Ltd."
20040665,베른의 기적,The Miracle Of Bern,118.0,2003.0,20040910,개봉,장편,독일,드라마,,손케 보르트만,Sonke Wortmann,루이스 클람로스,Louis Klamroth ,전체관람가,20100250.0,무비즈엔터테인먼트㈜,Movies Entertainment
20040612,신부수업,"Love, So Divine",110.0,2004.0,20040805,개봉,장편,한국,드라마,멜로/로맨스,허인무,HUH In-moo,하지원,HA Ji-won,12세관람가,20100060.0,코리아픽쳐스(주),Korea Pictures
20040481,어린 신부,My Little Bride,114.0,2004.0,20040402,개봉,장편,한국,코미디,,김호준,KIM Ho-jun,김래원,KIM Rae-won,12세관람가,20100060.0,코리아픽쳐스(주),Korea Pictures
20040515,인어 공주,"My Mother, The Mermaid",110.0,2004.0,20040630,개봉,장편,한국,드라마,,박흥식,PARK Heung-sik,전도연,JEON Do-yeon,전체관람가,20100109.0,CJ ENM,CJ ENM
20040682,역도산,Rikidozan: A Hero Extraordinary,137.0,2004.0,20041215,개봉,장편,한국,드라마,,송해성,SONG Hae-sung,설경구,SUL Kyung-gu,12세관람가,20100109.0,CJ ENM,CJ ENM
20040472,귀여워,So Cute,116.0,2004.0,20041126,개봉,장편,한국,드라마,코미디,김수현,KIM Soo-hyun,김석훈,KIM Suk-hoon,18세관람가,20060480.0,(주)튜브엔터테인먼트,"Tube Entertainment Co.,Ltd"
20040761,룩 앳 미,Look At Me,110.0,2004.0,20041223,개봉,장편,프랑스,드라마,,아그네스 자우이,Agnes Jaoui,마릴루 베리,Marilou Berry ,15세관람가,20100209.0,(주)스폰지이엔티,Sponge Ent. Inc.
20040608,거미숲,Spider Forest,113.0,2004.0,20040903,개봉,장편,한국,미스터리,범죄,송일곤,SONG Il-gon,감우성,KARM Woo-sung,18세관람가,20100202.0,영화사청어람(주),Chungeorahm Film 
20040583,아는 여자,Someone Special,107.0,2004.0,20040625,개봉,장편,한국,드라마,,장진,JANG Jin,이나영,LEE Na-young,15세관람가,20100303.0,(주)시네마서비스,"Cinema Service Co.,Ltd."
20040520,송환,Repatriation,148.0,2003.0,20040319,개봉,장편,한국,다큐멘터리,,김동원,KIM Dong-won,조창손, ,12세관람가,20100036.0,㈜인디스토리,INDIESTORY Inc. 
20040695,이프 온리,If Only,96.0,2004.0,20041029,개봉,장편,미국,코미디,드라마,길 정거,Gil Junger,제니퍼 러브 휴잇,Jennifer Love Hewitt,15세관람가,20100161.0,유니코리아문예투자(주),"UniKorea Culture & Art Investment Co., Ltd."
20040732,팜므 파탈,Femme Fatale,110.0,2002.0,20041117,개봉,장편,프랑스,범죄,,브라이언 드 팔마,Brian De Palma,안토니오 반데라스,Antonio Banderas,18세관람가,20100303.0,(주)시네마서비스,"Cinema Service Co.,Ltd."
20040461,콜드 마운틴,Cold Mountain,154.0,2003.0,20040220,개봉,장편,미국,전쟁,,안소니 밍겔라,Anthony Minghella,니콜 키드먼,Nicole Kidman,15세관람가,20100616.0,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista 
20040745,인크레더블,The Incredibles,115.0,2004.0,20041215,개봉,장편,미국,애니메이션,,브래드 버드,Brad Bird,홀리 헌터,Holly Hunter,전체관람가,20100616.0,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista 
20040484,하류인생,Low Life,105.0,2004.0,20040521,개봉,장편,한국,액션,,임권택,IM Kwontaek,조승우,CHO Seung-woo,15세관람가,20100303.0,(주)시네마서비스,"Cinema Service Co.,Ltd."
20030430,라스트 사무라이,The Last Samurai,144.0,2003.0,20040109,개봉,장편,미국,액션,,에드워드 즈윅,Edward Zwick,톰 크루즈,Tom Cruise,15세관람가,20100043.0,워너브러더스 코리아(주),Warner Bros. Korea
20040505,사마리아,Samaritan Girl,95.0,2004.0,20040305,개봉,장편,한국,드라마,,김기덕,KIM Ki-duk,곽지민,KWAK Ji-Min,18세관람가,20100269.0,쇼이스트(주),"ShowEast Co., Ltd."
20040698,쉘 위 댄스,Shall We Dance?,106.0,2004.0,20041112,개봉,장편,미국,드라마,,피터 첼섬,Peter Chelsom,제니퍼 로페즈,Jennifer Lopez,12세관람가,20100616.0,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista 
20040654,진주 귀걸이를 한 소녀,Girl With A Pearl Earring,99.0,2003.0,20040903,개봉,장편,영국,드라마,멜로/로맨스,피터 웨버,Peter Webber,스칼렛 요한슨,Scarlett Johansson,15세이상관람가,20100631.0,(주)영화사 진진,JINJIN Pictures
20040689,비포 선셋,Before Sunset,80.0,2004.0,20041022,개봉,장편,미국,드라마,,리차드 링클레이터,Richard Linklater,줄리 델피,Julie Delpy,15세이상관람가,20154408.0,THE 픽쳐스,THE PICTURES
20040686,이노센스,Ghost In The Shell 2: Innocence,99.0,2004.0,20041008,개봉,장편,일본,애니메이션,SF,오시이 마모루,Mamoru Oshii,타나카 아츠코,Atsuko Tanaka,12세관람가,20100303.0,(주)시네마서비스,"Cinema Service Co.,Ltd."
20040447,스쿨 오브 락,School Of Rock,109.0,2003.0,20040227,개봉,장편,영국,코미디,,리차드 링클레이터,Richard Linklater,잭 블랙,Jack Black,12세이상관람가,20173461.0,윤스,YOONS
20040748,폴라 익스프레스,The Polar Express,100.0,2004.0,20041223,개봉,장편,미국,애니메이션,,로버트 저메키스,Robert Zemeckis,톰 행크스,Tom Hanks,전체관람가,20100043.0,워너브러더스 코리아(주),Warner Bros. Korea
20040673,내 머리 속의 지우개,A Moment To Remember,117.0,2004.0,20041105,개봉,장편,한국,멜로/로맨스,,이재한,John H. LEE,정우성,JUNG Woo-sung,12세관람가,20100109.0,CJ ENM,CJ ENM
20040526,첫키스만 50번째,50 First Dates,99.0,2004.0,20040415,개봉,장편,미국,코미디,,피터 시걸,Peter Segal,아담 샌들러,Adam Sandler,15세이상관람가,20111261.0,팝엔터테인먼트,
20040672,발레 교습소,Flying Boys,119.0,2004.0,20041203,개봉,장편,한국,드라마,,변영주,BYUN Young-joo,윤계상,YOON Kye-sang,15세관람가,20100109.0,CJ ENM,CJ ENM
20040632,모두 하고 있습니까?,Getting Any?,108.0,1995.0,20040806,개봉,장편,일본,코미디,,기타노 다케시,Takeshi Kitano,히다리 토키에,Tokie Hidari,18세관람가,20100631.0,(주)영화사 진진,JINJIN Pictures
20040633,그 여름 가장 조용한 바다,A Scene at the Sea,101.0,1991.0,20040813,개봉,장편,일본,드라마,,기타노 다케시,Takeshi Kitano,카와하라 사부,Sabu Kawahara ,12세관람가,20100631.0,(주)영화사 진진,JINJIN Pictures
20040721,오페라의 유령,The Phantom Of The Opera,141.0,2004.0,20041208,개봉,장편,미국,뮤지컬,드라마,조엘 슈마허,Joel Schumacher,제라드 버틀러,Gerard Butler,12세이상관람가,20122837.0,(주)팝엔터테인먼트,Pop Entertainment
20040656,세상의 중심에서 사랑을 외치다,Crying Out Love In The Center Of The World,138.0,2004.0,20041008,개봉,장편,일본,멜로/로맨스,,유키사다 이사오,Isao Yukisada,나가사와 마사미,Masami Nagasawa,12세관람가,20103093.0,(주)동아수출공사,"Dong-a Export Co., LTD"
20040525,패션 오브 크라이스트,The Passion Of Christ,126.0,2004.0,20040402,개봉,장편,미국,드라마,,멜 깁슨,Mel Gibson,제임스 카비젤,James Caviezel,15세관람가,20142048.0,(주)이수C&E,
20040475,벨리 오브 비스트,Belly Of The Beast,91.0,2003.0,20040220,개봉,장편,영국,액션,,정소동,Siu-Tung Ching,스티븐 시걸,Steven Seagal,15세관람가,20130162.0,(유)영화사 화수분,"Hwasuboon Film Co., Ltd"
20040762,마이 제너레이션,My Generation,85.0,2004.0,20041203,개봉,장편,한국,드라마,,노동석,NOH Dong-seok,이명수,LEE Myeong-su,15세관람가,20100612.0,아트플러스시네마네트워크,
20040755,내셔널 트레져,National Treasure,130.0,2004.0,20041231,개봉,장편,미국,액션,,존 터틀타웁,Jon Turteltaub,다이앤 크루거,Diane Kruger,12세관람가,20100616.0,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista 
20040555,트로이,Troy,136.0,2004.0,20040521,개봉,장편,미국,사극,,볼프강 페터젠,Wolfgang Petersen,다이앤 크루거,Diane Kruger,15세관람가,20100043.0,워너브러더스 코리아(주),Warner Bros. Korea
20040649,귀신이 산다,Ghost House,123.0,2004.0,20040917,개봉,장편,한국,코미디,공포(호러),김상진,KIM Sang-jin,김응수,KIM Eung-soo,12세관람가,20100303.0,(주)시네마서비스,"Cinema Service Co.,Ltd."
20040490,투모로우,The Day After Tomorrow,123.0,2004.0,20040603,개봉,장편,미국,SF,,롤랜드 에머리히,Roland Emmerich,데니스 퀘이드,Dennis Quaid,12세관람가,20101507.0,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation
20040596,바람의 파이터,Fighter In The Wind,120.0,2004.0,20040812,개봉,장편,한국,액션,,양윤호,YANG Yun-ho,양동근,YANG Dong-keun,12세관람가,20100202.0,영화사청어람(주),Chungeorahm Film 
20040597,"아이, 로봇","I, Robot",110.0,2004.0,20040730,개봉,장편,미국,SF,,알렉스 프로야스,Alex Proyas,윌 스미스,Will Smith,12세관람가,20101507.0,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation
20040641,S 다이어리,S Diary,104.0,2004.0,20041022,개봉,장편,한국,코미디,,권종관,KWON Jong-kwan,공유,GONG Yoo,15세관람가,20100109.0,CJ ENM,CJ ENM
20040700,나비효과,The Butterfly Effect,113.0,2004.0,20041112,개봉,장편,미국,드라마,,에릭 브레스,Eric Bress,에이미 스마트,Amy Smart,18세관람가,20100103.0,(주)쇼박스,Showbox Corp
20040580,반 헬싱,Van Helsing,125.0,2004.0,20040730,개봉,장편,미국,액션,,스티븐 소머즈,Stephen Sommers,케이트 베킨세일,Kate Beckinsale,15세관람가,20100427.0,(주)스튜디오이쩜영,STUDIO 2.0
20040657,여선생 VS 여제자,Lovely Rivals,109.0,2004.0,20041117,개봉,장편,한국,코미디,,장규성,JANG Kyu-sung,김응수,KIM Eung-soo,15세관람가,20100109.0,CJ ENM,CJ ENM
20040595,"달마야, 서울 가자","Hi, Dharma 2  -Showdown In Seoul",101.0,2004.0,20040709,개봉,장편,한국,코미디,,육상효,YOOK Sang-hyo,김지영,KIM Ji-young,15세관람가,20100303.0,(주)시네마서비스,"Cinema Service Co.,Ltd."
20040717,블레이드 3,Blade: Trinity,112.0,2004.0,20041215,개봉,장편,미국,액션,,데이빗 S. 고이어,David S. Goyer,웨슬리 스나입스,Wesley Snipes,18세관람가,20100103.0,(주)쇼박스,Showbox Corp
20040593,분신사바,"Bunshinsaba, Ouija Board",120.0,2004.0,20040805,개봉,장편,한국,공포(호러),,안병기,AN Byung-ki,김규리,KIM Gyu-ri,15세관람가,20101568.0,브에나비스타인터내셔널코리아,Vuenavista International Kores
20040655,콜래트럴,Collateral,120.0,2004.0,20041015,개봉,장편,미국,액션,,마이클 만,Michael Mann,톰 크루즈,Tom Cruise,15세관람가,20100649.0,UIP코리아,United International Pictures Korea
20040659,돈 텔 파파,Raising My Dad,102.0,2003.0,20040903,개봉,장편,한국,코미디,,이상훈,LEE Sang-hoon,정웅인,JUNG Woong-in,15세관람가,20100109.0,CJ ENM,CJ ENM
20040651,꽃피는 봄이 오면,Springtime,128.0,2004.0,20040923,개봉,장편,한국,드라마,,류장하,RYU Jang-ha,최민식,CHOI Min-shik,12세관람가,20100202.0,영화사청어람(주),Chungeorahm Film 
20040628,우리 형,My Brother,112.0,2004.0,20041008,개봉,장편,한국,드라마,,안권태,AHN Gwon-tae,원빈,WON Bin,15세관람가,20100109.0,CJ ENM,CJ ENM
20040482,맹부삼천지교,Father And Son: The Story Of Mencius,117.0,2004.0,20040326,개봉,장편,한국,코미디,,김지영,KIM Ji-young,손창민,SON Chang-min,15세관람가,20100109.0,CJ ENM,CJ ENM
20040585,내 남자의 로맨스,How to Keep My Love,112.0,2004.0,20040716,개봉,장편,한국,드라마,,박제현,PARK Jae-hyun,김상경,KIM Sang-kyung,12세관람가,20100109.0,CJ ENM,CJ ENM
20040586,돌려차기,Spin Kick,109.0,2004.0,20040723,개봉,장편,한국,코미디,,남상국,NAM Sang-kook,박지연,PARK Ji-yeon,12세관람가,20100303.0,(주)시네마서비스,"Cinema Service Co.,Ltd."
20040613,알포인트,R - Point,106.0,2004.0,20040820,개봉,장편,한국,전쟁,,공수창,KONG Su-chang,감우성,KARM Woo-sung,15세관람가,20100303.0,(주)시네마서비스,"Cinema Service Co.,Ltd."
20040619,슈퍼스타 감사용,Mr. Gam’s Victory,115.0,2004.0,20040917,개봉,장편,한국,드라마,,김종현,KIM Jong-hyun,이범수,LEE Beom-su,전체관람가,20100109.0,CJ ENM,CJ ENM
20040743,브리짓 존스의 일기2 : 열정과 애정,Bridget Jones: The Edge Of Reason,107.0,2004.0,20041208,개봉,장편,영국,멜로/로맨스,드라마,비번 키드론,Beeban Kidron,르네 젤위거,Renee Zellweger,15세관람가,20100649.0,UIP코리아,United International Pictures Korea
20040479,휴먼 스테인,The Human Stain,106.0,2003.0,20040305,개봉,장편,미국,드라마,,로버트 벤튼,Robert Benton,니콜 키드먼,Nicole Kidman,15세관람가,20100103.0,(주)쇼박스,Showbox Corp
20040468,알게 될거야,Who Knows?,154.0,2001.0,20040213,개봉,장편,독일,드라마,코미디,자크 리베트,Jacques Rivette,세르지오 카스텔리토,Sergio Castellitto,15세관람가,20100209.0,(주)스폰지이엔티,Sponge Ent. Inc.
20040625,얼굴 없는 미녀,Hypnotized,104.0,2004.0,20040806,개봉,장편,한국,스릴러,,김인식,KIM In-shik,김혜수,KIM Hye-soo,18세관람가,20100109.0,CJ ENM,CJ ENM
20040489,여자는 남자의 미래다,Woman Is The Future Of Man,87.0,2004.0,20040505,개봉,장편,한국,드라마,,홍상수,HONG Sang-soo,유지태,YOO Ji-tae,18세관람가,20100109.0,CJ ENM,CJ ENM
20040688,빈집,3-Iron,88.0,2004.0,20041015,개봉,장편,한국,드라마,,김기덕,KIM Ki-duk,이승연,LEE Seung-yun,15세관람가,20100202.0,영화사청어람(주),Chungeorahm Film 
20040554,가족,A Family,95.0,2004.0,20040903,개봉,장편,한국,드라마,,이정철,LEE Jung-chul,수애,Su Ae,15세관람가,20060480.0,(주)튜브엔터테인먼트,"Tube Entertainment Co.,Ltd"
20040471,어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장,Mr. Handy,108.0,2004.0,20040312,개봉,장편,한국,코미디,,강석범,KANG Suk-bum,김주혁,KIM Joo-hyuk,12세관람가,20100303.0,(주)시네마서비스,"Cinema Service Co.,Ltd."
20040568,내 여자친구를 소개합니다,Windstruck,118.0,2004.0,20040603,개봉,장편,한국,멜로/로맨스,드라마,곽재용,KWAK Jae-yong,전지현,Gianna JUN,15세관람가,20100109.0,CJ ENM,CJ ENM
20040446,그녀를 믿지 마세요,Too Beautiful to Lie,112.0,2004.0,20040220,개봉,장편,한국,코미디,,배형준,BAE Hyoung-jun,강동원,GANG Dong-won,12세관람가,20100303.0,(주)시네마서비스,"Cinema Service Co.,Ltd."
20030435,내사랑 싸가지,100 Days With Mr. Arrogant,95.0,2004.0,20040116,개봉,장편,한국,코미디,,신동엽,SHIN Dong-yeob,김재원,KIM Jae-won,12세관람가,20100303.0,(주)시네마서비스,"Cinema Service Co.,Ltd."
20040480,고독이 몸부림칠 때,Dance With Solitude,97.0,2003.0,20040319,개봉,장편,한국,코미디,,이수인,LEE Su-in,주현,JU Hyun,15세관람가,20100103.0,(주)쇼박스,Showbox Corp
20040576,늑대의 유혹,Romance Of Their Own,113.0,2004.0,20040722,개봉,장편,한국,드라마,,김태균,KIM Tae-kyun,강동원,GANG Dong-won,12세관람가,20100103.0,(주)쇼박스,Showbox Corp
20040488,아라한 장풍대작전,Arahan,114.0,2004.0,20040430,개봉,장편,한국,액션,드라마,류승완,RYOO Seungwan,류승범,RYOO Seung-bum,12세관람가,20100303.0,(주)시네마서비스,"Cinema Service Co.,Ltd."
20040637,쓰리 몬스터,Three… Extremes,125.0,2004.0,20040820,개봉,옴니버스,일본,공포(호러),,프루트 챈,Fruit Chan,강혜정,GANG Hye-jung,18세관람가,20100109.0,CJ ENM,CJ ENM
20030413,목포는 항구다,"Mokpo, Gangster’s Paradise",110.0,2003.0,20040220,개봉,장편,한국,드라마,코미디,김지훈,KIM Ji-hoon,김윤태,KIM Yun-tae,15세관람가,20100060.0,코리아픽쳐스(주),Korea Pictures
20040571,령,The Ghost,98.0,2004.0,20040617,개봉,장편,한국,공포(호러),,김태경,Kim Tae-kyoung,김하늘,KIM Ha-neul,12세관람가,20100103.0,(주)쇼박스,Showbox Corp
20040617,시실리 2km,To Catch A Virgin Ghost,109.0,2004.0,20040813,개봉,장편,한국,코미디,,신정원,SHIN Jung-won,권오중,KWON Oh-jung,15세관람가,20100103.0,(주)쇼박스,Showbox Corp
20040750,신석기 블루스,Shin Suk-ki Blues,110.0,2004.0,20041230,개봉,장편,한국,코미디,,김도혁,KIM Do-hyuk,김현주,KIM Hyun-joo,15세관람가,20100103.0,(주)쇼박스,Showbox Corp
20040441,빙우,Ice Rain,104.0,2003.0,20040116,개봉,장편,한국,드라마,,김은숙,KIM Eun-sook,김하늘,KIM Ha-neul,12세관람가,20100103.0,(주)쇼박스,Showbox Corp
20040624,누구나 비밀은 있다,Everybody Has Secrets,105.0,2004.0,20040730,개봉,장편,한국,코미디,멜로/로맨스,장현수,JANG Hyun-soo,김효진,KIM Hyo-jin,18세관람가,20100303.0,(주)시네마서비스,"Cinema Service Co.,Ltd."
20040567,투 가이즈,Two Guys,116.0,2004.0,20040709,개봉,장편,한국,코미디,,박헌수,PARK Heon-soo,류성훈,RYU Sung-hoon,15세관람가,20100269.0,쇼이스트(주),"ShowEast Co., Ltd."
20040671,주홍글씨,The Scarlet Letter,119.0,2004.0,20041029,개봉,장편,한국,스릴러,멜로/로맨스,변혁,BYUN Daniel H.,성현아,SUNG Hyun-ah,18세관람가,20100103.0,(주)쇼박스,Showbox Corp
20030439,그녀를 모르면 간첩,A Spy Girl,100.0,2003.0,20040130,개봉,장편,한국,코미디,,박한준,PARK Han-jun,공유,GONG Yoo,15세관람가,20100103.0,(주)쇼박스,Showbox Corp
20040756,하울의 움직이는 성,Howl's Moving Castle,119.0,2004.0,20041223,개봉,장편,일본,애니메이션,,미야자키 하야오,Hayao Miyazaki,바이쇼 치에코,Chieko Baisho,전체관람가,20142048.0,(주)이수C&E,
20040549,천공의 성 라퓨타,Laputa : Castle In The Sky,124.0,1986.0,20040430,개봉,장편,일본,애니메이션,,미야자키 하야오,Hayao Miyazaki,안나 파킨,Anna Paquin,전체관람가,20100065.0,대원미디어(주),"Daewon media Co., Ltd."
20040577,완전한 사육 2 - 사랑의 40일,Perfect Education 2,89.0,2001.0,20040604,개봉,장편,일본,범죄,,니시야마 요이치,Yoichi Nishiyama,후카미 리에,Rie Fukami ,18세관람가,20100264.0,(주)창엔터테인먼트,
20040706,알렉산더,Alexander,175.0,2004.0,20041231,개봉,장편,미국,전쟁,드라마,올리버 스톤,Oliver Stone,콜린 파렐,Colin Farrell,15세관람가,20100303.0,(주)시네마서비스,"Cinema Service Co.,Ltd."
20040579,블러디 선데이,Bloody Sunday,110.0,2002.0,20040618,개봉,장편,영국,드라마,,폴 그린그래스,Paul Greengrass,팀 피곳 스미스,Tim Pigott-Smith ,12세관람가,20100132.0,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd
20040635,취한 말들을 위한 시간,A Time For Drunken Horses,80.0,2000.0,20040730,개봉,장편,이란,드라마,,바흐만 고바디,,로진 요우네시,Rojin Younessi ,전체관람가,20100132.0,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd
20060168,판타스틱 플래닛,The Savage Planet / La Planete Sauvage,72.0,1973.0,20040409,개봉,장편,프랑스,애니메이션,,르네 랄루,Rene Laloux,,,12세관람가,20100132.0,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd
20030434,안녕! 유에프오,"Au Revoir, UFO",105.0,2004.0,20040130,개봉,장편,한국,드라마,,김진민,KIM Jin-min,김응수,KIM Eung-soo,전체관람가,20060480.0,(주)튜브엔터테인먼트,"Tube Entertainment Co.,Ltd"
20040611,날으는 돼지 - 해적 마테오,MATEO,82.0,2004.0,20040724,개봉,장편,한국,애니메이션,,송근식,SONG Keun-sik,강수진,KANG Soo-jin,전체관람가,20100691.0,에이아이씨코리아(AIC KOREA),
20112810,품행제로,Zero de conduite,44.0,1933.0,20040327,개봉,장편,프랑스,다큐멘터리,,장 비고,Jean Vigo,장 더스,Jean Daste,15세이상관람가,,,
20040527,스나이퍼 2,Sniper 2,91.0,2002.0,20040326,개봉,장편,미국,액션,,크레이그 R. 백슬리,Craig R. Baxley,톰 베린저,Tom Berenger,12세관람가,20100616.0,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista 
20040726,비키퍼,The Beekeeper,120.0,1986.0,20041027,개봉,장편,그리스,드라마,,테오 앙겔로풀로스,Theo Angelopoulos,디노스 일리오포로스,Dinos Illiopoulos ,18세관람가,20100132.0,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd
20040477,사무라이,Samurai,90.0,2002.0,20040220,개봉,장편,프랑스,액션,,지오다노 게데리니,Giordano Gederlini,시릴 머레이,Cyril Mourali ,15세관람가,20100146.0,에이펙스엔터테인먼트,
20040663,노 브레인 레이스,Rat Race,111.0,2001.0,20040924,개봉,장편,미국,코미디,,제리 주커,Jerry Zucker,로완 앳킨슨,Rowan Atkinson,12세관람가,20101530.0,롯데쇼핑㈜롯데시네마,"Lotte shopping Lotte cinema Co., Ltd."
20040763,쿼바디스 도미네,Quo Vadis?,144.0,2001.0,20041210,개봉,장편,폴란드,드라마,,예르지 카발레로비치,Jerzy Kawalerowicz,파웰 데라그,Pawel Delag ,15세관람가,20100115.0,신한영화(주),
20040780,우작,Distant,110.0,2002.0,20041105,개봉,장편,터키,드라마,,누리 빌제 세일란,Nuri Bilge Ceylan,무자페르 오즈데미르,Muzaffer Ozdemir,15세관람가,20100267.0,(주)문필름코리아,"Moon film korea co., Ltd."
