movieCd,movieNm,movieNmEn,showTm,prdtYear,openDt,prdtStatNm,typeNm,nationNm,genres_1,genres_2,directorNm,directorNmEn,actor1_Nm,actor1_NmEn,watchGradeNm,dist_companyCd,dist_companyNm,dist_companyNmEn,view
20090078,구세주 2,Oh! My God 2,100.0,2009.0,20090226,개봉,장편,한국,코미디,,황승재,HWANG Seung-jae,최성국,CHOI Sung-kook,15세이상관람가,20100109.0,CJ ENM,CJ ENM,117006
20090018,체인질링,Changeling,141.0,2008.0,20090122,개봉,장편,미국,드라마,미스터리,클린트 이스트우드,Clint Eastwood,안젤리나 졸리,Angelina Jolie,청소년관람불가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,519127
20090195,몬스터 vs 에이리언,Monsters Vs. Aliens,94.0,2009.0,20090423,개봉,장편,미국,애니메이션,어드벤처,롭 레터맨,Rob Letterman,리즈 위더스푼,Reese Witherspoon,전체관람가,20100109.0,CJ ENM,CJ ENM,661366
20090343,링스 어드벤처,Missing Lynx,87.0,2009.0,20090624,개봉,장편,스페인,애니메이션,코미디,마누엘 시실리아,,은지원,EUN Ji-won,전체관람가,20100808.0,(주)성원아이컴,Sungwon I communications,131553
20090227,리틀 비버,"White Tuft, The Little Beaver",72.0,2009.0,20090430,개봉,장편,프랑스,가족,어드벤처,필립 칼드롱,Philippe Calderon,브누아 브리에르,Benoit Briere ,전체관람가,20100103.0,(주)쇼박스,Showbox Corp,120364
20090604,마이클 잭슨의 디스 이즈 잇,Michael Jackson'S This Is It,111.0,2009.0,20091028,개봉,장편,미국,다큐멘터리,,케니 오테가,Kenny Ortega,마이클 잭슨,Michael Jackson,전체관람가,20100616.0,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,128778
20090450,야스쿠니,The Yasukuni Shrine,123.0,2007.0,20090806,개봉,장편,일본,다큐멘터리,,리 잉,Ying Li,,,12세이상관람가,20101095.0,실버스푼,,1140
20090400,퀸 락 몬트리올,Queen Rock Montreal & Live Aid,138.0,2007.0,20090730,개봉,장편,영국,다큐멘터리,,솔 스위머,Saul Swimmer,존 디콘,John Deacon,전체관람가,20100623.0,㈜씨에이엔,,19749
20081646,나의 마음은 지지 않았다,My Heart Is Not Broken Yet,95.0,2008.0,20090226,개봉,장편,한국,다큐멘터리,,안해룡,AHN Hae-ryong,,,12세이상관람가,20100036.0,㈜인디스토리,INDIESTORY Inc. ,3034
20090236,싸이보그 그녀,Cyborg She,120.0,2009.0,20090514,개봉,장편,일본,코미디,멜로/로맨스,곽재용,KWAK Jae-yong,아야세 하루카,Haruka Ayase,12세이상관람가,20100932.0,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,20696
20081792,비카인드 리와인드,Be Kind Rewind,100.0,2008.0,20090108,개봉,장편,미국,코미디,SF,미셸 공드리,Michel Gondry,잭 블랙,Jack Black,12세이상관람가,20100123.0,(주)싸이더스,Sidus Corporation,43721
20090669,집행자,The Executioner,97.0,2009.0,20091105,개봉,장편,한국,드라마,,최진호,CHOI Jin-ho,윤계상,YOON Kye-sang,청소년관람불가,20100209.0,(주)스폰지이엔티,Sponge Ent. Inc.,393019
20090263,디트로이트 메탈 시티,Detroit Metal City,103.0,2008.0,20090521,개봉,장편,일본,코미디,,리 토시오,Toshio Lee,호소다 요시히코,Yoshihiko Hosoda,15세이상관람가,20100888.0,(주)영화사구안,,8162
20090479,사일런트 웨딩,Silent Wedding,87.0,2009.0,20090820,개봉,장편,루마니아,드라마,,호라티우 말라엘,Horatiu Malaele,알렉상드르 포토션,Alexandru Potocean,15세이상관람가,20100892.0,프리비젼엔터테인먼트,Prevision Entertainment,2348
20090522,하바나 블루스,Habana Blues,110.0,2005.0,20090917,개봉,장편,스페인,드라마,,베니토 잠브라노,,알베르토 요엘,Alberto Yoel,청소년관람불가,20062994.0,소나무미디어,,7077
20090828,뉴 문,The Twilight Saga: New Moon,130.0,2009.0,20091202,개봉,장편,미국,판타지,드라마,크리스 웨이츠,Chris Weitz,로버트 패틴슨,Robert Pattinson,12세이상관람가,20100932.0,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,1933467
20090682,솔로이스트,The Soloist,116.0,2009.0,20091119,개봉,장편,미국,드라마,,조 라이트,Joe Wright,로버트 다우니 주니어,Robert Downey Jr.,12세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,121572
20090784,좋아서 만든 영화,What Do You Do?,90.0,2009.0,20091217,개봉,장편,한국,다큐멘터리,,김모모,,안복진,AN Bok-jin,전체관람가,20100631.0,(주)영화사 진진,JINJIN Pictures,1589
20090319,오감도,Five Senses Of Eros,128.0,2009.0,20090709,개봉,옴니버스,한국,드라마,멜로/로맨스,허진호,HUR Jinho,김강우,KIM Kang-woo,청소년관람불가,20100844.0,(주)시너지하우스 (시너지),Cinergy,438808
20090684,어떤 방문,Visitors,110.0,2009.0,20091112,개봉,옴니버스,한국,드라마,,라브 디아즈,Lav Diaz,키타무라 카즈키,Kazuki Kitamura,15세이상관람가,20100929.0,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),KT&G SangsangMadang,2084
20090017,베드타임 스토리,Bedtime Stories,99.0,2008.0,20090122,개봉,장편,미국,코미디,판타지,아담 쉥크만,Adam Shankman,아담 샌들러,Adam Sandler,전체관람가,20100616.0,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,205962
20090333,블룸 형제 사기단,The Brothers Bloom,113.0,2008.0,20090618,개봉,장편,미국,코미디,드라마,라이언 존슨,Rian Johnson,애드리언 브로디,Adrien Brody,12세이상관람가,20100844.0,(주)시너지하우스 (시너지),Cinergy,74339
20090167,기프트,Echelon Conspiracy,105.0,2009.0,20090326,개봉,장편,미국,액션,스릴러,그렉 마크스,Greg Marcks,쉐인 웨스트,Shane West,15세이상관람가,20100808.0,(주)성원아이컴,Sungwon I communications,145897
20090171,번 애프터 리딩,Burn After Reading,95.0,2008.0,20090326,개봉,장편,영국,코미디,범죄,에단 코엔,Ethan Coen,조지 클루니,George Clooney,청소년관람불가,20100808.0,(주)성원아이컴,Sungwon I communications,39955
20090501,9:나인,9(Nine),79.0,2009.0,20090909,개봉,장편,미국,애니메이션,액션,쉐인 액커,,일라이저 우드,Elijah Wood,12세이상관람가,20100869.0,에스케이텔레콤(주),SK Telecom,96332
20090079,블레임 : 인류멸망 2011,Pandemic,138.0,2009.0,20090226,개봉,장편,일본,SF,액션,제제 다카히사,Takahisa Zeze,츠마부키 사토시,Satoshi Tsumabuki,12세이상관람가,20100123.0,(주)싸이더스,Sidus Corporation,40595
20081809,트랜스포터-라스트 미션,Transporter 3,103.0,2008.0,20090108,개봉,장편,프랑스,액션,,올리비에 메가턴,Olivier Megaton,제이슨 스타뎀,Jason Statham,15세이상관람가,20100844.0,(주)시너지하우스 (시너지),Cinergy,937226
20090395,아부지,My Father,100.0,2009.0,20090715,개봉,장편,한국,드라마,,배해성,BAE Hae-sung,전무송,CHON Moo-song,12세이상관람가,20101095.0,실버스푼,,24224
20090459,퍼펙트 겟어웨이,A Perfect Getaway,96.0,2009.0,20090820,개봉,장편,미국,스릴러,어드벤처,데이빗 토히,David Twohy,밀라 요보비치,Milla Jovovich,15세이상관람가,20100844.0,(주)시너지하우스 (시너지),Cinergy,310779
20090555,게이머,Gamer,94.0,2009.0,20091001,개봉,장편,미국,액션,SF,브라이언 테일러,Brian Taylor,제라드 버틀러,Gerard Butler,청소년관람불가,20100844.0,(주)시너지하우스 (시너지),Cinergy,305927
20090891,나인,Nine,118.0,2009.0,20091231,개봉,장편,이탈리아,멜로/로맨스,뮤지컬,롭 마샬,Rob Marshall,다니엘 데이 루이스,Daniel Day-Lewis,15세이상관람가,20100844.0,(주)시너지하우스 (시너지),Cinergy,491162
20090202,"사랑을 부르는, 파리",Paris,129.0,2008.0,20090507,개봉,장편,프랑스,코미디,드라마,세드릭 클래피쉬,Cedric Klapisch,줄리엣 비노쉬,Juliette Binoche,12세이상관람가,20062716.0,소서러스어프렌티스(주),,8171
20090269,에코,The Echo,95.0,2008.0,20090528,개봉,장편,미국,드라마,공포(호러),얌 라라나스,Yam Laranas,제시 브래포드,Jesse Bradford,15세이상관람가,20111653.0,(주)프라임엔터테인먼트,Prime Entertainment,46183
20080556,스트레인저: 무황인담,Sword Of The Stranger,103.0,2007.0,20090312,개봉,장편,일본,애니메이션,액션,안도 마사히로,Masahiro Ando,치넨 유리,Yuri Chinen,15세이상관람가,20100048.0,미디어소프트,,1275
20090320,블러드,Blood: The Last Vampire,86.0,2009.0,20090611,개봉,장편,중국,액션,공포(호러),크리스 나흔,Chris Nahon,전지현,Gianna JUN,청소년관람불가,20100123.0,(주)싸이더스,Sidus Corporation,102374
20081454,언노운 우먼,The Unknown Woman,119.0,2006.0,20090701,개봉,장편,프랑스,드라마,미스터리,쥬세페 토르나토레,Giuseppe Tornatore,크세니야 라포포트,Xenia Rappoport,청소년관람불가,20100109.0,CJ ENM,CJ ENM,30503
20090460,라르고 윈치,"Largo Winch, The Heir Apparent: Largo Winch",108.0,2008.0,20090820,개봉,장편,프랑스,어드벤처,스릴러,제롬 샬레,Jerome Salle,토머 시슬리,Tomer Sisley,청소년관람불가,20111653.0,(주)프라임엔터테인먼트,Prime Entertainment,81393
20081534,아빠의 화장실,The Pope'S Toilet,98.0,2005.0,20090625,개봉,장편,프랑스,드라마,,세자르 샬론,Cesar Charlone,버지니아 멘데즈,Virginia Mendez,12세이상관람가,20100631.0,(주)영화사 진진,JINJIN Pictures,3348
20090444,마법의 세계 녹터나,Nocturna,80.0,2007.0,20090827,개봉,장편,프랑스,애니메이션,어드벤처,아드리아 가르시아,,박지빈,PARK Ji-bin,전체관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",36078
20090429,마터스: 천국을 보는 눈,Martyrs,103.0,2008.0,20090806,개봉,장편,캐나다,드라마,공포(호러),파스칼 로지에,Pascal Laugier,모르자나 아나위,Morjana Alaoui,청소년관람불가,20100932.0,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,2922
20090428,나의 로맨틱 가이드,My Life In Ruins,94.0,2008.0,20090827,개봉,장편,스페인,코미디,멜로/로맨스,도널드 페트리,Donald Mark Petrie,니아 발다로스,Nia Vardalos,15세이상관람가,20100808.0,(주)성원아이컴,Sungwon I communications,74542
20080061,엘라의 계곡,In The Valley Of Elah,120.0,2007.0,20091210,개봉,장편,미국,범죄,드라마,폴 해기스,Paul Haggis,토미 리 존스,Tommy Lee Jones,15세이상관람가,20100251.0,인터비스앤파트너스(주),,4162
20090599,뉴욕 아이 러브 유,"New York, I Love You",103.0,2008.0,20091022,개봉,장편,미국,코미디,드라마,알렌 휴즈,Allen Hughes,나탈리 포트만,Natalie Portman,15세이상관람가,20100354.0,㈜케이디미디어,KD Media,82356
20090490,산타렐라 패밀리,Chef’S Special,108.0,2008.0,20090917,개봉,장편,스페인,코미디,가족,나초 G. 베일라,Nacho G. Velilla,롤라 두에냐스,Lola Duenas,15세이상관람가,20101105.0,이미지팩토리,,4782
20090859,러브 매니지먼트,Management,93.0,2008.0,20091231,개봉,장편,미국,멜로/로맨스,코미디,스티븐 벨버,Stephen Belber,제니퍼 애니스턴,Jennifer Aniston,15세이상관람가,20100123.0,(주)싸이더스,Sidus Corporation,10230
20090861,앨빈과 슈퍼밴드2,Alvin And The Chipmunks 2,88.0,2009.0,20091230,개봉,장편,미국,가족,코미디,베티 토머스,,저스틴 롱,Justin Long,전체관람가,20100041.0,이십세기폭스코리아(주),20th Century Fox Korea,617085
20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,Pokemon: Arceus To The Conquering Of Space-Time,95.0,2009.0,20091224,개봉,장편,일본,애니메이션,어드벤처,유야마 쿠니히코,Kunihiko Yuyama,오오타니 이쿠에,Ikue Ootani,전체관람가,20101095.0,실버스푼,,338008
20090856,셜록 홈즈,Sherlock Holmes,128.0,2009.0,20091223,개봉,장편,영국,미스터리,범죄,가이 리치,Guy Ritchie,로버트 다우니 주니어,Robert Downey Jr.,12세이상관람가,20100043.0,워너브러더스 코리아(주),Warner Bros. Korea,2184425
20090089,파르나서스 박사의 상상극장,The Imaginarium Of Doctor Parnassus,122.0,2009.0,20091223,개봉,장편,미국,판타지,어드벤처,테리 길리엄,Terry Gilliam,조니 뎁,Johnny Depp,12세이상관람가,20100808.0,(주)성원아이컴,Sungwon I communications,458243
20090889,20세기 소년-제2장: 마지막 희망,Twentieth Century Boys: Chapter Two,140.0,2008.0,20091217,개봉,장편,일본,SF,미스터리,츠츠미 유키히코,Yukihiko Tsutsumi,카라사와 토시아키,Toshiaki Karasawa,15세이상관람가,20100609.0,㈜메가박스,Megabox Inc.,1448
20090826,모범시민,Law Abiding Citizen,107.0,2009.0,20091210,개봉,장편,미국,스릴러,드라마,F. 게리 그레이,F. Gary Gray,제라드 버틀러,Gerard Butler,15세이상관람가,20100844.0,(주)시너지하우스 (시너지),Cinergy,800006
20090787,마이 마이 신코 이야기,Mai Mai Miracle,95.0,2009.0,20091210,개봉,장편,일본,애니메이션,가족,카타부치 스나오,Sunao Katabuchi,모리사코 에이,Morisako Ei,전체관람가,20101087.0,에이원엔터테인먼트,,13747
20090688,웰컴,Welcome,109.0,2009.0,20091210,개봉,장편,프랑스,드라마,,필립 리오레,Philippe Lioret,뱅상 랭동,Vincent Lindon,15세이상관람가,20101095.0,실버스푼,,8040
20090827,카운테스,The Countess,94.0,2008.0,20091203,개봉,장편,독일,사극,드라마,줄리 델피,Julie Delpy,줄리 델피,Julie Delpy,청소년관람불가,20100634.0,(주)누리픽쳐스,NOORI PICTURES,4522
20090678,닌자 어쌔신,Ninja Assassin,98.0,2009.0,20091126,개봉,장편,미국,액션,드라마,제임스 맥티그,James McTeigue,정지훈,JUNG Ji-hoon,청소년관람불가,20100043.0,워너브러더스 코리아(주),Warner Bros. Korea,1332819
20090681,크리스마스 캐롤,A Christmas Carol,96.0,2009.0,20091126,개봉,장편,미국,애니메이션,드라마,로버트 저메키스,Robert Zemeckis,짐 캐리,Jim Carrey,전체관람가,20100616.0,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,355757
20090788,"베로니카, 죽기로 결심하다",Veronika Decides To Die,102.0,2009.0,20091119,개봉,장편,미국,드라마,멜로/로맨스,에밀리 영,Emily Young,사라 미셀 겔러,Sarah Michelle Gellar,15세이상관람가,20100808.0,(주)성원아이컴,Sungwon I communications,5396
20090680,트릭스,Tricks,91.0,2007.0,20091112,개봉,장편,폴란드,드라마,,안제이 자키모프스키,Andrzej Jakimowski,다미안 울,Damian Ul,12세이상관람가,20100892.0,프리비젼엔터테인먼트,Prevision Entertainment,1751
20081729,킬 미,Kill Me,107.0,2009.0,20091105,개봉,장편,한국,멜로/로맨스,코미디,양종현,YANG Jong-hyun,신현준,SHIN Hyun-joon,청소년관람불가,20100123.0,(주)싸이더스,Sidus Corporation,50730
20080398,저녁의 게임,Today And The Other Days,102.0,2008.0,20091029,개봉,장편,한국,드라마,,최낙권,CHOI Nak-kwon,하희경,HA Hui-gyeong,청소년관람불가,20062587.0,한국예술영화관협회 ,,3449
20090578,바스터즈: 거친 녀석들,Inglourious Basterds,152.0,2009.0,20091028,개봉,장편,독일,액션,드라마,쿠엔틴 타란티노,Quentin Tarantino,브래드 피트,Brad Pitt,청소년관람불가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,334806
20090592,나루토 질풍전 극장판-불의 의지를 잇는 자,Naruto,95.0,2009.0,20091022,개봉,장편,일본,애니메이션,판타지,사토 마사히코,Masahiko Sato,나카무라 치에,Nakamura Chie,전체관람가,20101087.0,에이원엔터테인먼트,,29792
20090663,컴 아웃 파이팅,Fighting,105.0,2009.0,20091022,개봉,장편,미국,액션,드라마,디토 몬티엘,Dito Montiel,채닝 테이텀,Channing Tatum,15세이상관람가,,,,25052
20090580,나는 비와 함께 간다,I Come With The Rain,111.0,2008.0,20091015,개봉,장편,프랑스,범죄,스릴러,트란 안 홍,Anh Hung Tran,조쉬 하트넷,Josh Hartnett,청소년관람불가,20100109.0,CJ ENM,CJ ENM,212088
20090579,디스트릭트 9,District 9,112.0,2009.0,20091015,개봉,장편,뉴질랜드,SF,액션,닐 블롬캠프,Neill Blomkamp,샬토 코플리,Sharlto Copley,청소년관람불가,20100616.0,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,841125
20090581,부산,City Of Fathers,101.0,2009.0,20091015,개봉,장편,한국,액션,드라마,박지원,Park Jiwon,유승호,YOO Seung-ho,청소년관람불가,20100123.0,(주)싸이더스,Sidus Corporation,158943
20090582,북극의 눈물,Tears In The Arctic,86.0,2008.0,20091015,개봉,장편,한국,다큐멘터리,,허태정,HEO Tae-jung,안성기,AHN Sung-ki,전체관람가,20101095.0,실버스푼,,11288
20090577,플래닛 비보이,Planet B-Boy,95.0,2007.0,20091015,개봉,장편,미국,다큐멘터리,,벤슨 리,Benson LEE,너클헤드 주,Knucklehead Zoo,전체관람가,20062686.0,(주)솔강,,3596
20090596,퍼니 게임,Funny Games U.S.,111.0,2007.0,20091008,개봉,장편,프랑스,범죄,스릴러,미카엘 하네케,Michael Haneke,마이클 피트,Michael Pitt,청소년관람불가,20100209.0,(주)스폰지이엔티,Sponge Ent. Inc.,1063
20090554,써로게이트,Surrogates,88.0,2009.0,20091001,개봉,장편,미국,SF,스릴러,조나단 모스토우,Jonathan Mostow,브루스 윌리스,Bruce Willis,15세이상관람가,20100616.0,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,794475
20090572,파이널 데스티네이션 4,The Final Destination,82.0,2009.0,20091001,개봉,장편,미국,공포(호러),스릴러,데이빗 엘리슨,David Ellison,닉 자노,Nick Zano,청소년관람불가,20100043.0,워너브러더스 코리아(주),Warner Bros. Korea,284657
20090488,원 위크,One Week,94.0,2008.0,20090924,개봉,장편,캐나다,드라마,어드벤처,마이클 맥고완,Michael Mcgowan,조슈아 잭슨,Joshua Jackson,12세이상관람가,20101095.0,실버스푼,,18222
20090570,짱구는 못말려 극장판:태풍을 부르는 노래하는 엉덩이 폭탄,Crayon Shin-Chan,102.0,2007.0,20090924,개봉,장편,일본,애니메이션,코미디,무토우 유지,Yuji Mutou,나라하시 미키,Narahashi Miki ,전체관람가,20063188.0,씨제이 씨지브이(CJ CGV)(주),CJ CGV,146748
20090472,미래를 걷는 소녀,Tokyo Girl,98.0,2008.0,20090917,개봉,장편,일본,판타지,드라마,코나카 카즈야,Kazuya Konaka,카호,Kaho,전체관람가,20100888.0,(주)영화사구안,,6318
20090513,어글리 트루스,The Ugly Truth,95.0,2009.0,20090917,개봉,장편,미국,코미디,멜로/로맨스,로버트 루게틱,,캐서린 헤이글,Katherine Heigl,청소년관람불가,20100616.0,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,316076
20090469,마이 시스터즈 키퍼,My Sisters Keeper,109.0,2009.0,20090910,개봉,장편,미국,드라마,,닉 카사베츠,Nick Cassavetes,아비게일 브레스린,Abigail Breslin,12세이상관람가,20100043.0,워너브러더스 코리아(주),Warner Bros. Korea,118939
20090511,하이 레인,High Lane,85.0,2009.0,20090909,개봉,장편,프랑스,스릴러,액션,아벨 페리,,파니 발렛,Fanny Valette,청소년관람불가,20100109.0,CJ ENM,CJ ENM,115736
20090495,선샤인 클리닝,Sunshine Cleaning,91.0,2008.0,20090903,개봉,장편,미국,코미디,드라마,크리스틴 제프스,Christine Jeffs,에이미 아담스,Amy Adams,15세이상관람가,20100888.0,(주)영화사구안,,4998
20090461,언더월드: 라이칸의 반란,Underworld: Rise Of The Lycans,92.0,2009.0,20090903,개봉,장편,미국,판타지,액션,패트릭 타투포우로스,Patrick Tatopoulos,마이클 쉰,Michael Sheen,청소년관람불가,20100616.0,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,36190
20090485,왼편 마지막 집,The Last House On The Left,109.0,2009.0,20090903,개봉,장편,미국,공포(호러),스릴러,데니스 일리아디스,Dennis Iliadis,토니 골드윈,Tony Goldwyn,청소년관람불가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,82546
20090449,프로포즈,The Proposal,107.0,2009.0,20090903,개봉,장편,미국,멜로/로맨스,코미디,앤 플레쳐,Anne Fletcher,산드라 블록,Sandra Bullock,15세이상관람가,20100616.0,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,323707
20081463,조용한 혼돈,Quiet Chaos,111.0,2008.0,20090827,개봉,장편,영국,드라마,멜로/로맨스,안토넬리 그리말디,Antonello Grimaldi,난니 모레티,Nanni Moretti,청소년관람불가,20100631.0,(주)영화사 진진,JINJIN Pictures,4175
20090455,오펀: 천사의 비밀,Orphan,122.0,2009.0,20090820,개봉,장편,미국,공포(호러),드라마,하우메 콜렛 세라,Jaume Serra,베라 파미가,Vera Farmiga,청소년관람불가,20100043.0,워너브러더스 코리아(주),Warner Bros. Korea,481064
20090468,디스 이즈 잉글랜드,This Is England,102.0,2006.0,20090813,개봉,장편,영국,드라마,,셰인 메도우스,Shane Meadows,토마스 터구스,Thomas Turgoose,15세이상관람가,20100132.0,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd,8126
20080739,약속해줘!,Promise Me This,127.0,2007.0,20090813,개봉,장편,프랑스,코미디,드라마,에밀 쿠스트리차,Emir Kusturica,우로스 밀로바노빅,Uros Milovanovic,청소년관람불가,20100209.0,(주)스폰지이엔티,Sponge Ent. Inc.,1755
20090330,4교시 추리영역,The Clue,86.0,2009.0,20090812,개봉,장편,한국,공포(호러),스릴러,이상용,LEE Sang-yong,김호연,KIM Ho-yeon,15세이상관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",67602
20090408,아이스 에이지 3: 공룡시대,Ice Age: Dawn Of The Dinosaurs,94.0,2009.0,20090812,개봉,장편,미국,애니메이션,어드벤처,카를로스 살다나,Carlos Saldanha,데니스 리어리,Denis Leary,전체관람가,20101507.0,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,865658
20090430,미어캣의 모험,The Meerkats,83.0,2008.0,20090806,개봉,장편,영국,다큐멘터리,,제임스 허니본,James Honeyborne,폴 뉴먼,Paul Newman,전체관람가,20100829.0,예지림엔터테인먼트,,13630
20090424,플라스틱 시티,Plastic City,95.0,2008.0,20090730,개봉,장편,중국,범죄,스릴러,유릭 와이,Nelson Yu Lik-wai,오다기리 죠,Joe Odagiri,청소년관람불가,20100209.0,(주)스폰지이엔티,Sponge Ent. Inc.,4611
20090411,메디엄,The Haunting In Connecticut,102.0,2009.0,20090729,개봉,장편,미국,공포(호러),스릴러,피터 콘웰,Peter Cornwell,버지니아 매드슨,Virginia Madsen,15세이상관람가,20100869.0,에스케이텔레콤(주),SK Telecom,77848
20090404,"마이 프렌즈, 마이 러브",London Mon Amour,99.0,2008.0,20090723,개봉,장편,프랑스,코미디,멜로/로맨스,로레인 레비,Lorraine Levy,뱅상 랭동,Vincent Lindon,15세이상관람가,20100888.0,(주)영화사구안,,6654
20090398,바더 마인호프,The Baader Meinh Of Complex,150.0,2008.0,20090723,개봉,장편,독일,범죄,사극,울리 에델,Uli Edel,마르티나 게덱,Martina Gedeck,청소년관람불가,20100801.0,(유)마스엔터테인먼트코리아,Mars Entertainment Korea,3996
20090061,블러디 발렌타인,My Bloody Valentine,101.0,2009.0,20090722,개봉,장편,미국,공포(호러),스릴러,패트릭 루지어,Patrick Lussier,젠슨 애클스,Jensen Ackles,청소년관람불가,20100932.0,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,129287
20090402,해피 플라이트,Happy Flight,102.0,2008.0,20090716,개봉,장편,일본,코미디,드라마,야구치 시노부,Shinobu Yaguchi,아야세 하루카,Haruka Ayase,전체관람가,20100892.0,프리비젼엔터테인먼트,Prevision Entertainment,24022
20090379,해리 포터와 혼혈 왕자,Harry Potter And The Half-Blood Prince,153.0,2009.0,20090715,개봉,장편,미국,어드벤처,액션,데이빗 예이츠,David Yates,다니엘 래드클리프,Daniel Radcliffe,전체관람가,20100043.0,워너브러더스 코리아(주),Warner Bros. Korea,2957736
20090375,레인,Let It Rain,98.0,2008.0,20090709,개봉,장편,프랑스,코미디,드라마,아그네스 자우이,Agnes Jaoui,아그네스 자우이,Agnes Jaoui,12세이상관람가,20100209.0,(주)스폰지이엔티,Sponge Ent. Inc.,17936
20081460,세비지 그레이스,Savage Grace,97.0,2007.0,20090709,개봉,장편,프랑스,드라마,,톰 칼린,Tom Kalin,줄리안 무어,Julianne Moore,청소년관람불가,20101095.0,실버스푼,,12506
20090345,주온-원혼의 부활,"Juon-Old Lady In White, Girl In Black",112.0,2009.0,20090709,개봉,장편,일본,공포(호러),,아사토 마리,Mari Asato,카고 아이,Ai Kago,15세이상관람가,20100103.0,(주)쇼박스,Showbox Corp,303473
20090303,트랜스포머: 패자의 역습,Transformers: Revenge Of The Fallen,149.0,2009.0,20090624,개봉,장편,미국,SF,액션,마이클 베이,Michael Bay,샤이아 라보프,Shia LaBeouf,12세이상관람가,20100109.0,CJ ENM,CJ ENM,7393443
20090295,쉘 위 키스,Kiss Please,96.0,2007.0,20090618,개봉,장편,프랑스,멜로/로맨스,드라마,엠마누엘 무레,Emmanuel Mouret,엠마누엘 무레,Emmanuel Mouret,15세이상관람가,20100892.0,프리비젼엔터테인먼트,Prevision Entertainment,23392
20090322,아스테릭스: 미션 올림픽 게임,Asterix At The Olympic Games,101.0,2008.0,20090618,개봉,장편,프랑스,코미디,어드벤처,프레더릭 포레스티에,,제라르 드빠르디유,Gerard Depardieu,12세이상관람가,20100932.0,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,21355
20090288,드래그 미 투 헬,Drag Me To Hell,99.0,2009.0,20090611,개봉,장편,미국,공포(호러),스릴러,샘 레이미,Sam Raimi,저스틴 롱,Justin Long,15세이상관람가,20100354.0,㈜케이디미디어,KD Media,272813
20090300,홈,Home,93.0,2009.0,20090605,개봉,장편,프랑스,다큐멘터리,,얀 아르튀스-베르트랑,Yann Arthus-Bertrand,얀 아르튀스-베르트랑,Yann Arthus-Bertrand,전체관람가,20100109.0,CJ ENM,CJ ENM,1159
20081458,로나의 침묵,Lorna'S Silence,105.0,2008.0,20090604,개봉,장편,독일,드라마,,뤽 다르덴,Luc Dardenne,아르타 도브로시,Arta Dobroshi,15세이상관람가,20101095.0,실버스푼,,4431
20080400,물 좀 주소,"Thirsty, Thirsty",100.0,2009.0,20090604,개봉,장편,한국,코미디,,홍현기,HONG Hyun-gi,이두일,LEE Doo-il,15세이상관람가,20100161.0,유니코리아문예투자(주),"UniKorea Culture & Art Investment Co., Ltd.",2455
20090282,박물관이 살아있다 2,Night At The Museum 2: Battle Of The Smithsonian,104.0,2009.0,20090604,개봉,장편,미국,어드벤처,코미디,숀 레비,Shawn Levy,벤 스틸러,Ben Stiller,전체관람가,20100041.0,이십세기폭스코리아(주),20th Century Fox Korea,1972440
20090264,"바다 쪽으로, 한 뼘 더",One Step More To The Sea,90.0,2009.0,20090521,개봉,장편,한국,드라마,,최지영,CHE Ji-young,박지영,PARK Ji-young,전체관람가,20100036.0,㈜인디스토리,INDIESTORY Inc. ,2598
20090251,보이 A,Boy A,100.0,2007.0,20090521,개봉,장편,영국,드라마,멜로/로맨스,존 크로울리,John Crowley,앤드류 가필드,Andrew Garfield,청소년관람불가,20100888.0,(주)영화사구안,,4865
