movieCd,movieNm,openDt
20135602,데드 엔드,20131114
20135428,어바웃 타임,20131205
20125991,이프!,20130502
20134047,로렌스 애니웨이,20131219
20128694,가족의 나라,20130307
20129099,링,20130725
20122803,파이스토리 : 악당상어 소탕작전,20130110
20131202,짚의 방패,20130829
20100793,방독피,20130822
20120801,48미터,20130704
20139301,대부 : 끝나지 않은 이야기,20130620
20139981,캐치미,20131218
20120428,톱스타,20131024
20129606,공범,20131024
20120426,고령화 가족,20130509
20113231,누나,20130103
20122782,그녀가 부른다,20131226
20139824,라 트라비아타,20130706
20133141,까미유 끌로델,20131024
20136920,거짓말 섹스가 좋아2,20131224
20122231,안나 카레니나,20130321
20120467,스토커,20130228
20120464,페이퍼보이: 사형수의 편지,20130808
20134645,머드 ,20131128
20138582,버니,20130620
20122225,파리 5구의 여인,20130425
20134162,화이트 타이거: 최강전차군단,20131017
20113917,파라노만,20130207
20123483,문라이즈 킹덤 ,20130131
20132164,불량경찰: 부정부패 소탕작전,20130829
20131001,프리버즈: 밍쿠와 찌아의 도시 대탈출,20130917
20137585,천안함 프로젝트,20130905
20135365,코비: 블루 엘리펀트의 전설,20131205
20120104,가시꽃,20130822
20123329,스타트렉 다크니스,20130530
20130252,그랑블루 리마스터링 감독판,20130725
20138481,폭스파이어,20130822
20134027,갬빗,20131128
20130706,미스체인지,20130905
20139461,뫼비우스,20130905
20130662,"가자, 장미여관으로",20130814
20119827,러브 인 코리아,20130808
20130841,슈퍼쇼 4 3D,20130808
20131304,은밀하게 위대하게 (확장판),20130805
20138502,슈퍼피쉬 - 끝없는 여정,20130711
20124043,홀리,20130620
20128691,미나문방구,20130516
20121549,전국노래자랑,20130501
20119971,끝과 시작,20130404
20136281,모래가 흐르는 강,20130328
20136643,생생활활,20130321
20135764,욕망의 법칙,20131107
20131361,포르노그래픽 러브,20130809
20136947,포르노 아티스트,20131226
20136857,오르가즘,20131219
20136331,섹스중독자들,20131121
20135584,가투의 연날리기,20130926
20132601,에코 플래닛 3D : 지구 구출 특급 대작전,20131009
20134694,에덴,20131024
20131002,중화 명탐정,20130726
20131222,권법 쿵푸의 신,20130802
20131086,이로도리 인생2막,20130927
20131281,부에노스 아이레스에서 사랑에 빠질 확률,20130912
20131721,밀크 오브 소로우-슬픈 모유,20130822
20139121,인 더 하우스,20130704
20139402,연애의 기술,20131030
20112842,키스,20130307
20129332,반달곰,20130204
20123301,그 여자 그 남자의 속사정,20130131
20136938,헬레이저: 레버레이션,20131219
20130254,우리동네 포르노스타,20130710
20139863,엽문4: 종극일전,20130627
20139181,유니버셜 솔저4: 클론의 반란,20130620
20136782,월플라워,20130411
20123603,플라이트,20130228
20139161,파리의 자살가게 ,20130627
20123602,셰임,20130509
20136739,비밀의 화방,20131212
20136998,몽정애-꿈 속의 여인,20131231
20134233,화려한 외출,20131205
20135999,트릭,20131121
20135932,위기의 남자들,20131121
20131245,블랙 가스펠,20131114
20135406,데이 앤 나이트,20131031
20135710,러빙 이비자: 섹슈얼아일랜드,20131114
20132241,잔다라: 더 비기닝,20130905
20132743,허니,20130926
20133413,벤다 빌릴리,20131017
20125318,베일,20131205
20124024,클라우드 아틀라스,20130109
20125431,나비와 바다,20130124
20130686,군사통제구역 팔이공지대,20130725
20123384,밤의 여왕,20131017
20135405,붉은 가족,20131106
20138405,파르지팔,20130516
20137042,토스카,20130413
20136743,오텔로,20131221
20123247,안드레아 세니에 ,20130119
20135402,안나 볼레나,20130228
20133770,레퀴엠,20131019
20136814,화양: 당대최고수전,20131212
20135765,혈적자: 황제암살단,20131114
20134381,해결사,20130124
20139042,친구의 아내를 탐하다,20130531
20121079,저속희극,20131031
20139243,아웃포스트 : 블랙선,20130620
20122801,레닌그라드: 900일간의 전투,20130120
20136498,논스톱: 분노의 질주,20131128
20135766,나폴레옹 토레스전투,20131114
20131081,우리 엄마는 돌리파튼,20130804
20133661,소원택시,20131004
20131109,붉은 바캉스 검은 웨딩 2,20131128
20134789,극장판: 타이거 앤 버니,20130228
20131247,악의교전,20130829
20138202,에픽 : 숲속의 전설 ,20130807
20139072,일대종사,20130822
20134658,컴퍼니 유 킵,20131205
20136414,고양이 소녀,20131128
20122901,"마진 콜: 24시간, 조작된 진실",20130103
20139723,사이드 이펙트,20130711
20138955,스프링 브레이커스,20130725
20134462,우리에겐 교황이 있다,20130502
20136306,오르가즘 다이어리,20131205
20135838,테레사 팔머의 감금,20131128
20135368,스파이크,20131205
20135462,글로리아,20131205
20136330,불륜의 맛,20131121
20120106,뒷담화: 감독이 미쳤어요,20130228
20128747,분노의 윤리학,20130221
20132821,캡틴 필립스,20131023
20126087,남자사용설명서,20130214
20125990,남쪽으로 튀어,20130206
20132722,올 이즈 로스트,20131107
20130783,프리즈너스,20131002
20130821,투 마더스,20130822
20138101,"페어웰, 마이 퀸",20131205
20126306,장고:분노의 추적자,20130321
20122227,테이크 쉘터 ,20130418
20134288,비러브드,20130214
20131246,엔더스 게임,20131231
20130703,2 데이즈 인 뉴욕,20130829
20132481,쇼를 사랑한 남자,20131009
20132682,공각기동대 어라이즈 보더 1: 고스트 페인,20131024
20130061,뷰티풀 라이즈,20131017
20136848,지상 최고의 아빠,20131224
20135364,"꽃잎, 춤",20131121
20136740,오피서 다운,20131212
20136929,건,20131226
20135677,트러블 위드 블리스,20131107
20135366,영 앤 뷰티풀,20131205
20135508,혐오스런사쿠라코의일생,20131121
20134221,세크레이드,20130117
20135742,성냥팔이 소녀 ,20131031
20135587,선배의 첫경험레슨,20131128
20134207,벨벳키스-함정에 빠진 소악마,20131031
20134204,사오리의 비뇨기과,20131107
20134203,벨벳키스2-금지된사랑,20131114
20134209,레나의 야근병동,20131017
20136341,대상해,20130406
20134208,트라이앵글 불륜,20131024
20132083,유다,20130905
20136937,요리사와의 불륜,20131224
20135966,어린 에츠코의 고민,20131024
20134024,수호지 천하호걸-고대수,20130115
20135588,마리아짱의유혹,20131205
20139625,카오스,20130711
20136999,금지된 알바,20131231
20134206,썬더와 마법저택,20131224
20136891,백은제국,20131224
20136799,21 앤드 오버,20131218
20134045,하이 라이프,20130117
20130641,도터,20130717
20134205,필링 인사이드,20131107
20134184,로또 간호사,20131114
20134183,여변호사 성희롱사건,20131121
20136535,격전,20131205
20136948,밤의 여인 1%의 섹스,20131226
20136925,에비던스,20131226
20136289,아무도 머물지 않았다,20131226
20136919,최민수의 어쌔씬 코드,20131224
20130421,플레이스 비욘드 더 파인즈,20130801
20122581,빨간머리 앤 : 그린게이블로 가는 길,20130109
20135919,완전범죄 프로젝트,20131219
20124322,맛있는 섹스 그리고 환상의 여인,20131219
20136916,포스터,20131219
20136858,그래버스,20131219
20136809,수호지-신비술사,20131218
20136808,봉배도저,20131218
20134512,내 아내의 남자친구,20131218
20136811,그녀의 비밀,20131217
20135837,꼬마마녀 요요와 네네,20131225
20135369,저스틴,20131231
20137545,하이힐을 신은 여자는 위험하다,20131225
20138931,로빈슨 주교의 두 가지 사랑,20131114
20128568,어웨이크닝,20131212
20137044,친구 2,20131114
20136917,미녀전쟁,20131219
20136308,비행기,20131219
20135280,상하이 콜링,20131224
20135427,세이빙 산타,20131219
20135207,노란 코끼리,20131114
20136291,여자가 사랑할때,20131205
20121464,청춘정담,20131121
20068800,뷰티풀 프렌즈,20130516
20137549,터보,20130725
20136744,화이트 스완,20131219
20134584,포비든 리얼리티,20131219
20130704,와일드 빌,20131219
20134456,다락방의 토이 스토리,20131219
20122230,브로큰,20130718
20136467,크레이지 샤크,20131204
20135370,이스케이프 플랜,20131205
20136923,클럽포보스,20131219
20136922,포커페이스,20131219
20135918,킬 좀비,20131202
20138222,완전 소중한 사랑,20131121
20134607,사라진 기억,20131212
20139581,세상은 가끔 아름답다,20130620
20136615,플래티나 데이터,20131212
20136446,공각기동대 어라이즈 보더: 2 고스트 위스퍼스,20131212
20135657,인시디어스: 두번째 집,20131205
20136846,오카,20131212
20132824,리딕,20131128
20136844,싱글 인 LA,20131212
20134268,버틀러: 대통령의 집사,20131128
20138544,헝거게임: 캣칭 파이어,20131121
20136513,표적이 된 학원,20131205
20135769,극장판 슈타인즈 게이트: 부하영역의 데자뷰,20131205
20135426,올모스트 차밍,20131129
20129096,푸셔: 파이널 프로젝트,20131204
20135922,전망 좋은 하우스 - 관음적 욕망 ,20131121
20138182,V/H/S:죽음을 부르는 비디오,20130502
20131724,V/H/S/2: 악마를 부르는 비디오,20130814
20136354,카라스: 레블레이션,20131128
20136353,분노의 파이터,20131128
20136288,월드 워 좀비,20131127
20135829,수호지-의적유당,20131122
20136680,더 로맨틱,20131205
20135767,두부요괴,20131128
20134651,하루,20131128
20028345,흑협 2,20131120
20135768,오렌지,20131120
20135273,프란체스카 다 리미니,20131116
20132661,사랑은 당신,20131128
20134534,뷰티풀 차일드,20131128
20135586,수호지-영웅천하 손립,20131113
20134702,스시 걸,20131113
20134266,퍼펙트 호스트,20131114
20133701,하늘에서 음식이 내린다면 2,20131121
20134362,극장판 토리코 : 미식신의 스페셜메뉴,20131128
20136447,리트릿,20131128
20133760,세이프 헤이븐,20131106
20136444,사건-덫에걸린여인들,20131128
20136307,롤플레이2 : 동침,20131121
20135759,필스,20131121
20135828,제 5원소 리마스터링 감독판,20131120
20134144,화이트 고릴라,20131031
20132964,플라이 미 투 더 문,20131121
20134125,텔레비전,20131107
20131042,고집쟁이 딸 ,20131107
20132741,하리수의 도색,20131002
20135758,써커,20131107
20133862,극장판 쥬얼펫: 스위트댄스 프린세스,20131107
20134073,디스커넥트,20131107
19918269,터미네이터 2 : 심판의 날 감독판,20131114
20133152,카운슬러,20131114
20111224,체브라시카,20131114
20132021,진링의 13소녀,20131114
20135442,스콘드: 잔혹 불륜사,20131114
20134363,사랑은 마법처럼,20131114
20134370,변태 가면,20131114
20134457,극장판 요술공주 밍키: 꿈 속의 윤무,20131114
20135929,원트 백 다운,20131114
20134360,에어 크래쉬,20131024
20134357,앤드 오브 워,20131107
20132382,페이머스 파이브 : 키린섬의 비밀,20131017
20132903,한나를 위한 소나타,20131024
20135585,수호지-무사조씨,20131107
20134374,원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR,20131031
20131461,브로큰 서클,20131031
20135343,투건스,20131107
20132583,폭렬닌자 키사라기,20131107
20138161,야관문: 욕망의 꽃,20131107
20139601,더 퍼지,20131106
20132965,더컴퍼니맨,20131107
20134705,맛있는 사랑공식-섹스,20131031
20134704,수호지-불사영웅 석수,20131031
20133771,사대명포,20131031
20134703,내부고발자,20131024
20135385,플라이보이스,20131102
20132582,도쿄 미녀 삼총사,20131031
20136219,위대한 개츠비,20130516
20134583,시저는 죽어야 한다,20130502
20133759,비밀의 아코짱,20131017
20135544,카이츠,20131024
20130668,내 여친은 피규어,20131024
20121621,아이언맨 3,20130425
20134358,풍운결,20131031
20131141,클립,20131031
20138355,토르: 다크 월드,20131030
20134359,사육-내안에 가둔 그녀,20131024
20132623,행방불명,20131017
20131041,잠자는 숲속의 미녀 ,20131017
20133189,온천장의 은밀한 정사,20131016
20139182,닌자 정사2,20130605
20137722,킥 애스 2 : 겁없는 녀석들,20131017
20133159,토마스와 친구들: 블루마운틴 미스터리,20131017
20132167,당신에게도 사랑이 다시 찾아올까요?,20131017
20132881,스트레인저 인사이드,20130926
20132261,로덴시아: 마법왕국의 전설,20131002
20131862,어떤 여인의 고백,20131003
20138948,2차 노출,20130912
20133705,테러라인,20131017
20131941,시체 전문 처리반 - 스머글러,20130905
20132902,황금을 안고 튀어라,20131010
20132381,호비와 후후의 대모험: 무지개꽃을 구하라,20130926
20130241,러브씬,20131003
20123629,파라다이스 러브,20131017
20134143,버터 러버,20131017
20133773,백설공주: 또 다른 이야기,20131017
20058701,러브레이스,20131017
20078679,왓 러브 이즈,20131024
20134005,다크 스페이스,20131010
20133821,그놈은 벨을 두 번 울린다,20131010
20133570,댄서김의 은밀한 교수법,20131002
20048799,명탐정 코난:은빛 날개의 마술사,20130124
20133772,에이리언 둠스데이,20131010
20131821,비히클 19,20131009
20135272,리골레토,20130928
20131043,로미오와 줄리엣,20130926
20132625,프린세스 사쿠라,20131002
20128079,정글번치 : 빙산으로의 귀환,20131002
20131630,히든 카드,20130926
20130450,브랜디드,20130925
20122089,슈퍼배드 2,20130912
20132087,투 타이거,20130926
20132794,체온 – 그녀의 온도,20130926
20130981,차일디쉬 게임즈,20130926
20131122,인터섹션,20130926
20131691,애프터 루시아,20130926
20131861,모테키: 모태솔로 탈출기,20130926
20133121,더 클로스,20130926
20131121,3096일,20130926
20131241,퍼펙트,20130925
20132966,아브라함 링컨 VS 좀비 ,20130920
20132825,꽃과 뱀의 정사,20130916
20130065,슈퍼스타,20130801
20132584,야쿠자 대 닌자 2,20130917
20132921,스트릿 오브 블러드,20130913
20132681,카르고,20130912
20132401,야쿠자 대 닌자,20130912
20132761,불륜의 다이어리,20130912
20132962,늑대인간,20130912
20131381,컨저링,20130917
20132963,알렉산더 : 절대 영웅의 탄생,20130917
20138881,나우 유 씨 미 : 마술사기단,20130822
20135271,마리아 스투아르다,20130907
20132721,비키니 대작전,20130906
20132701,쾌락지구 2,20130905
20132541,완전한 감금,20130905
20132742,아메리칸 배틀쉽,20130916
20130448,드리프트,20130822
20131713,콜드 워,20130905
20139263,쿵후팬더: 영웅의 탄생,20130704
20131103,나폴라,20130815
20126253,토토의 움직이는 숲,20130620
20131301,비엔나전투 1683,20130808
20131303,체리밤,20130814
20131302,영웅이 되고 싶은 남자,20130808
20139141,토니 스토리: 깡통제국의 비밀,20130718
20134063,전쟁과 한 여자,20130815
20131261,괜찮아 3반,20130905
20130170,바디 앤 안티바디,20130711
20131716,스와핑 클럽,20130822
20139825,나에게서 온 편지,20130808
20139724,테르마이 로마이,20130718
20132461,섹슈얼 어딕션 : 꽃잎에 느껴지는 쾌락과 통증,20130905
20138181,아이 오브 더 스톰,20130615
20137562,퍼시 잭슨과 괴물의 바다,20130912
20129588,섀도우 헌터스: 뼈의 도시,20130912
20132624,베이타운 디스코,20130912
20131681,드래곤볼Z : 신들의 전쟁,20130829
20131203,킬링시즌,20130905
20130667,포가튼 : 잊혀진 소녀,20130905
20130708,블링 링,20130905
20131401,더블샤크,20130905
20132402,사일런트 힐: 레버레이션,20130829
20137811,엘리시움,20130829
20139265,잡스,20130829
20121622,호두까기인형 3D,20130103
20132163,사쿠라-마지막 정사,20130829
20131243,미츠에의 남친 고르기,20130829
20132165,마지막 불륜,20130829
20130741,얼짱녀 어부,20130828
20131204,비바 프랑스,20130822
20132321,시크릿,20130829
20132081,삼총사2013,20130829
19738014,팬더와 친구들의 모험,20130824
20131101,그녀는 불륜매니아,20130822
20130663,잔혹 동화 : 헌팅 오브 엘레나,20130821
20131573,식스 블릿츠: 분노의 추적,20130816
20130665,노 원 리브스,20130829
20131881,더 레터,20130829
20131582,장강7호 : 내친구 마법요정,20130822
20123624,월하의 침략자,20130815
20130329,수상한 가족,20130828
20131823,관음 - 욕망의 유희,20130829
20132364,카라스: 프로퍼시,20130829
19858012,루팡 3세 : 바빌론의 황금전설,20130815
20131242,오일 마사지샵의 비밀,20130815
20138421,R.I.P.D. : 알.아이.피.디.,20130822
20137544,고스트,20130822
20131822,브레이크 블레이드6: 결전의 시간,20130822
20131083,더 팩트,20130814
20130569,슈퍼윙스 3D,20130814
20131824,벤젠스,20130822
20131825,마이 프리티 걸,20130822
20137441,리포! 더 제네틱 오페라,20130724
20131165,신밧드의 7대 모험,20130808
20122221,앤젤스 셰어: 천사를 위한 위스키,20130516
20122236,포 엘렌,20130808
20131161,요코의 짜릿한 상상,20130808
20135270,아이다,20130803
20134621,터치 오브 라이트,20130314
20131084,노랑머리 - 플라스틱 섹스,20130801
20134061,세상의 끝까지 21일,20130814
20131061,스위트 카르마,20130801
20131164,브레이크 블레이드5: 최후의 명령,20130801
20131162,능욕 온천장의 오후,20130801
20131244,퍼시픽 모비딕,20130814
20137525,레볼루션 아일랜드,20130529
20135604,스티브 잡스 : 더 로스트 인터뷰,20130814
20068788,10 아이템 오어 레스,20130613
20134068,까밀 리와인드,20130718
20130801,이고르와 학의 여행,20130801
20138543,"아이,애나",20130606
20137864,어펜더: 범죄와의 전쟁,20130426
20134681,징기스칸 : 제국의 건설,20130208
20137863,남자 대 여자: 섹스가 문제다,20130503
20130443,페인리스,20130808
20139264,퓨어,20130620
20134733,천하영웅,20130207
20131082,러블리 몰리,20130808
20130250,베이트,20130808
20130521,미드나잇 선,20130808
20130202,버닝맨,20130807
20058720,명탐정 코난 : 수평선상의 음모,20130807
20131163,노리코의 누드스케치,20130726
20130251,스톨른,20130731
20136962,레드: 더 레전드,20130718
20130702,컴플라이언스,20130801
20136761,개구쟁이 스머프 2,20130801
20139821,슈퍼히어로,20130731
20130091,아이언 도어,20130725
20139381,동급생과의 불륜,20130718
20130803,네가 원한다면,20130718
20138185,체인드,20130718
20139441,전망 좋은 차- 맛있는 섹스,20130717
20130669,에어라인 플라이트,20130718
20130710,더 트랩: 난간 끝에 선 남자,20130725
20130721,줄리아 엑스,20130716
20130782,블러드 스프링,20130715
20130423,컴다운,20130725
20130601,뜨거운 욕망,20130712
20131003,더 패키지: 일급비밀,20130726
20139882,콤플렉스,20130725
20130941,드래곤 에이지,20130725
20137121,더 울버린,20130725
20130709,글래디에이터: 로마 영웅 탄생의 비밀 3D 확장 감독판,20130725
20139383,극장판 도라에몽: 진구의 비밀도구 박물관,20130725
20136223,신검전설,20130724
20130543,극장판 마법소녀 마도카 마기카(후편): 영원의 이야기,20130720
20130542,극장판 마법소녀 마도카 마기카(전편): 시작의 이야기,20130720
20130592,영춘권 무림 절대 고수,20130719
20130422,러쉬라이트,20130718
20130743,탈옥의사 엔마,20130718
20139842,슬립리스 나이트,20130711
20130544,픽포켓,20130718
20139384,알바생과의 불륜,20130711
20130106,육체도박,20130710
20130105,여자감옥,20130710
20130392,브레이크 블레이드4: 세기의 전쟁,20130711
20130249,기억하고 있다,20130705
20139385,백일몽 금단의기억,20130704
20139923,치어리더 캠프,20130704
20130389,넥스트 투모로우,20130711
20139942,맥베드,20130704
20139921,셀러브리티 섹스테이프,20130627
20130248,거짓말 섹스가 좋아,20130704
20139757,욕망의 트라이앵글,20130703
20139822,코리올라누스: 세기의 라이벌,20130711
20138641,더 이클립스,20130605
20136781,헬터 스켈터,20130509
20138882,코스모폴리스,20130627
20137061,사랑은 타이핑 중!,20130522
20138813,로봇G,20130620
20136961,퍼시픽 림,20130711
20136211,고혹자-가두지왕,20130710
20139081,타이치0 3D,20130704
20122122,월드 워 Z,20130620
20137964,매니악 : 슬픈 살인의 기록,20130704
20130001,스티븐 시걸의 리벤지,20130628
20139403,팬텀: 라스트 커맨더,20130704
20136862,론 레인저,20130704
20135269,가면무도회,20130629
20139386,쾌락! 메이드로이드,20130627
20139922,맛있는 섹스 - 인연,20130627
20139323,브레이크 블레이드3: 운명의 장난,20130619
20139741,죽음의 게임: 네이키드 워리어,20130620
20098216,부기우기: 상위 1%의 섹스,20130620
20139843,밀프,20130620
20139387,만원전철 속 그녀2,20130620
20139362,노마드 더 비기닝,20130619
20139743,유니온 스퀘어,20130619
20139742,럭키,20130619
20139523,타나토스,20130617
20138941,해밀턴2: 살인면허,20130614
20139322,프라이버시,20130613
20139388,도촬 유부녀의 정사,20130613
20139361,스트리퍼 VS 늑대인간,20130612
20139281,어그레션 스케일,20130611
20138608,빈센트,20130627
20134485,카르페디엠,20130627
20138184,멋진 녀석들,20130605
20137815,화이트 하우스 다운,20130627
20139462,아메리칸 오지,20130627
20139222,라스트 엑소시즘: 잠들지 않는 영혼,20130627
20139262,극장판 헌터X헌터 : 팬텀루즈,20130627
20138861,파라다이스 키스,20130620
20139082,인헤리턴스,20130620
20048982,백 투 가야,20130620
20139490,무민가족의 한여름 대소동,20130620
20138141,더 콜,20130620
20127589,마스터 클래스의 산책,20130321
20138947,언디스퓨티드: 1대100의 혈투,20130607
20135268,티토 황제의 자비,20130608
20122233,해피 이벤트 ,20130425
20139023,나츠,20130606
20136015,두 미 러브,20130306
20122228,섀도우 댄서,20130328
20135262,"쏘리,알러뷰",20130214
20122005,"다시, 뜨겁게 사랑하라!",20130103
20138605,마리 크뢰이어,20130613
20138347,에브리데이,20130613
20138186,폴 다이어리,20130530
20136783,꼬마영웅 경찰차 프로디,20130411
20122232,세션 : 이 남자가 사랑하는 법   ,20130117
20138483,디아틀로프,20130613
20138581,바람의 소리,20130613
20138402,섹슈얼 컴펄전,20130613
20137961,맨 오브 스틸,20130613
20138563,데블스 더블,20130613
20138963,넘버스 스테이션,20130605
20138350,쾌걸 조로리의 대대대대모험,20130605
20138201,극장판 썬더일레븐 GO VS 골판지 전사 W,20130605
20137963,백악관 최후의 날,20130605
20139021,흑역사,20130530
20137862,스태쉬 하우스,20130530
20138603,더블불륜,20130530
20139022,파친코의 여왕,20130529
20139043,창녀의 성적유희,20130529
20138403,멤피스,20130523
20138961,그림리퍼,20130523
20138925,겟코가면,20130523
20098360,도리안 그레이,20130530
20138838,아수라,20130522
20137182,쉐프,20130530
20138441,공각기동대 S.A.C - Solid State Society,20130523
20134066,대마술사,20130517
20137522,미스터 빌리:하일랜드의 수호자,20130530
20137181,저스트 어 이어 ,20130530
20137426,애프터 어스,20130530
20135267,템페스트,20130518
20138741,폴링 오버나잇,20130516
20138002,내 남편의 시선,20130502
20136016,태아 3D,20130418
20138836,자극의 세기,20130523
20138734,히든서스펙트,20130523
20138343,슬립타이트,20130523
20137468,버크 앤 헤어,20130522
20138584,엘과엠의 러브스토리-엘스토리,20130516
20138709,"기브 앰 헬, 말론",20130516
20138183,안드레아 보첼리: 러브 인 포르토피노,20130508
20137721,붓다:싯다르타 왕자의 모험,20130517
20138601,엘과엠의 러브스토리 - 엠스토리,20130516
20121097,라운드 업,20130516
20137866,전국: 천하영웅의 시대,20130516
20135542,어느 비행사에 대한 추억,20130516
20135362,크루즈 패밀리,20130516
20135266,오텔로,20130413
20138262,유부녀의 꽃,20130508
20137222,마지막 중독,20130419
20138125,이티피 페스티벌 08X09 서태지,20130503
20123644,해양경찰 마르코,20130214
20134042,스카이포스 3D,20130228
20138764,세인츠 앤 솔저 : 공수특전대,20130131
20137945,건달 앵커우먼,20130501
20138187,다크월드 3D,20130501
20120381,피노키오: 당나귀 섬의 비밀,20130425
20136202,테이크다운,20130418
20134701,웃는 남자,20130328
20137541,그 남자의 사랑법,20130509
20137373,에덴의 선택,20130509
20137965,009 사이보그 ,20130509
20137082,스니치,20130509
20137865,천하칠검 양가장,20130502
20137861,문빔베어: 달을 사랑한 작은 곰,20130501
20136902,게이샤의 순정상실,20130425
20137801,닌자정사,20130424
20137788,정사 : 두 여자와의 로맨스,20130419
20136903,걸즈 라이프,20130418
20137621,필부,20130418
20137501,춘화도,20130418
20133924,빌리와 용감한 녀석들 2 ,20130221
20137422,폭풍우 치는 밤에: 비밀 친구,20130501
20136621,콜렉션,20130502
20134041,그림자 애인,20130425
20137588,건달 여의사,20130417
20133923,비스트,20130207
20136138,송 포 유,20130418
20136741,짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,20130425
20136301,배드 블러드,20130424
20136901,미히로의 19금 강좌,20130411
20135943,유다의 사자 : 부활절 대모험,20130328
20137741,"글렌, 플라잉 로봇",20130418
20136662,뷰티풀 크리처스,20130418
20134025,피메일 에이전트,20130214
20136941,초한지 - 천하대전 감독판,20130418
20113972,지.아이.조 2,20130328
20135942,돌핀 : 꿈꾸는 다니엘의 용감한 모험,20130321
20137023,메인 스트리트,20130328
20137022,크로스 라인,20130405
20136363,귀 파는 여자,20130404
20134505,부도리의 꿈(감독판),20130130
20123221,부도리의 꿈 ,20130130
20123621,카페,20130411
20134983,원피스 극장판 Z,20130321
20134181,오블리비언,20130411
20122226,디테일스,20130411
20135907,브로큰 시티,20130404
20110602,사샤,20130314
20122224,프레셔스,20130110
20135582,후세: 말하지 못한 내 사랑,20130328
20136302,컬러드 걸스,20130321
20129117,좋은 친구들 ,20130328
20136963,스큐,20130328
20136441,킬링 소프틀리,20130404
20135581,호프 스프링즈,20130404
20134869,호스트,20130404
20136703,플레이백,20130329
20136721,신혼 부부 러브 다이어리 4-러브 포에버,20130328
20137025,세븐 빌로우,20130328
20136364,신혼 부부 러브 다이어리 3-트리플 러브,20130321
20137001,더 해머,20130321
20136582,플라이페이퍼,20130320
20136841,도너 패스,20130320
20136342,초한지: 영웅의 부활,20130328
20111629,필름 소셜리즘,20130328
20135278,피치 퍼펙트,20130328
20136801,테라노바,20130321
20100276,더 헌터 ,20130320
20136365,하나츠미-그녀의 꽃망울,20130314
20134422,후지코의 이중생활,20130314
20136462,슈가박스,20130314
20136584,모노거미,20130313
20135265,사랑의 묘약,20130309
20134141,드림팀,20130321
20136583,조조-황제의 반란 감독판,20130320
20134102,글래디에이터: 로마 영웅 탄생의 비밀 3D,20130314
20122625,오즈 그레이트 앤드 파워풀,20130307
20135241,웜 바디스,20130314
20134421,린코의 유혹하는 미용실,20130307
20136366,재회,20130307
20136501,데스워리어,20130307
20136361,포에버 스트롱,20130306
20136362,메스카다,20130306
20134799,영웅 - 샐러멘더의 비밀,20130314
20134022,수호지태극영웅-소이광,20130313
20136581,모스크바 히트,20130313
20136569,디 엔드: 인류 최후의 날,20130313
20134222,알렉스 크로스,20130314
20134581,링컨,20130314
20135601,엘리펀트 화이트,20130228
20134023,수호지 바람의 영웅 - 금모견,20130228
20134423,소노코의 유혹정사,20130301
20134064,마돈나 : 라이크 어 버진,20130124
20134065,레이디 가가 : 온 더 엣지,20130124
20135990,욕망의 코스프레,20130225
20133981,헨젤과 그레텔: 마녀 사냥꾼 3D,20130214
20121765,킬러 조,20130307
20135941,아메리카파이: 19금 여배우들,20130228
20135481,해적: 말라카해안의 위협,20130228
20134420,타에의 미망인정사,20130221
20135603,톰하디의 도망자,20130225
20134062,페어리테일: 봉황의 무녀,20130228
20123641,잭 더 자이언트 킬러,20130228
20134004,참을 수 없는 성적유희 감독판,20130215
20135383,레이징 피닉스2 : 여자옹박의 귀환,20130215
20135201,처녀상실,20130214
20135507,암스테르담 헤비,20130214
20123821,더 자이언트,20130221
20134101,수호지 가면영웅 - 귀두,20130131
20135342,다크니스,20130219
20134244,극장판 나루토 질풍전: 로드 투 닌자,20130221
20135382,옹박 : 영웅의 탄생,20130221
20135277,파이어 위드 파이어,20130221
20123702,단지처 오후의 정사2,20130207
20134321,더 피플 아이브 슬렙 위드,20130130
20123202,잊혀진 꿈의 동굴,20130110
20123623,블러드-C : 더 라스트 다크,20130214
20134103,날아라! 호빵맨 극장판: 구하라! 코코링과 기적의 별,20130207
20123387,다이하드: 굿 데이 투 다이,20130206
20123704,타락하는 유부녀,20130131
20123741,드래곤 헌터,20130124
20088700,디 아더 맨,20130201
20134682,아이언걸,20130128
20134728,베이비 메이커스,20130131
20123703,헤이세이 미망인 하숙집-방빌려드립니다,20130124
20134001,헨리스 크라임,20130131
20134561,세븐데이즈,20130131
20123207,헤이세이 미망인 하숙집-관리인을 노려라,20130118
20122041,슬로베니안 걸-여대생 콜걸,20130117
20133861,네이키드웨폰-사소리2,20130117
20134121,맥시멈 컨빅션,20130111
20123204,누군가가 보고있다,20130110
20133942,머신건 프리처 감독판,20130109
20133943,익스트림 No.13 감독판,20130108
20123721,여교사의 향기,20130104
20088459,서베일런스,20130130
20123722,런던 블러바드 무삭제 감독판,20130104
20123203,도망쳐온 이즈미,20130103
20122865,데드폴,20130123
20123041,마마,20130123
20123382,위대한 밀로크로제,20130117
20121861,더 임파서블,20130117
20121094,로봇 앤 프랭크,20130117
20134002,스파이키드4 : 올더타임인더월드,20130110
20134021,카마수트라 나잇,20130110
20120363,바람의 검심,20130103
20129727,컨빅션,20130103
19538011,동경 이야기,20140816
20134122,한공주,20140417
