movieCd,movieNm,showTm,nationNm,genres_1,directorNm,actor1_Nm,dist_companyNm,view,openMonth,is_adult
20090191,안나와 알렉스 : 두자매 이야기,87.0,2,8,찰스 가드,에밀리 브라우닝,CJ ENM,47336,04,0.0
20090194,토마스와 친구들 - 극장판,61.0,3,12,스티브 애스퀴스,피어스 브로스넌,(주)코카반,39765,04,0.0
20090176,분노의 질주: 더 오리지널,106.0,2,2,저스틴 린,빈 디젤,유니버설픽쳐스인터내셔널 코리아(유),675255,04,0.0
20090088,신부들의 전쟁,88.0,2,5,게리 위닉,앤 해서웨이,이십세기폭스코리아(주),103501,04,0.0
20090090,쇼퍼홀릭,105.0,2,5,P.J. 호건,아일라 피셔,한국소니픽쳐스릴리징브에나비스타영화㈜,306459,03,0.0
20081456,단지 유령일 뿐,123.0,3,1,마틴 집킨스,오거스트 딜,㈜세종커뮤니케이션스,1313,03,1.0
20081450,엘레지,112.0,2,1,이자벨 코이젯트,벤 킹슬리,(주)누리픽쳐스,8915,03,1.0
20090157,푸시,111.0,2,3,폴 맥기건,크리스 에반스,롯데쇼핑㈜롯데엔터테인먼트,715887,03,0.0
20090091,13일의 금요일,97.0,2,8,마커스 니스펠,다니엘 파나베이커,CJ ENM,208118,03,1.0
20090087,뉴욕은 언제나 사랑 중,90.0,2,7,그리핀 던,우마 서먼,(주)싸이더스,243432,03,0.0
20090082,드래곤볼 에볼루션,85.0,2,2,제임스 왕,저스틴 채트윈,이십세기폭스코리아(주),419189,03,0.0
20090168,보이 걸 씽,94.0,3,5,닉 허랜,사마이어 암스트롱,(주)영화사구안,1092,03,0.0
20090103,부그와 엘리엇 2,76.0,2,12,매튜 오칼라헌,조엘 맥헤일,소서러스어프렌티스(주),44607,03,0.0
20090085,슬픔보다 더 슬픈 이야기,105.0,1,7,원태연,권상우,(주)쇼박스,715800,03,0.0
20090068,더 레슬러,109.0,2,1,대런 아로노프스키,미키 루크,(주)넥스트엔터테인먼트월드(NEW),58677,03,1.0
20090092,라스트프로포즈,96.0,3,7,유위강,유덕화,롯데쇼핑㈜롯데엔터테인먼트,40973,03,0.0
20090043,왓치맨,161.0,2,2,잭 스나이더,제프리 딘 모건,CJ ENM,597118,03,1.0
20090084,레이첼 결혼하다,112.0,2,1,조나단 드미,앤 해서웨이,한국소니픽쳐스릴리징브에나비스타영화㈜,5661,02,0.0
20090083,언데드,87.0,2,8,데이빗 S. 고이어,오데뜨 유스트만,유니버설픽쳐스인터내셔널 코리아(유),214638,02,0.0
20090063,인터내셔널,117.0,2,2,톰 티크베어,클라이브 오웬,한국소니픽쳐스릴리징브에나비스타영화㈜,237869,02,1.0
20090028,레볼루셔너리 로드,118.0,2,1,샘 멘데스,케이트 윈슬렛,CJ ENM,59033,02,1.0
20090027,말리와 나,115.0,2,1,데이빗 프랭클,오웬 윌슨,이십세기폭스코리아(주),210270,02,0.0
20090025,문프린세스 : 문에이커의 비밀,103.0,3,1,가버 추보,다코타 블루 리차드,(주)성원아이컴,360195,02,0.0
20090148,하이 스쿨 뮤지컬: 졸업반,111.0,2,5,케니 오테가,잭 애프론,한국소니픽쳐스릴리징브에나비스타영화㈜,10874,02,0.0
20090053,다우트,104.0,2,1,존 패트릭 셰인리,필립 세이모어 호프만,한국소니픽쳐스릴리징브에나비스타영화㈜,13269,02,0.0
20090044,작은 영웅 데스페로,93.0,2,12,샘 펠,매튜 브로데릭,유니버설픽쳐스인터내셔널 코리아(유),436167,02,0.0
20090026,세븐 파운즈,123.0,2,1,가브리엘 무치노,윌 스미스,한국소니픽쳐스릴리징브에나비스타영화㈜,229799,02,0.0
20080536,도쿄 마블 초콜릿,60.0,3,12,시오타니 나오요시,미즈키 나나,(주)영화사구안,17327,01,0.0
20090019,잉크하트 : 어둠의 부활,106.0,2,1,이안 소프틀리,브렌든 프레이저,롯데쇼핑㈜롯데엔터테인먼트,560588,01,0.0
20090013,트랩,105.0,2,11,유위강,리차드 기어,아이비젼엔터테인먼트(주),71979,01,1.0
20071013,작전명 발키리,120.0,3,3,브라이언 싱어,톰 크루즈,이십세기폭스코리아(주),1784165,01,0.0
20090015,적벽대전 2 : 최후의 결전,141.0,3,2,오우삼,금성무,(주)쇼박스,2694436,01,0.0
20090008,롤라,115.0,3,1,나빌 아유쉬,로라 램지,㈜메가박스,16493,01,0.0
20090006,탑 블레이드 더 무비,70.0,3,12,야스미 테츠오,나가사와 나오,롯데쇼핑㈜롯데엔터테인먼트,38349,01,0.0
20081790,디파이언스,136.0,2,1,에드워드 즈윅,다니엘 크레이그,(주)엠플러스픽쳐스,229157,01,0.0
20081791,마다가스카 2,89.0,2,12,에릭 다넬,데이빗 쉼머,CJ ENM,1230470,01,0.0
20081810,뮤턴트: 다크 에이지,111.0,2,2,사이먼 헌터,론 펄먼,(주)넥스트엔터테인먼트월드(NEW),31233,01,1.0
20081811,비발디,93.0,3,1,장 루이 길예르모,스테파노 디오니시,미디어소프트,4898,01,0.0
20101110,레인보우,91.0,1,1,신수원,박현영,㈜인디스토리,2980,11,0.0
20101116,테라 3D: 인류 최후의 전쟁,82.0,2,12,아리스토메니스 치바스,채드 앨런,주식회사 마운틴픽쳐스,9864,11,0.0
20101013,소셜 네트워크,120.0,2,1,데이빗 핀처,제시 아이젠버그,워터홀컴퍼니(주),510804,11,0.0
20090683,500일의 썸머,95.0,2,1,마크 웹,조셉 고든 레빗,(주)스튜디오디에이치엘,298624,01,0.0
20100176,허트 로커,130.0,2,2,캐서린 비글로우,제레미 레너,(주)까멜리아이엔티,177743,04,0.0
20090914,하모니,115.0,1,1,강대규,김윤진,CJ ENM,3018154,01,0.0
20100788,마법천자문: 대마왕의 부활을 막아라,85.0,1,12,윤영기,정선혜,CJ ENM,121572,08,0.0
20100061,땅의 여자,95.0,1,10,권우정,소희주,시네마달,2418,09,0.0
20100312,인셉션,147.0,2,1,크리스토퍼 놀란,레오나르도 디카프리오,(주)디스테이션,5998647,07,0.0
20100206,꿈은 이루어진다,113.0,1,5,계윤식,이성재,CJ ENM,101698,05,0.0
20100962,"울지마, 톤즈",91.0,1,10,구수환,이금희,주식회사 마운틴픽쳐스,444581,09,0.0
20101193,하트 비트,101.0,3,1,자비에 돌란,모니아 초크리,(주)엣나인필름,6603,11,1.0
20090916,8인: 최후의 결사단,138.0,3,2,진덕삼,견자단,(주)팝엔터테인먼트,116056,01,0.0
20100365,하얀리본,142.0,3,1,미카엘 하네케,크리스티안 프리에델,(주)영화사 안다미로,12823,07,0.0
20100311,엽문2,108.0,3,2,엽위신,견자단,(주)제이앤씨미디어그룹,59107,06,0.0
20100130,공기인형,116.0,3,1,고레에다 히로카즈,배두나,오드,13823,04,0.0
20101115,히어로,112.0,1,1,김홍익,동하,주식회사 마운틴픽쳐스,1564,11,0.0
20101200,김종욱 찾기,112.0,1,7,장유정,임수정,CJ ENM,1122277,12,0.0
20100076,밀크,128.0,2,1,구스 반 산트,숀 펜,주식회사 마운틴픽쳐스,13275,02,0.0
20100214,아저씨,119.0,1,2,이정범,원빈,CJ ENM,6179525,08,1.0
20090034,탈주,110.0,1,1,이송희일,이영훈,㈜인디스토리,2060,09,1.0
20101040,소와 함께 여행하는 법,110.0,1,1,임순례,김영필,롯데쇼핑㈜롯데엔터테인먼트,16096,11,0.0
20100286,귀 鬼,109.0,1,8,김조광수,한예리,CJ ENM,13110,06,0.0
20100301,악마를 보았다,144.0,1,3,김지운,구용완,(주)쇼박스,1817069,08,1.0
20100191,시,139.0,1,1,이창동,윤정희,(주)넥스트엔터테인먼트월드(NEW),219030,05,0.0
20100027,회복,94.0,3,10,김종철,박지윤,(주)스폰지이엔티,155281,01,0.0
20090904,의형제,116.0,1,1,장훈,송강호,(주)쇼박스,5416923,02,0.0
20100737,잊혀진 가방,87.0,1,10,김상철,이현우,주식회사 마운틴픽쳐스,8957,07,0.0
20100018,타이탄,106.0,2,2,루이스 리테리어,랄프 파인즈,워너브러더스 코리아(주),2643969,04,0.0
20090610,경계도시 2,104.0,1,10,홍형숙,홍형숙,시네마달,9455,03,0.0
20100190,드래곤 길들이기,98.0,2,12,딘 데블로이스,제이 바루첼,유니버설픽쳐스인터내셔널 코리아(유),2593854,05,0.0
20100213,부당거래,119.0,1,11,류승완,황정민,CJ ENM,2725860,10,1.0
20100833,무적자,124.0,3,1,송해성,주진모,CJ ENM,1546132,09,0.0
20100202,하하하,116.0,1,1,홍상수,김상경,(주)스폰지이엔티,57043,05,1.0
20100316,청설,109.0,3,1,청펀펀,펑위옌,오드,23625,06,0.0
20100979,검우강호,112.0,2,2,오우삼,정우성,(주)에스비에스콘텐츠허브,312334,10,0.0
20100036,키사라기 미키짱,108.0,3,5,사토 유이치,오구리 슌,주식회사 마운틴픽쳐스,1806,02,0.0
20101339,브라보! 재즈 라이프,105.0,1,10,남무성,남무성,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),5110,12,0.0
20100261,싱글맨,99.0,2,1,톰 포드,콜린 퍼스,하준사,20138,05,0.0
20100807,뮬란: 전사의 귀환,110.0,3,2,마초성,조미,(유)영화사 화수분,125435,09,0.0
20101070,언스토퍼블,98.0,2,2,토니 스콧,덴젤 워싱턴,이십세기폭스코리아(주),452320,11,0.0
20090852,이웃집 좀비,89.0,1,8,오영두,배용근,㈜인디스토리,2807,02,0.0
20100796,아바타 3D 스페셜에디션,170.0,2,2,제임스 카메론,샘 워싱턴,이십세기폭스코리아(주),148098,09,0.0
20101047,하비의 마지막 로맨스,92.0,2,7,조엘 홉킨스,더스틴 호프만,(주)영화사 진진,34184,10,0.0
20100473,유키와 니나,93.0,3,1,이폴리트 지라르도,아리엘 무텔,(주)영화사 진진,1439,07,0.0
20100039,하치 이야기,93.0,3,1,라세 할스트롬,리차드 기어,(주)프라임엔터테인먼트,95193,02,0.0
20101109,두 여자,105.0,1,7,정윤수,문소연,CJ ENM,129576,11,1.0
20100203,참새들의 합창,97.0,3,1,마지드 마지디,레자 나지,유니코리아문예투자(주),3827,05,0.0
20090928,회오리 바람,95.0,1,1,장건재,서준영,(주)영화사 진진,2275,02,0.0
20101067,스카이 크롤러,121.0,3,12,오시이 마모루,타니하라 쇼스케,예지림엔터테인먼트,1991,10,0.0
20100377,토이 스토리 3,102.0,2,1,리 언크리치,톰 행크스,한국소니픽쳐스릴리징브에나비스타영화㈜,1460726,08,0.0
20100188,하녀,106.0,1,3,임상수,전도연,(주)싸이더스,2267581,05,1.0
20101223,헬로우 고스트,111.0,1,5,김영탁,차태현,(주)넥스트엔터테인먼트월드(NEW),3019960,12,0.0
20100326,고死 두 번째 이야기: 교생실습,84.0,1,8,유선동,김수로,(주)넥스트엔터테인먼트월드(NEW),857038,07,0.0
20100305,해결사,100.0,1,2,권혁재,이영수,(주)넥스트엔터테인먼트월드(NEW),1843404,09,0.0
20100075,무법자,94.0,1,1,김철한,감우성,(주)넥스트엔터테인먼트월드(NEW),160734,03,1.0
20101222,황해,156.0,3,3,나홍진,김윤석,(주)쇼박스,2260512,12,1.0
20101038,대지진,136.0,3,1,펑샤오강,쉬판,필라멘트픽쳐스,54259,11,0.0
20090874,페어러브,117.0,1,1,신연식,안성기,CJ ENM,27083,01,0.0
20090895,주유소 습격사건 2,111.0,1,2,김상진,지현우,(주)시네마서비스,729834,01,0.0
20090160,평행이론,110.0,1,3,권호영,지진희,CJ ENM,921111,02,0.0
20090927,방자전,124.0,1,5,김대우,김주혁,CJ ENM,2985556,06,1.0
20100209,이끼,163.0,1,1,강우석,정재영,CJ ENM,3350311,07,1.0
20101004,된장,105.0,1,1,이서군,류승룡,CJ ENM,45180,10,0.0
20090901,"시네도키, 뉴욕",123.0,2,1,찰리 카우프만,캐서린 키너,(주)스폰지이엔티,5078,01,0.0
20101224,해리 포터와 죽음의 성물1,146.0,2,2,데이빗 예이츠,다니엘 래드클리프,워너브러더스 코리아(주),2853500,12,0.0
20100281,김복남 살인사건의 전말,115.0,1,3,장철수,한동학,(주)스폰지이엔티,161722,09,1.0
20101010,초능력자,114.0,1,1,김민석,김한나,(주)넥스트엔터테인먼트월드(NEW),2130645,11,0.0
20100302,심야의 F.M.,106.0,1,3,김상만,수애,롯데쇼핑㈜롯데엔터테인먼트,1208310,10,1.0
20100296,포화속으로,120.0,1,1,이재한,차승원,롯데쇼핑㈜롯데엔터테인먼트,3330326,06,0.0
20100835,방가? 방가!,110.0,1,5,육상효,김인권,(주)시너지하우스 (시너지),972431,09,0.0
20100210,맨발의 꿈,121.0,3,1,김태균,박희순,(주)쇼박스,331945,06,0.0
20100329,그랑프리,109.0,1,1,양윤호,김태희,(주)싸이더스,167024,09,0.0
20101028,조금만 더 가까이,108.0,1,7,김종관,윤계상,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),11966,10,1.0
20100834,시라노; 연애조작단,121.0,1,7,김현석,엄태웅,롯데쇼핑㈜롯데엔터테인먼트,2684807,09,0.0
20100131,베스트셀러,117.0,1,3,이정호,엄정화,(주)시너지하우스 (시너지),1081752,04,0.0
20090888,용서는 없다,125.0,1,11,김형준,설경구,(주)시네마서비스,1125154,01,1.0
20101113,이층의 악당,115.0,1,5,손재곤,오재균,(주)싸이더스,596864,11,0.0
20100256,내 깡패 같은 애인,105.0,1,1,김광식,박중훈,롯데쇼핑㈜롯데엔터테인먼트,688639,05,0.0
20100198,대한민국 1%,105.0,1,1,조명남,손병호,롯데쇼핑㈜롯데엔터테인먼트,440372,05,0.0
20100129,반가운 살인자,107.0,1,5,김동욱,김미소,롯데쇼핑㈜롯데엔터테인먼트,590531,04,0.0
20090939,육혈포 강도단,107.0,1,5,강효진,나문희,롯데쇼핑㈜롯데엔터테인먼트,1214237,03,0.0
20090926,식객2 : 김치전쟁,119.0,1,1,김길형,김정은,롯데쇼핑㈜롯데엔터테인먼트,462714,01,0.0
20100300,죽이고 싶은,92.0,1,3,김상화,천호진,롯데쇼핑㈜롯데엔터테인먼트,130784,08,1.0
20101039,돌이킬 수 없는,88.0,1,1,박수영,천보근,㈜케이디미디어,64371,11,0.0
20101221,쩨쩨한 로맨스,118.0,1,5,김정훈,이선균,롯데쇼핑㈜롯데엔터테인먼트,2067538,12,1.0
20100975,레터스 투 줄리엣,105.0,2,7,게리 위닉,아만다 사이프리드,(주)넥스트엔터테인먼트월드(NEW),585272,10,0.0
20100353,파괴된 사나이,114.0,1,1,우민호,김명민,(주)시너지하우스 (시너지),1012310,07,1.0
20100107,비밀애,111.0,1,7,권지연,유지태,(주)시너지하우스 (시너지),164252,03,1.0
20100167,사요나라 이츠카,133.0,3,1,이재한,나카야마 미호,CJ ENM,23229,04,1.0
20090634,맨 온 와이어,94.0,2,10,제임스 마쉬,필리페 페팃,(주)영화사 진진,1753,02,0.0
20100057,참을 수 없는,114.0,1,7,권칠인,추자현,(주)시너지하우스 (시너지),75740,10,1.0
20100810,마루 밑 아리에티,94.0,3,12,요네바야시 히로마사,시다 미라이,CJ ENM,1068004,09,0.0
20100787,옥희의 영화,80.0,1,1,홍상수,이선균,(주)스폰지이엔티,37122,09,1.0
20100813,퀴즈왕,121.0,1,5,장진,김수로,(주)시네마서비스,573001,09,0.0
20090317,영도 다리,83.0,1,1,전수일,박하선,주식회사 마운틴픽쳐스,1693,07,1.0
20090931,구르믈 버서난 달처럼,111.0,1,2,이준익,황정민,에스케이텔레콤(주),1383867,04,0.0
20100740,기적의 오케스트라 - 엘 시스테마,104.0,3,10,마리아 슈토트마이어,구스타보 두다멜,(주)영화사 진진,26107,08,0.0
20090785,반드시 크게 들을 것,93.0,1,10,백승화,리규영,㈜인디스토리,2732,04,0.0
20100974,엉클 분미,113.0,3,1,아핏차퐁 위라세타쿤,사크다 카에부아디,㈜영화사 백두대간,6442,09,0.0
20101149,여의도,88.0,1,3,송정우,김태우,어뮤즈,5322,12,1.0
20100126,클래스,129.0,3,1,로랑 캉테,프랑수아 베가도,(주)영화사 진진,7803,04,0.0
20100661,우리 만난 적 있나요,100.0,1,7,임진평,박재정,코리아 코어 컨텐츠,1943,11,0.0
20100277,내 남자의 순이,91.0,1,5,김호준,박해미,(주)새인컴퍼니,10449,05,0.0
20090331,폭풍전야,104.0,1,1,조창호,김남길,(주)성원아이컴,51760,04,1.0
20100053,계몽영화,125.0,1,1,박동훈,최찬숙,㈜인디스토리,2493,09,0.0
20100981,살인의 강,99.0,1,1,김대현,김다현,주식회사 마운틴픽쳐스,2475,09,1.0
20100021,경,94.0,1,1,김소영,양은용,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),1215,04,0.0
20101012,페스티발,110.0,1,5,이해영,신하균,(주)시너지하우스 (시너지),196995,11,1.0
20100073,예언자,154.0,3,1,자크 오디아르,타하르 라힘,판씨네마(주),25097,03,1.0
20100789,골든 슬럼버,139.0,3,3,나카무라 요시히로,사카이 마사토,CJ ENM,65167,08,0.0
20100049,도쿄택시,75.0,3,1,김태식,야마다 마사시,(주)키노아이디엠씨,6034,05,0.0
20100380,마음이2,92.0,3,1,이정철,성동일,롯데쇼핑㈜롯데엔터테인먼트,696382,07,0.0
20100977,적인걸: 측천무후의 비밀,123.0,3,2,서극,유덕화,롯데쇼핑㈜롯데엔터테인먼트,459955,10,0.0
20101114,고스트: 보이지 않는 사랑,116.0,1,7,오타니 타로,송승헌,필라멘트픽쳐스,6624,11,0.0
20101209,라스트 갓파더,103.0,2,5,심형래,심형래,CJ ENM,2541603,12,0.0
20100158,소명 2-모겐족의 월드컵,92.0,1,10,신현원,김성주,(주)에스피엠,29668,04,0.0
20090857,파라노말 액티비티,85.0,2,8,오렌 펠리,케이티 피더스턴,(주)넥스트엔터테인먼트월드(NEW),438622,01,0.0
20090737,당신을 오랫동안 사랑했어요,116.0,3,1,필립 클로델,크리스틴 스콧 토마스,주식회사 마운틴픽쳐스,3295,01,0.0
20090947,집 나온 남자들,108.0,1,5,이하,김현아,(주)싸이더스,25773,04,0.0
20101027,바흐 이전의 침묵,100.0,3,1,페레 포르타벨라,페오도르 아킨,(재)전주국제영화제조직위원회,6003,10,0.0
20100085,하얀 아오자이,106.0,3,1,후인 루,트룽 응옥 안,롯데쇼핑㈜롯데엔터테인먼트,6188,02,0.0
20100795,더 도어,103.0,3,1,안노 사울,매즈 미켈슨,예지림엔터테인먼트,13241,09,1.0
20101014,워리어스 웨이,100.0,2,2,이승무,장동건,에스케이텔레콤(주),432072,12,0.0
20090950,월 스트리트: 머니 네버 슬립스,133.0,2,1,올리버 스톤,샤이아 라보프,이십세기폭스코리아(주),241438,10,0.0
20090946,플래닛 51,91.0,3,12,호르헤 블랑코,드웨인 존슨,(주)쇼박스,45594,10,0.0
20101213,나니아 연대기: 새벽 출정호의 항해,112.0,2,1,마이클 앱티드,벤 반스,이십세기폭스코리아(주),1172586,12,0.0
20101170,렛 미 인,116.0,2,1,맷 리브스,코디 스밋 맥피,롯데쇼핑㈜롯데엔터테인먼트,166503,11,0.0
20101101,토일렛,109.0,3,1,오기가미 나오코,알렉스 하우스,(주)영화사 조제,15955,12,0.0
20090755,아쉬람,117.0,3,1,디파 메타,샤랄라,(주)에스와이코마드,2299,02,0.0
20100099,리틀 디제이,129.0,3,1,나가타 코토,카미키 류노스케,주식회사 마운틴픽쳐스,1317,03,0.0
20100111,콜링 인 러브,100.0,2,7,제임스 도드슨,제시 멧칼피,㈜케이디미디어,20246,03,0.0
20100104,인 디 에어,108.0,2,1,제이슨 라이트맨,조지 클루니,CJ ENM,52800,03,0.0
20100298,노스페이스,126.0,3,1,필립 슈톨츨,벤노 퓨어만,주식회사 마운틴픽쳐스,8852,06,0.0
20090866,G-포스: 기니피그 특공대,90.0,2,1,호이트 예이트만,윌 아넷,한국소니픽쳐스릴리징브에나비스타영화㈜,39522,04,0.0
20100028,커플 테라피: 대화가 필요해,112.0,2,5,피터 빌링슬레이,빈스 본,유니버설픽쳐스인터내셔널 코리아(유),19163,02,0.0
20100376,아더와 미니모이 2 : 셀레니아 공주 구출 작전,94.0,3,12,뤽 베송,프레디 하이모어,롯데쇼핑㈜롯데엔터테인먼트,44245,07,0.0
20101006,가디언의 전설,96.0,3,12,잭 스나이더,휴고 위빙,워너브러더스 코리아(주),302318,10,0.0
20090913,들어는 봤니? 모건 부부,103.0,2,5,마크 로렌스,휴 그랜트,한국소니픽쳐스릴리징브에나비스타영화㈜,113137,01,0.0
20100774,그 남자가 아내에게,131.0,3,1,유키사다 이사오,야쿠시마루 히로코,(주)영화사 진진,7425,08,0.0
20100379,극장판 도라에몽: 진구의 인어대해전,98.0,3,12,쿠스바 고조,카카즈 유미,CJ ENM,260703,07,0.0
20090944,헤이트 발렌타인데이,89.0,2,7,니아 발다로스,니아 발다로스,㈜케이디미디어,16302,02,0.0
20090902,위핏,111.0,2,1,드류 베리모어,엘렌 페이지,롯데쇼핑㈜롯데엔터테인먼트,34680,02,0.0
20100187,우리 의사 선생님,127.0,3,1,니시카와 미와,쇼후쿠테이 츠루베,(주)영화사 진진,3806,04,0.0
20090948,그린 존,114.0,2,1,폴 그린그래스,맷 데이먼,(주)싸이더스,596403,03,0.0
20090894,사랑은 너무 복잡해,120.0,2,7,낸시 마이어스,메릴 스트립,유니버설픽쳐스인터내셔널 코리아(유),234113,03,1.0
20100083,남극의 쉐프,125.0,3,5,오키타 슈이치,사카이 마사토,(주)스폰지이엔티,3709,02,0.0
20100017,공자 춘추전국시대,108.0,3,1,후메이,주윤발,(주)시너지하우스 (시너지),371607,02,0.0
20090897,꼬마 니콜라,91.0,3,1,로랑 티라르,막심 고다르,(주)프라임엔터테인먼트,196707,01,0.0
20090850,공주와 개구리,98.0,2,12,존 머스커,애니카 노니 로즈,한국소니픽쳐스릴리징브에나비스타영화㈜,104274,01,0.0
20090893,극장판파워레인저 엔진포스VS 와일드스피릿,50.0,3,2,모로타 사토시,후루하라 야스히사,CJ ENM,135498,01,0.0
20100342,킥 오프,81.0,3,1,샤우캇 아민 코르키,아터그 아수,㈜인디스토리,1096,07,0.0
20100330,런어웨이즈,106.0,2,1,플로리아 시지스몬디,크리스틴 스튜어트,(주)넥스트엔터테인먼트월드(NEW),14863,06,1.0
20100144,푸른 수염,80.0,3,3,카트린느 브레이야,도미니크 토머스,오드,1233,04,0.0
20100775,소라닌,125.0,3,1,미키 타카히로,코라 켄고,(주)스폰지이엔티,10997,08,0.0
20100149,꽃비,79.0,1,1,정종훈,김두진,어뮤즈,3965,04,1.0
20090933,아이언맨 2,125.0,2,2,존 파브로,로버트 다우니 주니어,CJ ENM,4425235,04,0.0
20100814,슈퍼  배드,95.0,2,12,피에르 꼬팽,미란다 코스그로브,유니버설픽쳐스인터내셔널 코리아(유),1027050,09,0.0
20100180,러브 송,91.0,3,1,크리스토프 오노레,루이 가렐,오드,1206,04,1.0
20100925,노다메 칸타빌레 Vol.1,121.0,3,5,타케우치 히데키,타마키 히로시,(주)미로비젼,75847,09,0.0
20101206,더 콘서트,122.0,3,1,라두 미하일레아누,알렉세이 구스코프,유니버설픽쳐스인터내셔널 코리아(유),108570,11,0.0
20101275,클라라,108.0,3,1,헬마 잔더스-브람스,마르티나 게덱,(주)영화사 진진,14207,12,0.0
20090915,사사건건,91.0,1,1,홍성훈,조영진,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),1143,01,1.0
20100809,에브리바디 올라잇,106.0,2,5,리사 촐로덴코,줄리안 무어,(주)화천공사,60898,09,1.0
20100333,슈렉 포에버,93.0,2,12,마이크 미첼,마이크 마이어스,CJ ENM,2224118,07,0.0
20100387,파코와 마법 동화책,105.0,3,1,나카시마 테츠야,아야카 윌슨,주식회사 마운틴픽쳐스,3235,07,0.0
20100315,요술,95.0,1,1,구혜선,임지규,CJ ENM,5993,06,0.0
20101073,엘 시크레토 : 비밀의 눈동자,129.0,3,1,후안 호세 캄파넬라,리카도 다린,(주) 포커스픽쳐,19009,11,0.0
20101189,벡,145.0,3,1,츠츠미 유키히코,미즈시마 히로,주식회사 마운틴픽쳐스,6769,11,0.0
20100124,시리어스 맨,105.0,2,1,에단 코엔,마이클 스털버그,(주)스폰지이엔티,8976,03,0.0
20100060,불타는 내 마음,95.0,1,5,최원섭,최요한,씨제이 씨지브이(CJ CGV)(주),9089,03,0.0
20100127,로마에서 생긴 일,90.0,2,7,마크 스티븐 존슨,크리스틴 벨,한국소니픽쳐스릴리징브에나비스타영화㈜,3429,04,0.0
20090601,리틀 애쉬 : 달리가 사랑한 그림,112.0,3,1,폴 모리슨,자비에 벨트란,판씨네마(주),11603,01,1.0
20101226,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,97.0,3,12,유야마 쿠니히코,김선혜,씨제이 씨지브이(CJ CGV)(주),375096,12,0.0
20100046,카페 느와르,198.0,1,1,정성일,신하균,(주)스폰지이엔티,7532,12,1.0
20101211,용서,93.0,1,10,김종철,오미희,씨너스엔터테인먼트(주),13496,12,0.0
20101029,어쿠스틱,88.0,1,1,유상헌,신세경,(주)키노아이디엠씨,7908,10,0.0
20100171,데저트 플라워,127.0,3,1,쉐리 호만,리야 키비디,(주)영화사구안,9740,04,0.0
20100772,리미츠 오브 컨트롤,116.0,3,1,짐 자무시,이삭 드 번콜,(주)스폰지이엔티,3861,08,0.0
20081388,아버지를 마지막으로 본 것은 언제입니까?,92.0,3,1,아넌드 터커,짐 브로드벤트,프리비젼엔터테인먼트,3617,05,0.0
20100234,원 나잇 스탠드,99.0,1,1,장훈,이주승,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2124,05,1.0
20100105,우리가 꿈꾸는 기적: 인빅터스,133.0,2,1,클린트 이스트우드,모건 프리먼,워너브러더스 코리아(주),104749,03,0.0
20100299,이파네마 소년,95.0,1,7,김기훈,문대성,프리비젼엔터테인먼트,3436,11,0.0
20101274,존 레논 비긴즈-노웨어 보이,98.0,3,1,샘 테일러-우드,애런 존슨,프리비젼엔터테인먼트,12104,12,0.0
20100361,이클립스,124.0,2,7,데이빗 슬레이드,크리스틴 스튜어트,(주)넥스트엔터테인먼트월드(NEW),2069546,07,0.0
20100119,이웃집 남자,100.0,1,1,장동홍,김성미,주식회사 루믹스미디어,1188,03,1.0
20100125,언 애듀케이션,100.0,3,1,론 쉐르픽,캐리 멀리건,한국소니픽쳐스릴리징브에나비스타영화㈜,2750,03,0.0
20101208,나는 나비,100.0,1,10,정흠문,윤도현,(주)인디플러그,4746,12,0.0
20090890,아빠가 여자를 좋아해,113.0,1,7,이광재,김지석,(주)쇼박스,174333,01,0.0
20090892,웨딩드레스,110.0,1,1,권형진,송윤아,(주)싸이더스,143458,01,0.0
20090917,주문진,96.0,1,1,하명중,김기범,롯데쇼핑㈜롯데엔터테인먼트,66098,01,0.0
20100034,채식주의자,113.0,1,1,임우성,채민서,(주)스폰지이엔티,3536,02,1.0
20100096,행복한 울릉인,76.0,1,10,황석호,남지현,주식회사 마운틴픽쳐스,1068,02,0.0
20100141,아마존의 눈물,88.0,1,10,김현철,김남길,주식회사 마운틴픽쳐스,104367,03,0.0
20100168,친정엄마,108.0,1,1,유성엽,김해숙,(주)싸이더스,472009,04,0.0
20100260,마마 앤드 파파,117.0,1,1,장태령,김진아,주식회사 케이엠스타,3099,05,0.0
20090794,나쁜 놈이 더 잘 잔다,85.0,1,1,권영철,김흥수,(주)키노아이디엠씨,1666,06,1.0
20100769,폐가,84.0,1,8,이철하,신경선,(주)시너지하우스 (시너지),225955,08,0.0
20100278,유령작가,128.0,3,3,로만 폴란스키,이완 맥그리거,(주)싸이더스,177743,06,0.0
20100658,불청객,66.0,1,3,이응일,김진식,(주)이모션픽처스,2797,09,0.0
20090896,퀼,99.0,3,1,최양일,코바야시 카오루,주식회사 마운틴픽쳐스,6722,01,0.0
20100334,레퓨지,88.0,3,1,프랑수아 오종,이자벨 까레,주식회사 마운틴픽쳐스,5313,07,1.0
