movieCd,movieNm,showTm,nationNm,genres_1,directorNm,actor1_Nm,dist_companyNm,view,openMonth,is_adult
20139042,친구의 아내를 탐하다,78.0,3,5,얀 흐레베이크,이리 랑마이어,(주)소나무픽쳐스,1653,05,1.0
20121079,저속희극,93.0,3,5,팡호청,설개기,(주)소나무픽쳐스,5105,10,1.0
20139243,아웃포스트 : 블랙선,101.0,3,3,스티브 바커,리차드 코일,(주)소나무픽쳐스,1650,06,0.0
20122801,레닌그라드: 900일간의 전투,111.0,3,1,알렉산드르 블라브스키,미라 소르비노,(주)소나무픽쳐스,1528,01,0.0
20136498,논스톱: 분노의 질주,103.0,3,2,다니엘 칼파소로,알렉스 곤잘레스,(주)소나무픽쳐스,5076,11,1.0
20135766,나폴레옹 토레스전투,151.0,3,1,발레리아 사미엔토,존 말코비치,(주)소나무픽쳐스,5032,11,1.0
20131109,붉은 바캉스 검은 웨딩 2,88.0,1,3,최낙권,김재록,(주)팝파트너스,5100,11,1.0
20134789,극장판: 타이거 앤 버니,92.0,3,12,요네타니 요시토모,히라타 히로아키,㈜T-JOY,3977,02,0.0
20131247,악의교전,128.0,3,3,미이케 다카시,이토 히데아키,(주)팝엔터테인먼트,1646,08,1.0
20138202,에픽 : 숲속의 전설,102.0,2,12,크리스 웻지,아만다 사이프리드,이십세기폭스코리아(주),978785,08,0.0
20139072,일대종사,122.0,3,2,왕가위,양조위,CGV아트하우스,102412,08,0.0
20134658,컴퍼니 유 킵,121.0,2,3,로버트 레드포드,로버트 레드포드,(주)미디어데이,2173,12,0.0
20122901,"마진 콜: 24시간, 조작된 진실",107.0,2,3,J.C 챈더,케빈 스페이시,(주)팝파트너스,7694,01,0.0
20139723,사이드 이펙트,105.0,2,3,스티븐 소더버그,주드 로,롯데쇼핑㈜롯데엔터테인먼트,37214,07,1.0
20134462,우리에겐 교황이 있다,104.0,3,1,난니 모레티,난니 모레티,주식회사 마운틴픽쳐스,4233,05,0.0
20135838,테레사 팔머의 감금,91.0,3,3,데이비드 데닌,테레사 팔머,(주)컴퍼니엘,5279,11,1.0
20135368,스파이크,74.0,3,12,다비드 알로,남도형,예지림엔터테인먼트,25190,12,0.0
20135462,글로리아,109.0,3,1,세바스찬 렐리오,폴리나 가르시아,판씨네마(주),7905,12,1.0
20120106,뒷담화: 감독이 미쳤어요,85.0,1,1,이재용,윤여정,필라멘트픽쳐스,5317,02,0.0
20128747,분노의 윤리학,110.0,1,3,박명랑,이제훈,롯데쇼핑㈜롯데엔터테인먼트,225618,02,1.0
20132821,캡틴 필립스,133.0,2,2,폴 그린그래스,톰 행크스,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),242268,10,0.0
20126087,남자사용설명서,116.0,1,5,이원석,김영현,(주)쇼박스,507913,02,0.0
20125990,남쪽으로 튀어,121.0,1,5,임순례,김윤석,롯데쇼핑㈜롯데엔터테인먼트,832894,02,0.0
20132722,올 이즈 로스트,106.0,2,1,J.C 챈더,로버트 레드포드,유니버설픽쳐스인터내셔널 코리아(유),13885,11,0.0
20130783,프리즈너스,153.0,2,11,드니 빌뇌브,휴 잭맨,(주)넥스트엔터테인먼트월드(NEW),189152,10,1.0
20130821,투 마더스,111.0,3,1,앤 폰테인,나오미 왓츠,(주)싸이더스,71352,08,1.0
20138101,"페어웰, 마이 퀸",99.0,3,1,브누와 쟉꼬,다이앤 크루거,(주)더블앤조이픽쳐스,9677,12,0.0
20126306,장고:분노의 추적자,165.0,2,1,쿠엔틴 타란티노,레오나르도 디카프리오,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),262137,03,1.0
20122227,테이크 쉘터,121.0,2,1,제프 니콜스,마이클 섀넌,찬란,5620,04,0.0
20134288,비러브드,139.0,3,1,크리스토프 오노레,까뜨린느 드뇌브,(주)프레인글로벌,4588,02,1.0
20131246,엔더스 게임,113.0,2,2,개빈 후드,해리슨 포드,롯데쇼핑㈜롯데엔터테인먼트,654212,12,0.0
20130703,2 데이즈 인 뉴욕,95.0,3,5,줄리 델피,줄리 델피,예지림엔터테인먼트,6443,08,0.0
20132481,쇼를 사랑한 남자,118.0,2,1,스티븐 소더버그,마이클 더글라스,(주)티캐스트콘텐츠허브,14910,10,1.0
20136740,오피서 다운,97.0,2,11,브라이언 A 밀러,도미닉 퍼셀,(주)미디어데이,1513,12,1.0
20136929,건,82.0,2,2,제시 테레로,50 센트,(주)미디어데이,1539,12,1.0
20135366,영 앤 뷰티풀,93.0,3,1,프랑수아 오종,마린 백트,찬란,6927,12,1.0
20136341,대상해,119.0,3,2,왕정,주윤발,(주)누리픽쳐스,1500,04,1.0
20134206,썬더와 마법저택,85.0,3,12,벤 스타센,제레미 데그루손,(주)씨제이이엔엠,904143,12,0.0
20136891,백은제국,113.0,3,2,요수화,곽부성,스크린조이,5340,12,0.0
20136925,에비던스,94.0,2,8,올라턴드 오선샌미,라다 미첼,(주)미디어로그,1532,12,1.0
20136289,아무도 머물지 않았다,130.0,3,1,아쉬가르 파라디,베레니스 베조,(주)씨에이씨엔터테인먼트,15928,12,0.0
20136919,최민수의 어쌔씬 코드,101.0,2,2,래리 리긴스,최민수,(유)조이앤컨텐츠그룹,5320,12,1.0
20130421,플레이스 비욘드 더 파인즈,140.0,2,11,데릭 시엔프랜스,라이언 고슬링,(주)미디어데이,21901,08,1.0
20135837,꼬마마녀 요요와 네네,100.0,3,12,히라오 타카유키,김서영,㈜T-JOY,23057,12,0.0
20135369,저스틴,96.0,3,12,마누엘 시실라,박형식,(주)넥스트엔터테인먼트월드(NEW),266475,12,0.0
20137044,친구 2,123.0,1,2,곽경택,유오성,롯데쇼핑㈜롯데엔터테인먼트,2971475,11,1.0
20136308,비행기,91.0,2,12,클레이 홀,발 킬머,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),233555,12,0.0
20135427,세이빙 산타,83.0,3,12,아론 실먼,마틴 프리먼,(주)영화사 빅,235684,12,0.0
20135207,노란 코끼리,131.0,3,7,히로키 류이치,미야자키 아오이,(주)미디어데이,2317,11,0.0
20137549,터보,95.0,2,12,데이빗 소렌,라이언 레이놀즈,(주)씨제이이엔엠,1925154,07,0.0
20130704,와일드 빌,98.0,3,1,덱스터 플레처,찰리 크리드 마일스,어뮤즈,1605,12,1.0
20122230,브로큰,90.0,3,1,루퍼스 노리스,킬리언 머피,판씨네마(주),2810,07,1.0
20135370,이스케이프 플랜,115.0,2,2,미카엘 하프스트롬,실베스터 스탤론,판씨네마(주),292892,12,1.0
20138222,완전 소중한 사랑,116.0,1,1,김진민,심이영,주식회사 마운틴픽쳐스,20303,11,0.0
20136615,플래티나 데이터,133.0,3,3,오오토모 케이시,니노미야 카즈나리,(주)미디어데이,2802,12,0.0
20135657,인시디어스: 두번째 집,105.0,2,8,제임스 완,로즈 번,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),577758,12,0.0
20132824,리딕,118.0,2,2,데이빗 토히,빈 디젤,(주)영화사 빅,132059,11,0.0
20134268,버틀러: 대통령의 집사,132.0,2,1,리 다니엘스,포레스트 휘테커,(주)넥스트엔터테인먼트월드(NEW),126870,11,0.0
20138544,헝거게임: 캣칭 파이어,146.0,2,2,프란시스 로렌스,제니퍼 로렌스,롯데쇼핑㈜롯데엔터테인먼트,1127373,11,0.0
20135769,극장판 슈타인즈 게이트: 부하영역의 데자뷰,89.0,3,12,와카바야시 칸지,미야노 마모루,에이원엔터테인먼트,4726,12,0.0
20135767,두부요괴,86.0,3,12,스기이 기사부로,후카다 쿄코,(주)머스트씨무비,1980,11,0.0
20134651,하루,60.0,3,12,마키하라 료타로,호소야 요시마사,(주)미디어데이,2221,11,0.0
20132661,사랑은 당신,102.0,3,7,파올로 비르지,루카 마리넬리,(주)팝엔터테인먼트,1353,11,1.0
20135586,수호지-영웅천하 손립,92.0,3,2,황조권,담개,(주)케이알씨지,1470,11,0.0
20134702,스시 걸,98.0,2,11,컨 색스톤,토니 토드,스크린조이,1660,11,1.0
20133701,하늘에서 음식이 내린다면 2,94.0,2,12,코디 카메론,빌 헤이더,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),800062,11,0.0
20134362,극장판 토리코 : 미식신의 스페셜메뉴,81.0,3,12,자코 아키후미,양정화,(주)미디어데이,12635,11,0.0
20133760,세이프 헤이븐,115.0,2,7,라세 할스트롬,조쉬 더하멜,(주)팝엔터테인먼트,40813,11,0.0
20134144,화이트 고릴라,84.0,3,12,안드레스 G. 슈에,카이 스트로인크,(주)마인스 엔터테인먼트,71796,10,0.0
20132741,하리수의 도색,96.0,3,1,양범,하리수,(주)팝파트너스,6394,10,1.0
20133862,극장판 쥬얼펫: 스위트댄스 프린세스,76.0,3,12,사쿠라이 히로아키,아시다 마나,(주)머스트씨무비,4277,11,0.0
20134073,디스커넥트,115.0,2,1,헨리 알렉스 루빈,제이슨 베이트먼,(주)영화사 빅,23255,11,1.0
19918269,터미네이터 2 : 심판의 날 감독판,155.0,2,2,제임스 카메론,아놀드 슈왈제네거,(주)팝엔터테인먼트,13664,11,0.0
20133152,카운슬러,117.0,3,11,리들리 스콧,브래드 피트,이십세기폭스코리아(주),133272,11,1.0
20111224,체브라시카,78.0,3,12,나카무라 마코토,김기현,브릿지웍스 엔터테인먼트(주),6302,11,0.0
20132021,진링의 13소녀,146.0,3,1,장예모,크리스찬 베일,(유)영화사 화수분,1654,11,1.0
20134370,변태 가면,105.0,3,2,후쿠다 유이치,스즈키 료헤이,에이원엔터테인먼트,1810,11,0.0
20134457,극장판 요술공주 밍키: 꿈 속의 윤무,91.0,3,12,유야마 쿠니히코,코야마 마미,에이원엔터테인먼트,5438,11,0.0
20134360,에어 크래쉬,92.0,2,2,리즈 애덤스,레지날드 벨존슨,(주)케이알씨지,5410,10,0.0
20134357,앤드 오브 워,99.0,3,1,다니스 타노비치,콜린 파렐,스크린조이,5030,11,0.0
20132382,페이머스 파이브 : 키린섬의 비밀,92.0,3,1,마이크 마주크,발레리아 아이젠바트,예지림엔터테인먼트,7638,10,0.0
20135585,수호지-무사조씨,99.0,3,2,류신의,류신의,(주)케이알씨지,5030,11,0.0
20131461,브로큰 서클,111.0,3,7,펠릭스 반 그뢰닝엔,벨 배턴스,(주)에스와이코마드,2252,10,1.0
20135343,투건스,109.0,2,2,발타자르 코루마쿠르,덴젤 워싱턴,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),7806,11,1.0
20138161,야관문: 욕망의 꽃,92.0,1,7,임경수,신성일,주식회사 마운틴픽쳐스,6085,11,1.0
20139601,더 퍼지,85.0,2,3,제임스 드모나코,에단 호크,유니버설픽쳐스인터내셔널 코리아(유),137340,11,1.0
20134704,수호지-불사영웅 석수,95.0,3,2,류신의,맹 페이,(주)케이알씨지,5190,10,0.0
20133771,사대명포,118.0,3,2,진가상,유역비,(유)조이앤컨텐츠그룹,5220,10,0.0
20134703,내부고발자,111.0,2,11,라리사 콘드랙키,레이첼 와이즈,(주)소나무픽쳐스,5108,10,1.0
20136219,위대한 개츠비,141.0,3,1,바즈 루어만,레오나르도 디카프리오,워너브러더스 코리아(주),1445707,05,0.0
20134583,시저는 죽어야 한다,76.0,3,1,파올로 타비아니,살바토레 스트리아노,(주)에스와이코마드,4816,05,0.0
20133759,비밀의 아코짱,120.0,3,7,카와무라 야스히로,아야세 하루카,(주)미디어데이,1546,10,0.0
20135544,카이츠,123.0,3,2,아누락 바수,리틱 로산,(주)미디어데이,1239,10,1.0
20121621,아이언맨 3,130.0,2,2,쉐인 블랙,로버트 다우니 주니어,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),9001679,04,0.0
20134358,풍운결,95.0,3,12,임초현,사정봉,(주)케이알씨지,1490,10,0.0
20138355,토르: 다크 월드,111.0,2,2,앨런 테일러,크리스 헴스워스,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),3040115,10,0.0
20137722,킥 애스 2 : 겁없는 녀석들,102.0,2,2,제프 와드로,클로이 모레츠,유니버설픽쳐스인터내셔널 코리아(유),12827,10,1.0
20133159,토마스와 친구들: 블루마운틴 미스터리,61.0,3,12,그렉 티어넌,마이클 안젤리스,(주)팝엔터테인먼트,12057,10,0.0
20132167,당신에게도 사랑이 다시 찾아올까요?,101.0,2,7,가브리엘 무치노,제라드 버틀러,(주)영화사 빅,10328,10,0.0
20132881,스트레인저 인사이드,90.0,3,3,아담 네우츠키-불프,사라 버틀러,(주)미디어데이,1612,09,1.0
20132261,로덴시아: 마법왕국의 전설,87.0,3,12,데이비드 비스바노,헤르난 브라보,(주)영화사 빅,98798,10,0.0
20131862,어떤 여인의 고백,102.0,3,1,아틱 라히미,골시프테 파라하니,찬란,2477,10,1.0
20133705,테러라인,86.0,2,3,로버트 커비슨,존 빌링슬리,(주)미디어데이,1553,10,0.0
20131941,시체 전문 처리반 - 스머글러,114.0,3,3,이시이 카츠히토,츠마부키 사토시,(주)미디어데이,1641,09,1.0
20132902,황금을 안고 튀어라,130.0,3,11,이즈츠 카즈유키,츠마부키 사토시,(주)미디어데이,1866,10,1.0
20132381,호비와 후후의 대모험: 무지개꽃을 구하라,67.0,3,12,히라바야시 이사무,미나미 오미,(주)머스트씨무비,15080,09,0.0
20123629,파라다이스 러브,120.0,3,1,울리히 세이들,마가렛 티에젤,(주)월드시네마,1788,10,1.0
20134143,버터 러버,90.0,2,1,짐 필드 스미스,휴 잭맨,스크린조이,5545,10,0.0
20133773,백설공주: 또 다른 이야기,90.0,2,1,레이첼 골덴버그,엘리자 베넷,(주)케이알씨지,5501,10,0.0
20058701,러브레이스,92.0,2,1,롭 엡스타인,아만다 사이프리드,씨너스엔터테인먼트(주),19933,10,1.0
20134005,다크 스페이스,81.0,3,2,로저 크리스찬,크리스찬 슬레이터,(주)미디어데이,1113,10,0.0
20133570,댄서김의 은밀한 교수법,50.0,1,7,신혜성,이종서,(주)베드픽쳐스,1556,10,1.0
20048799,명탐정 코난:은빛 날개의 마술사,107.0,3,12,야마모토 야스이치로,김선혜,(주)씨제이이엔엠,176495,01,0.0
20133772,에이리언 둠스데이,88.0,2,8,마크 앳킨스,첼시 빈센트,(주)케이알씨지,5240,10,0.0
20131821,비히클 19,80.0,2,3,무쿤다 마이클 드윌,폴 워커,(주)팝파트너스,5637,10,0.0
20132625,프린세스 사쿠라,95.0,3,7,하시모토 하지메,히나미 쿄코,(주)미디어데이,1601,10,1.0
20128079,정글번치 : 빙산으로의 귀환,70.0,3,12,다비드 알로,최원형,(주)팝엔터테인먼트,66219,10,0.0
20131630,히든 카드,91.0,2,11,브래드 퍼맨,저스틴 팀버레이크,이십세기폭스코리아(주),151476,09,1.0
20122089,슈퍼배드 2,98.0,2,12,크리스 리노드,알 파치노,유니버설픽쳐스인터내셔널 코리아(유),963763,09,0.0
20132087,투 타이거,85.0,3,2,산드로 세카,안드레아 오스바트,(주)케이알씨지,5480,09,1.0
20132794,체온 – 그녀의 온도,72.0,3,1,타카오미 오가타,사쿠라기 린,(주)미디어데이,1591,09,1.0
20130981,차일디쉬 게임즈,95.0,3,8,안토니오 샤바리아스,후안 디에고 보토,(주)소나무픽쳐스,1560,09,0.0
20131691,애프터 루시아,102.0,3,1,미셸 프랑코,테사 라,(주)팝엔터테인먼트,2018,09,1.0
20131241,퍼펙트,106.0,2,2,닐스 아르덴 오플레브,콜린 파렐,(주)마인스 엔터테인먼트,18179,09,1.0
20132966,아브라함 링컨 VS 좀비,96.0,2,2,리차드 쉔크만,빌 오버스트 주니어,(유)조이앤컨텐츠그룹,5550,09,1.0
20132962,늑대인간,102.0,3,2,후안 마르티네즈 모레노,카를로스 아레세스,(주)소나무픽쳐스,1553,09,1.0
20131381,컨저링,111.0,2,8,제임스 완,베라 파미가,워너브러더스 코리아(주),2264314,09,0.0
20132963,알렉산더 : 절대 영웅의 탄생,111.0,3,2,이고르 카리오노프,스베트라나 바쿠리나,(주)소나무픽쳐스,1548,09,0.0
20138881,나우 유 씨 미 : 마술사기단,115.0,2,11,루이스 리테리어,제시 아이젠버그,롯데쇼핑㈜롯데엔터테인먼트,2718237,08,0.0
20132721,비키니 대작전,96.0,3,5,전국위,방력신,(주)소나무픽쳐스,1365,09,1.0
20132742,아메리칸 배틀쉽,89.0,2,2,썬더 레빈,칼 웨더스,(주)케이알씨지,5452,09,0.0
20130448,드리프트,113.0,3,1,벤 노트,샘 워싱턴,씨네그루(주)다우기술,2781,08,0.0
20131713,콜드 워,101.0,3,11,써니 럭,곽부성,(주)앤드플러스미디어웍스,3013,09,0.0
20139263,쿵후팬더: 영웅의 탄생,72.0,3,12,레오 로,성룡,(주)미디어데이,74250,07,0.0
20126253,토토의 움직이는 숲,73.0,3,12,에스벤 토프트 야콥슨,마르쿠스 리가드,(주)미디어데이,79654,06,0.0
20139141,토니 스토리: 깡통제국의 비밀,78.0,3,12,토마스 보덴스타인,정준하,(주)영화사 빅,67663,07,0.0
20131261,괜찮아 3반,117.0,3,1,히로키 류이치,오토다케 히로타다,(주)팝엔터테인먼트,1948,09,0.0
20139825,나에게서 온 편지,89.0,3,5,카린느 타르디유,줄리엣 곰버트,프리비젼엔터테인먼트,9931,08,0.0
20139724,테르마이 로마이,108.0,3,5,타케우치 히데키,아베 히로시,브릿지웍스 엔터테인먼트(주),3319,07,0.0
20138181,아이 오브 더 스톰,119.0,3,1,프레드 쉐피시,제프리 러쉬,아이제이미디어(주),4101,06,1.0
20137562,퍼시 잭슨과 괴물의 바다,106.0,2,1,쏘어 프류덴탈,로건 레먼,이십세기폭스코리아(주),519584,09,0.0
20129588,섀도우 헌터스: 뼈의 도시,129.0,3,2,해럴드 즈워트,릴리 콜린스,롯데쇼핑㈜롯데엔터테인먼트,571074,09,0.0
20132624,베이타운 디스코,98.0,2,2,배리 배틀스,빌리 밥 숀튼,(주)미디어데이,1593,09,1.0
20131681,드래곤볼Z : 신들의 전쟁,85.0,3,12,호소다 마사히로,김환진,(주)인벤트스톤,44231,08,0.0
20131203,킬링시즌,90.0,2,2,마크 스티븐 존슨,로버트 드 니로,(주)팝파트너스,9240,09,1.0
20130667,포가튼 : 잊혀진 소녀,102.0,3,1,알렉스 슈미트,미나 탄더,㈜영화사 백두대간,1978,09,0.0
20130708,블링 링,90.0,3,11,소피아 코폴라,엠마 왓슨,찬란,5141,09,1.0
20131401,더블샤크,88.0,2,8,크리스토퍼 레이,카르멘 엘렉트라,(주)케이알씨지,5650,09,1.0
20137811,엘리시움,109.0,2,2,닐 블롬캠프,맷 데이먼,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),1207732,08,1.0
20139265,잡스,127.0,2,1,조슈아 마이클 스턴,애쉬튼 커처,(주)넥스트엔터테인먼트월드(NEW),225343,08,0.0
20121622,호두까기인형 3D,96.0,2,1,안드레이 콘찰로프스키,엘르 패닝,(주)나이너스엔터테인먼트,46815,01,0.0
20131204,비바 프랑스,97.0,3,5,미카엘 윤,미카엘 윤,(주)미디어데이,2050,08,0.0
20132321,시크릿,107.0,2,1,니콜라스 자렉키,리차드 기어,(주)미디어데이,1330,08,1.0
20132081,삼총사2013,87.0,2,3,콜 S. 맥케이,데이빗 초카치,(주)케이알씨지,5410,08,1.0
20131573,식스 블릿츠: 분노의 추적,114.0,2,3,어니 바바라쉬,장 끌로드 반담,(주)소나무픽쳐스,1648,08,1.0
20131582,장강7호 : 내친구 마법요정,82.0,3,12,원건도,주성치,(주)마인스 엔터테인먼트,5119,08,0.0
20138421,R.I.P.D. : 알.아이.피.디.,95.0,2,2,로베르트 슈벤트케,라이언 레이놀즈,유니버설픽쳐스인터내셔널 코리아(유),101460,08,0.0
20131083,더 팩트,107.0,2,8,니콜라스 맥카시,케이티 롯츠,스크린조이,5070,08,0.0
20130569,슈퍼윙스 3D,76.0,3,12,올가 로패토,힐러리 더프,(주)영화사 빅,46124,08,0.0
20131165,신밧드의 7대 모험,93.0,2,2,벤 헤이플릭,패트릭 멀둔,(주)케이알씨지,2066,08,0.0
20122221,앤젤스 셰어: 천사를 위한 위스키,101.0,3,5,켄 로치,폴 프래니건,(주)티캐스트,18127,05,0.0
20134621,터치 오브 라이트,109.0,3,1,장영치,상드린 피나,씨너스엔터테인먼트(주),16897,03,0.0
20134061,세상의 끝까지 21일,102.0,2,1,로렌 스카파리아,키이라 나이틀리,(주)드림웨스트픽쳐스,19896,08,0.0
20131244,퍼시픽 모비딕,87.0,2,3,트레이 스톡스,배리 보스트윅,(주)케이알씨지,5272,08,0.0
20068788,10 아이템 오어 레스,80.0,2,5,브래드 실버링,모건 프리먼,(주)액티버스엔터테인먼트,1676,06,0.0
20134068,까밀 리와인드,115.0,3,1,노에미 르보브스키,노에미 르보브스키,(주)엣나인필름,22281,07,0.0
20130801,이고르와 학의 여행,93.0,3,1,예프게니 루만,이타이 슈체르베크,㈜영화사 백두대간,1784,08,0.0
20138543,"아이,애나",91.0,3,7,버나비 사우스콤,샬롯 램플링,찬란,1878,06,0.0
20137864,어펜더: 범죄와의 전쟁,101.0,3,3,론 스캘펠로,조 콜,(주)소나무픽쳐스,1650,04,1.0
20137863,남자 대 여자: 섹스가 문제다,111.0,3,5,파우스토 브리찌,파올라 코르텔레시,(주)소나무픽쳐스,1665,05,1.0
20130443,페인리스,105.0,3,1,후앙 카를로스 메디나,알렉스 브렌데뮬,씨네그루(주)다우기술,7079,08,1.0
20139264,퓨어,101.0,3,1,리사 랑세트,알리시아 비칸데르,㈜영화사 백두대간,2141,06,1.0
20131082,러블리 몰리,100.0,2,8,에두아르도 산체스,조니 루이스,스크린조이,5262,08,1.0
20130250,베이트,93.0,3,8,킴블 렌달,자비에르 사무엘,(주)팝파트너스,16091,08,0.0
20058720,명탐정 코난 : 수평선상의 음모,107.0,3,12,야마모토 야스이치로,타카야마 미나미,(주)씨제이이엔엠,389871,08,0.0
20130251,스톨른,95.0,2,2,사이먼 웨스트,니콜라스 케이지,(주)팝파트너스,5161,07,1.0
20136962,레드: 더 레전드,115.0,2,2,딘 패리소트,브루스 윌리스,롯데쇼핑㈜롯데엔터테인먼트,3004649,07,0.0
20130702,컴플라이언스,90.0,2,11,크레이그 조벨,드리머 워커,오드,1045,08,1.0
20136761,개구쟁이 스머프 2,104.0,2,12,라자 고스넬,닐 패트릭 해리스,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),921788,08,0.0
20139821,슈퍼히어로,67.0,3,12,에두와르도 슐츠,곽윤상,(주)영화사 빅,11516,07,0.0
20138185,체인드,94.0,2,3,제니퍼 챔버스 린치,빈센트 도노프리오,(주)팝엔터테인먼트,2210,07,1.0
20130669,에어라인 플라이트,89.0,2,3,존 윌리스 3세,메레디스 박스터,(유)조이앤컨텐츠그룹,2243,07,0.0
20130710,더 트랩: 난간 끝에 선 남자,101.0,2,3,매튜 채프먼,리브 타일러,스크린조이,2120,07,1.0
20130601,뜨거운 욕망,81.0,3,5,베르나드 진진,클로비스 코르니악,(주)소나무픽쳐스,1650,07,1.0
20131003,더 패키지: 일급비밀,94.0,2,2,제시 V. 존슨,돌프 룬드그렌,(주)소나무픽쳐스,1556,07,1.0
20137121,더 울버린,128.0,2,2,제임스 맨골드,휴 잭맨,이십세기폭스코리아(주),1075333,07,0.0
20130709,글래디에이터: 로마 영웅 탄생의 비밀 3D 확장 감독판,94.0,3,12,이기니오 스트라피,황광희,(유)조이앤컨텐츠그룹,1170,07,0.0
20139383,극장판 도라에몽: 진구의 비밀도구 박물관,104.0,3,12,테라모토 유키요,미즈타 와사비,롯데쇼핑㈜롯데엔터테인먼트,122362,07,0.0
20136223,신검전설,91.0,3,2,우얼샨,안도 마사노부,(주)수키픽쳐스,1400,07,0.0
20130543,극장판 마법소녀 마도카 마기카(후편): 영원의 이야기,111.0,3,12,신보 아키유키,유키 아오이,(주)미디어데이,5561,07,0.0
20130542,극장판 마법소녀 마도카 마기카(전편): 시작의 이야기,132.0,3,12,신보 아키유키,유키 아오이,(주)미디어데이,5916,07,0.0
20130592,영춘권 무림 절대 고수,106.0,3,2,장동조,백정,(주)소나무픽쳐스,3595,07,0.0
20139842,슬립리스 나이트,102.0,3,3,프레데릭쟈댕,토머 시슬리,(주)소나무픽쳐스,1528,07,1.0
20139923,치어리더 캠프,95.0,2,5,마크 쿠오드,세스 카셀,(주)스넵쏘울,1543,07,1.0
20130389,넥스트 투모로우,91.0,2,2,트레비스 포트,패트릭 라비오토,(주)케이알씨지,1530,07,0.0
20139942,맥베드,105.0,3,11,제프리 라이트,샘 워싱턴,스크린조이,1822,07,1.0
20139921,셀러브리티 섹스테이프,91.0,2,5,스콧 휠러,잭 컬리슨,(주)스넵쏘울,1668,06,1.0
20139822,코리올라누스: 세기의 라이벌,122.0,3,1,랄프 파인즈,제라드 버틀러,(주)팝파트너스,2309,07,0.0
20138641,더 이클립스,88.0,3,1,코너 맥퍼슨,시아란 힌즈,㈜영화사 백두대간,1199,06,0.0
20136781,헬터 스켈터,126.0,3,1,니나가와 미카,사와지리 에리카,팝엔터테인먼트,1925,05,1.0
20138882,코스모폴리스,108.0,3,1,데이빗 크로넨버그,로버트 패틴슨,(주)더블앤조이픽쳐스,12769,06,1.0
20137061,사랑은 타이핑 중!,111.0,3,7,레지스 르왕사르,로맹 뒤리스,판씨네마(주),13115,05,0.0
20138813,로봇G,111.0,3,5,야구치 시노부,요시타카 유리코,브릿지웍스 엔터테인먼트(주),1520,06,0.0
20136961,퍼시픽 림,131.0,2,2,길예르모 델 토로,찰리 허냄,워너브러더스 코리아(주),2539113,07,0.0
20139081,타이치0 3D,98.0,3,5,풍덕륜,원효초,(주)영화사 빅,17480,07,0.0
20122122,월드 워 Z,115.0,2,1,마크 포스터,브래드 피트,롯데쇼핑㈜롯데엔터테인먼트,5244336,06,0.0
20137964,매니악 : 슬픈 살인의 기록,85.0,2,8,프랭크 칼폰,일라이저 우드,(주)퍼스트런,2780,07,1.0
20130001,스티븐 시걸의 리벤지,90.0,2,2,키오니 왁스먼,스티븐 시걸,(주)소나무픽쳐스,1652,06,1.0
20139403,팬텀: 라스트 커맨더,98.0,2,2,토드 로빈슨,에드 해리스,브릿지웍스 엔터테인먼트(주),3777,07,0.0
20136862,론 레인저,149.0,2,2,고어 버빈스키,조니 뎁,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),388235,07,0.0
20098216,부기우기: 상위 1%의 섹스,94.0,3,5,던컨 워드,질리언 앤더슨,(주)소나무픽쳐스,1514,06,1.0
20138941,해밀턴2: 살인면허,89.0,3,2,토비아스 폴크,미카엘 페르스브란트,(주)소나무픽쳐스,1652,06,1.0
20138608,빈센트,94.0,3,1,랄프 후에트너,플로리안 데이비드 핏츠,시네마 뉴원,4962,06,0.0
20138184,멋진 녀석들,94.0,2,11,피셔 스티븐스,알 파치노,(주)에이블엔터테인먼트,1534,06,1.0
20137815,화이트 하우스 다운,131.0,2,2,롤랜드 에머리히,채닝 테이텀,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),569500,06,0.0
20139222,라스트 엑소시즘: 잠들지 않는 영혼,88.0,2,8,에드 게스-도넬리,애슐리 벨,(주)팝파트너스,9442,06,0.0
20139262,극장판 헌터X헌터 : 팬텀루즈,96.0,3,12,사토 유조,카와시마 우미카,씨너스엔터테인먼트(주),2988,06,0.0
20138861,파라다이스 키스,114.0,3,1,신조 타케히코,키타가와 케이코,(주)미디어이야기 ,1572,06,0.0
20139490,무민가족의 한여름 대소동,73.0,3,12,마리아 린드버그,야스퍼 파코넨,(주)나이너스엔터테인먼트,1500,06,0.0
20138141,더 콜,93.0,2,3,브래드 앤더슨,할리 베리,(주)넥스트엔터테인먼트월드(NEW),88953,06,1.0
20138947,언디스퓨티드: 1대100의 혈투,98.0,3,2,에두아르도 로드리게스,스콧 앳킨스,(주)소나무픽쳐스,1650,06,1.0
