runTm,nation,genre,director,actor,is_adult,distributor,view,openMonth
97.0,2,3,올라턴드 오선샌미,밀라 요보비치,0.0,(주)넥스트엔터테인먼트월드(NEW),224808,02
95.0,3,1,아톰 에고이안,줄리안 무어,1.0,(주)시너지하우스 (시너지),127082,02
71.0,2,1,보이드 커클랜드,김옥경,0.0,㈜케이디미디어,62841,02
135.0,2,11,피터 잭슨,마크 월버그,0.0,CJ ENM,208672,02
90.0,2,12,필 로드,빌 헤이더,0.0,한국소니픽쳐스릴리징브에나비스타영화㈜,655078,02
118.0,2,2,크리스 콜럼버스,로건 레먼,0.0,이십세기폭스코리아(주),1846180,02
92.0,3,1,아만다 스테르스,캐롤 부케,0.0,프리비젼엔터테인먼트,5384,02
113.0,3,12,사카이 무네히사,히라타 히로아키,0.0,투니버스(주)온미디어,143431,02
102.0,2,8,조 존스톤,에밀리 블런트,1.0,유니버설픽쳐스인터내셔널 코리아(유),265409,02
125.0,2,7,게리 마샬,제시카 알바,0.0,워너브러더스 코리아(주),169529,02
80.0,3,12,토마스 보르히 닐슨,엄상현,0.0,에이원엔터테인먼트,10885,02
97.0,3,1,샘 멘데스,존 크래신스키,0.0,(주)스폰지이엔티,8955,02
86.0,3,12,츠지 하츠키,마이크 폴락,0.0,에이원엔터테인먼트,140620,01
120.0,3,7,파우스토 브리찌,빈센조 알피리,1.0,라인트리엔터테인먼트 ,18664,01
93.0,2,12,데이빗 보워스,니콜라스 케이지,0.0,㈜케이디미디어,395087,01
90.0,2,8,케빈 그루터트,토빈 벨,1.0,(주)빅버젯,19796,01
111.0,2,1,존 힐코트,비고 모텐슨,0.0,에스케이텔레콤(주),173348,01
108.0,1,5,신근호,임창정,0.0,(주)쇼박스,483387,11
90.0,1,7,주경중,이성재,1.0,롯데쇼핑㈜롯데엔터테인먼트,94875,10
87.0,1,1,윤용진,우상전,0.0,㈜인디스토리,4653,10
85.0,1,10,박성준,유지태,0.0,주식회사 마운틴픽쳐스,1298,10
80.0,1,10,정성복,휘성,0.0,에스케이텔레콤(주),2920,09
135.0,1,1,강형철,고수희,1.0,(주)씨제이이엔엠,90594,07
116.0,3,12,신카이 마코토,카네모토 히사코,0.0,(주)미디어캐슬,64395,08
106.0,1,1,이난,박일목,0.0,㈜인디스토리,1423,09
79.0,1,1,홍상수,김보경,1.0,(주)영화제작전원사 ,46282,09
128.0,3,1,고레에다 히로카즈,오다기리 죠,0.0,(주)스튜디오 보난자,44950,12
110.0,1,7,김병곤,장근석,0.0,롯데쇼핑㈜롯데엔터테인먼트,543313,11
117.0,1,1,윤성현,서준영,0.0,필라멘트픽쳐스,26606,03
100.0,2,2,니콜라스 윈딩 레픈,라이언 고슬링,1.0,주식회사 풍경소리,34442,11
121.0,1,1,전재홍,윤계상,1.0,(주)넥스트엔터테인먼트월드(NEW),714136,06
114.0,1,1,조성희,박해일,1.0,(주)씨제이이엔엠,1250,03
100.0,1,12,한혜진,박신혜,0.0,에이원엔터테인먼트,53248,06
93.0,2,2,던칸 존스,미셸 모나한,0.0,(주)디스테이션,1277766,05
136.0,1,1,박건용,김주혁,0.0,(주)쇼박스,243094,04
111.0,1,3,안상훈,김하늘,1.0,(주)넥스트엔터테인먼트월드(NEW),2367942,08
115.0,1,1,임순례,남명렬,0.0,(주)키노아이디엠씨,10011,05
108.0,2,1,대런 아로노프스키,나탈리 포트만,1.0,(주)영화사 그램,1631574,02
118.0,1,5,김진영,송새벽,0.0,롯데쇼핑㈜롯데엔터테인먼트,2595625,03
99.0,1,2,이세영,김새론,1.0,롯데쇼핑㈜롯데엔터테인먼트,168049,04
117.0,1,5,임찬익,박중훈,0.0,롯데쇼핑㈜롯데엔터테인먼트,870887,05
110.0,1,1,최익환,엄정화,0.0,롯데쇼핑㈜롯데엔터테인먼트,243209,06
78.0,1,8,고석진,한은정,1.0,롯데쇼핑㈜롯데엔터테인먼트,96992,08
105.0,1,7,곽경택,정려원,0.0,롯데쇼핑㈜롯데엔터테인먼트,700272,09
119.0,1,1,이정향,송혜교,0.0,롯데쇼핑㈜롯데엔터테인먼트,131988,10
93.0,1,12,오성윤,문소리,0.0,롯데쇼핑㈜롯데엔터테인먼트,2204374,07
127.0,1,1,박정범,박정범,0.0,(주)영화사 진진,11272,04
82.0,3,1,마츠모토 카나,코바야시 사토미,0.0,(주)디오시네마,3547,12
137.0,3,2,강제규,장동건,0.0,에스케이플래닛(주),2142670,12
112.0,1,7,이영미,심이영,1.0,예지림엔터테인먼트,8757,11
92.0,3,7,데이빗 맥킨지,이완 맥그리거,0.0,(주)아이엠비씨,45955,11
110.0,3,2,폴 W.S. 앤더슨,로건 레먼,0.0,롯데쇼핑㈜롯데엔터테인먼트,660205,10
111.0,3,1,질스 파겟-브레너,크리스틴 스콧 토마스,0.0,(주)미디어데이,12510,08
70.0,1,10,김재환,박나림,0.0,(주)더 피플,12370,06
120.0,3,1,루카 구아다그니노,플라비오 파렌티,1.0,(주)영화사 진진,55805,01
88.0,3,12,야마자키 타카시,이장원,0.0,(주)스마일이엔티,549900,12
110.0,3,2,맥조휘,견자단,0.0,(주)넥스트엔터테인먼트월드(NEW),125173,05
119.0,3,1,얀 쿠넹,안나 무글라리스,1.0,주식회사 마운틴픽쳐스,12762,08
124.0,3,1,아쉬가르 파라디,레일라 하타미,0.0,(주)영화사 진진,12329,10
126.0,3,1,산제이 렐라 반살리,리틱 로산,0.0,이언픽쳐스,78766,11
100.0,2,12,바이론 하워드,제커리 리바이,0.0,한국소니픽쳐스릴리징브에나비스타영화㈜,1016267,02
112.0,1,1,노홍진,김소희,1.0,㈜인디스토리,3076,06
115.0,1,5,조범구,이새별,0.0,(주)씨제이이엔엠,3125069,07
112.0,3,2,진가신,견자단,0.0,(주)넥스트엔터테인먼트월드(NEW),28750,11
119.0,1,1,허종호,정재영,1.0,(주)싸이더스,471547,09
122.0,3,1,타니구치 마사키,나카 리이사,0.0,예지림엔터테인먼트,2886,03
83.0,1,12,임상준,류덕환,0.0,롯데쇼핑㈜롯데엔터테인먼트,35578,03
95.0,3,12,아미노 테츠로,사이토 아야카,0.0,(주)박수엔터테인먼트,84819,01
103.0,1,5,정태원,김수미,0.0,(주)넥스트엔터테인먼트월드(NEW),2368267,09
106.0,1,8,변승욱,김예론,0.0,(주)넥스트엔터테인먼트월드(NEW),672340,07
125.0,1,1,민규동,김갑수,0.0,(주)넥스트엔터테인먼트월드(NEW),317013,04
124.0,1,5,조진모,류승범,0.0,(주)씨제이이엔엠,1059350,04
106.0,1,8,김곡,황우슬혜,0.0,(주)씨제이이엔엠,790959,06
171.0,3,5,라즈쿠마르 히라니,아미르 칸,0.0,와이드 릴리즈(주),7484,08
131.0,2,1,데이빗 예이츠,다니엘 래드클리프,0.0,워너브러더스 코리아(주),4421210,07
117.0,1,5,이준익,정진영,0.0,롯데쇼핑㈜롯데엔터테인먼트,1717566,01
113.0,3,7,김태용,현빈,0.0,CJ ENM,850494,02
124.0,1,1,강형철,유호정,0.0,(주)씨제이이엔엠,7363139,05
108.0,1,1,민용근,유다인,0.0,㈜인디스토리,11880,02
132.0,1,11,이규만,박용우,0.0,롯데쇼핑㈜롯데엔터테인먼트,1867849,02
133.0,1,1,장훈,신하균,0.0,(주)쇼박스,2945151,07
114.0,1,7,김정환,한예슬,0.0,필라멘트픽쳐스,424002,11
125.0,1,1,황동혁,정유미,1.0,(주)씨제이이엔엠,4662926,09
122.0,1,2,김한민,박해일,0.0,롯데쇼핑㈜롯데엔터테인먼트,7470633,08
117.0,1,1,장진,김수로,0.0,(주)시네마서비스,73729,03
76.0,1,10,윤기형,이용한,0.0,㈜인디스토리,13033,11
96.0,1,12,연상호,김꽃비,1.0,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),20027,11
99.0,1,1,남다정,이현재,0.0,(주)영화사 진진,12626,06
109.0,1,10,이혁상,정욜,0.0,시네마달,7894,06
100.0,1,2,조운,류덕환,1.0,(주)에스비에스콘텐츠허브,61414,05
102.0,1,1,이성한,박성웅,0.0,(주)넥스트엔터테인먼트월드(NEW),110631,10
112.0,1,3,박인제,황정민,0.0,(주)쇼박스,430936,06
111.0,1,2,박훈정,박희순,0.0,(주)싸이더스,44462,02
110.0,1,7,정용기,공형진,0.0,(주)싸이더스,360080,11
129.0,2,1,마이크 리,짐 브로드벤트,0.0,(주)영화사 진진,18190,03
86.0,1,1,박철순,유해정,0.0,어뮤즈,2496,11
80.0,3,12,실뱅 쇼메,에디스 란킨,0.0,(주)에스와이코마드,16884,06
107.0,1,1,이한,김윤석,0.0,(주)씨제이이엔엠,5311353,10
114.0,1,8,황인호,손예진,0.0,(주)씨제이이엔엠,3009406,12
118.0,1,1,추창민,이순재,0.0,(주)넥스트엔터테인먼트월드(NEW),1649407,02
130.0,3,1,드니 빌뇌브,루브나 아자발,1.0,(주)티캐스트,69471,07
73.0,1,10,강성옥,안성기,0.0,주식회사 마운틴픽쳐스,17916,04
112.0,1,5,정우철,임창정,0.0,롯데쇼핑㈜롯데엔터테인먼트,402876,03
91.0,3,12,미야자키 고로,나가사와 마사미,0.0,(주)씨제이이엔엠,197564,09
105.0,1,7,이윤기,현빈,0.0,(주)넥스트엔터테인먼트월드(NEW),66680,03
115.0,1,5,김석윤,김명민,0.0,(주)쇼박스,4786259,01
106.0,3,1,압바스 키아로스타미,윌리엄 쉬멜,0.0,주식회사 마운틴픽쳐스,18766,05
118.0,3,1,톰 후퍼,콜린 퍼스,0.0,(주)화앤담이엔티,808908,03
111.0,1,2,황병국,우혜진,0.0,(주)시너지하우스 (시너지),1118258,11
119.0,3,1,캐리 후쿠나가,마이클 패스벤더,0.0,(주)시너지하우스 (시너지),136949,04
128.0,1,2,김한민,박해일,1.0,롯데쇼핑㈜롯데엔터테인먼트,11547,10
107.0,3,1,마르끄 피투시,이자벨 위페르,0.0,(주)티캐스트,12832,05
91.0,2,12,여인영,더스틴 호프만,0.0,(주)씨제이이엔엠,5064796,05
120.0,1,5,박헌수,김영호,1.0,타임스토리그룹(주),89526,11
93.0,1,10,정호현,오리엘비스,0.0,시네마달,4340,01
111.0,3,1,마츠이 히사코,하라다 미에코,0.0,(주)영화사조아,6919,09
133.0,1,1,이환경,차태현,0.0,(주)쇼박스,535657,09
98.0,1,1,민병진,신현준,0.0,(주)영화사 조제,4213,04
105.0,1,7,송일곤,소지섭,0.0,(주)쇼박스,1027782,10
101.0,1,10,김태일,이은재,0.0,시네마달,4092,05
75.0,1,5,오영두,홍서백,1.0,㈜인디스토리,1089,08
80.0,1,7,양익준,류혜영,0.0,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),3860,06
89.0,3,12,후지모리 마사야,야마구치 캇페이,0.0,(주)화앤담이엔티,59640,07
98.0,3,7,엽위신,유역비,0.0,씨너스엔터테인먼트(주),66357,05
100.0,1,1,김영로,이채영,0.0,(주)필마픽쳐스 ,9488,09
100.0,1,5,박중구,유동근,0.0,(주)화앤담이엔티,60944,12
95.0,3,1,크리스티안 몰리나,레오나르도 스바라글리아,1.0,팝엔터테인먼트,1284,12
113.0,3,2,장-프랑소와 리셰,세실 드 프랑스,1.0,예지림엔터테인먼트,3528,08
84.0,3,3,프레드 카바예,질 를르슈,1.0,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),52110,07
96.0,3,1,예시카 하우스너,실비 테스튀,0.0,프리비젼엔터테인먼트,10005,02
89.0,3,1,장률,윤란,0.0,㈜인디스토리,2542,03
81.0,1,10,양영희,양영희,0.0,(주)키노아이디엠씨,2969,03
115.0,3,1,후카가와 요시히로,에구치 요스케,0.0,(주)영화사 조제,17702,07
113.0,3,1,수잔 비에르,미카엘 페르스브란트,0.0,㈜씨에이엔,49109,06
108.0,3,1,라스 폰 트리에,윌렘 데포,1.0,주식회사 마운틴픽쳐스,4447,04
144.0,1,1,강우석,강신일,0.0,CJ ENM,1887733,01
111.0,1,7,김수현,김효진,1.0,주식회사 마운틴픽쳐스,3234,12
93.0,3,1,아키 카우리스마키,안드레 윔즈,0.0,찬란,10833,12
110.0,3,1,마가레테 폰 트로타,헤이노 페르치,0.0,프리비젼엔터테인먼트,7542,11
122.0,3,2,이현승,송강호,0.0,(주)씨제이이엔엠,771699,08
105.0,3,2,프라챠 핀카엡,예지원,0.0,(주)쇼박스,51024,11
152.0,2,2,마이클 베이,조쉬 더하멜,0.0,(주)씨제이이엔엠,7785189,06
90.0,1,1,오멸,이경준,0.0,(주)영화사 진진,1356,08
124.0,2,5,폴 페이그,로즈 번,1.0,유니버설픽쳐스인터내셔널 코리아(유),60788,08
132.0,2,2,브래드 버드,톰 크루즈,0.0,(주)씨제이이엔엠,7508976,12
96.0,3,10,피에르 소레톤,피에르 베르제,0.0,찬란,5853,04
101.0,1,2,김지훈,하지원,0.0,(주)씨제이이엔엠,2242510,08
108.0,1,1,허인무,윤은혜,0.0,(주)씨제이이엔엠,313953,03
110.0,2,1,에단 코엔,맷 데이먼,0.0,CJ ENM,31217,02
105.0,2,3,조지 놀피,맷 데이먼,0.0,유니버설픽쳐스인터내셔널 코리아(유),373397,03
144.0,1,1,강이관,김현주,0.0,㈜인디스토리,3378,04
73.0,2,12,마크 A.Z. 디페,엄상현,0.0,(주)화앤담이엔티,36454,01
97.0,1,1,전소현,이용이,0.0,(주)자우엔터테인먼트,1222,11
107.0,2,1,로저 미첼,레이첼 맥아담스,0.0,(주)씨제이이엔엠,202869,03
141.0,3,5,라즈쿠마르 히라니,아미르 칸,0.0,필라멘트픽쳐스,459836,08
120.0,3,1,크리스토퍼 파라티에,제라르 쥐노,0.0,(주)영화사 진진,1515,02
93.0,2,1,레베카 밀러,로빈 라이트,1.0,주식회사 마운틴픽쳐스,7116,02
90.0,3,5,벤트 해머,바르드 오베,0.0,이미지팩토리,2066,02
93.0,3,5,그랜트 헤스로브,조지 클루니,0.0,팝엔터테인먼트,18210,07
140.0,3,8,사토 신스케,마츠야마 켄이치,0.0,주식회사 마운틴픽쳐스,4247,08
104.0,3,12,카토 타카오,쿠마이 모토코,0.0,에이원엔터테인먼트,12050,10
101.0,2,12,라자 고스넬,닐 패트릭 해리스,0.0,한국소니픽쳐스릴리징브에나비스타영화㈜,1027436,08
79.0,1,5,신동엽,김병만,0.0,(주)영화사 조제,12696,02
99.0,1,1,윤태식,고수희,0.0,주식회사 마운틴픽쳐스,1198,09
82.0,1,10,신현원,신애라,0.0,(주)에스피엠,31835,04
98.0,2,7,우디 알렌,조슈 브롤린,1.0,(주)티캐스트,25968,01
100.0,2,5,조나단 레빈,조셉 고든 레빗,0.0,롯데쇼핑㈜롯데엔터테인먼트,137317,11
122.0,2,3,베르너 헤어조그,니콜라스 케이지,1.0,팝엔터테인먼트,1977,11
119.0,3,5,톰 티크베어,데비드 스트리에소브,1.0,(주)티캐스트,8961,09
75.0,1,10,임성구,최불암,0.0,(주)키노아이디엠씨,9438,05
60.0,3,12,그렉 티어넌,지진희,0.0,에이원엔터테인먼트,18857,05
87.0,2,12,마이크 미첼,저스틴 롱,0.0,이십세기폭스코리아(주),570150,12
90.0,2,1,세스 그로스먼,크리스 카맥,1.0,퍼즐엔터테인먼트,7667,03
98.0,3,12,유야마 쿠니히코,미즈키 나나,0.0,(주)씨제이이엔엠,359771,12
97.0,3,12,유야마 쿠니히코,마츠모토 리카,0.0,(주)씨제이이엔엠,293895,12
82.0,3,1,샤오 야 췐,임진희,0.0,찬란,13414,07
109.0,3,12,시즈노 코분,타카야마 미나미,0.0,(주)미디어데이,644652,08
87.0,3,12,타다 슌스케,미나가와 쥰코,0.0,(주)미디어데이,1842,12
91.0,2,1,구스 반 산트,미아 와시코브스카,0.0,한국소니픽쳐스릴리징브에나비스타영화㈜,6313,10
118.0,1,1,임권택,박중훈,0.0,(주)쇼박스,57261,03
100.0,3,5,브루스 웹,조시 볼트,0.0,프리비젼엔터테인먼트,8636,01
106.0,3,1,도리스 되리에,가브리엘라 마리아 슈메이데,0.0,(주)영화사 진진,13697,07
45.0,3,10,토니 마이어스,레오나르도 디카프리오,0.0,(주)씨제이이엔엠,16893,05
117.0,2,1,빌 콘돈,로버트 패틴슨,0.0,(주)넥스트엔터테인먼트월드(NEW),1462561,11
96.0,1,1,전규환,오성태,1.0,퍼즐엔터테인먼트,1379,03
97.0,1,1,양영철,박원상,0.0,(주)키노아이디엠씨,2254,04
123.0,1,3,손영성,박희순,0.0,(주)쇼박스,2393103,09
92.0,1,10,김봉곤,김봉곤,0.0,어뮤즈,39916,10
114.0,1,1,라희찬,우혜진,0.0,롯데쇼핑㈜롯데엔터테인먼트,74261,11
95.0,1,5,김성훈,김환영,0.0,(주)영화사샘,10480,11
85.0,3,7,다코 룬구로브,데이빗 손튼,0.0,㈜인디스토리,2553,12
120.0,3,1,페드로 알모도바르,안토니오 반데라스,1.0,(주)영화사 조제,13090,12
102.0,3,12,코이케 타케시,아오이 유우,0.0,에이원엔터테인먼트,3572,05
122.0,3,1,카와무라 야스히로,타마키 히로시,0.0,(주)미로비젼,39785,01
104.0,1,1,박광우,안내상,0.0,롯데쇼핑㈜롯데엔터테인먼트,74765,05
101.0,2,5,올리버 파커,질리언 앤더슨,0.0,유니버설픽쳐스인터내셔널 코리아(유),37823,11
113.0,2,1,존 매든,헬렌 미렌,0.0,유니버설픽쳐스인터내셔널 코리아(유),62383,10
93.0,3,1,조르디 롬파르트,레오노르 와틀링,0.0,롯데쇼핑㈜롯데엔터테인먼트,46031,01
93.0,3,7,리온 포드,마에브 더모디,0.0,CGV아트하우스,1286,11
99.0,3,8,트로이 닉시,케이티 홈즈,0.0,(주)화앤담이엔티,70798,08
86.0,3,12,에카르트 핑베르크,김서영,0.0,(주)시너지하우스 (시너지),9753,08
104.0,2,2,패트릭 루지어,니콜라스 케이지,1.0,롯데쇼핑㈜롯데엔터테인먼트,30221,08
124.0,1,1,김상진,김주혁,0.0,(주)시너지하우스 (시너지),210970,10
127.0,1,1,박희곤,조승우,0.0,롯데쇼핑㈜롯데엔터테인먼트,1507084,12
128.0,2,2,가이 리치,로버트 다우니 주니어,0.0,워너브러더스 코리아(주),2239156,12
107.0,3,1,브루스 베레스포드,츠 차오,0.0,(주)에스비에스콘텐츠허브,40519,04
94.0,2,1,도미닉 세나,니콜라스 케이지,0.0,(주)넥스트엔터테인먼트월드(NEW),435201,01
108.0,3,1,앨리스터 그리어슨,이안 그루퍼드,0.0,(주)시너지하우스 (시너지),465039,02
88.0,3,12,안소니 벨,헤이든 파네티어,0.0,(주)넥스트엔터테인먼트월드(NEW),222953,02
112.0,3,3,기옘 모랄레스,벨렌 루에다,1.0,씨너스엔터테인먼트(주),236365,03
138.0,3,7,유키사다 이사오,사와지리 에리카,0.0,에이원엔터테인먼트,1117,04
101.0,3,1,그레고르 쉬니츠러,파울라 칼렌버그,0.0,주식회사 마운틴픽쳐스,4870,07
84.0,2,12,마이크 디사,이시영,0.0,(주)화앤담이엔티,160148,07
92.0,3,10,라이너 호프만,피나 보쉬,0.0,(주)영화사 진진,6239,01
99.0,3,1,파티 아킨,아담 보스도코스,1.0,(주)영화사 조제,6161,02
95.0,3,12,야스미 테츠오,오리카사 후미코,0.0,에이원엔터테인먼트,81352,02
112.0,2,7,앨런 콜터,로버트 패틴슨,0.0,㈜케이디미디어,27384,03
91.0,2,3,안티 조키넨,힐러리 스웽크,1.0,(주)쇼박스,66498,06
104.0,3,1,줄리아 리,에밀리 브라우닝,1.0,주식회사 마운틴픽쳐스,1376,10
92.0,3,12,아담 엘리어트,토니 콜렛,0.0,팝엔터테인먼트,4873,12
91.0,2,1,존 카메론 밋첼,니콜 키드먼,0.0,프리비젼엔터테인먼트,11939,12
105.0,2,1,마이크 밀스,크리스토퍼 플러머,0.0,유니버설픽쳐스인터내셔널 코리아(유),18489,11
137.0,2,1,테렌스 맬릭,브래드 피트,0.0,(주)에스비에스콘텐츠허브,51866,10
105.0,2,1,마크 로마넥,앤드류 가필드,0.0,이십세기폭스코리아(주),4165,04
105.0,2,1,짐 콜버그,J.K. 시몬스,0.0,예지림엔터테인먼트,1213,10
97.0,3,3,엘리어트 레스터,제이슨 스타뎀,1.0,팝엔터테인먼트,65629,12
75.0,3,12,타치바나 마사키,후지무라 아유미,0.0,팝엔터테인먼트,1067,08
105.0,2,1,존 커랜,로버트 드 니로,1.0,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),15455,10
120.0,3,1,르네 페레,마리 페레,0.0,주식회사 마운틴픽쳐스,4624,09
91.0,3,1,모하메드 알 다라지,샤자다 후세인,0.0,필름메신저,2334,02
112.0,2,1,루크 그린필드,케이트 허드슨,0.0,롯데쇼핑㈜롯데엔터테인먼트,110795,06
116.0,3,2,호세 파딜라,와그너 모라,1.0,팝엔터테인먼트,1004,11
93.0,3,10,장경위,황가정,0.0,(주)영화사 진진,1289,06
106.0,3,5,알랑 그스포너,한나 헤르츠스프룽,0.0,(주)영화사 진진,3485,09
84.0,3,1,파올로 벤베누티,리카르도 조슈아 모레티,0.0,오드,2199,11
87.0,3,10,뱅크시,뱅크시,0.0,(주)영화사 조제,6108,08
101.0,1,10,이승재,고현정,0.0,(주)에스비에스콘텐츠허브,10203,02
130.0,2,2,케네스 브래너,스텔란 스카스가드,0.0,(주)씨제이이엔엠,1694769,04
104.0,2,5,그렉 모톨라,닉 프로스트,0.0,유니버설픽쳐스인터내셔널 코리아(유),61808,04
110.0,2,2,잭 스나이더,바네사 허진스,0.0,워너브러더스 코리아(주),156606,04
87.0,2,5,롭 레터맨,잭 블랙,0.0,이십세기폭스코리아(주),1762071,01
96.0,2,12,카를로스 살다나,송중기,0.0,이십세기폭스코리아(주),645151,07
84.0,3,10,마이클 건톤,다니엘 크레이그,0.0,(주)씨제이이엔엠,24348,08
113.0,2,12,존 라세터,오웬 윌슨,0.0,한국소니픽쳐스릴리징브에나비스타영화㈜,465599,07
95.0,2,12,팀 힐,러셀 브랜드,0.0,유니버설픽쳐스인터내셔널 코리아(유),181837,07
106.0,3,2,유위강,견자단,0.0,(주)싸이더스,117141,06
113.0,2,3,미카엘 하프스트롬,안소니 홉킨스,0.0,워너브러더스 코리아(주),55561,04
94.0,2,5,브라이언 레반트,성룡,0.0,(주)넥스트엔터테인먼트월드(NEW),2039,12
107.0,3,12,스티븐 스필버그,제이미 벨,0.0,롯데쇼핑㈜롯데엔터테인먼트,815991,12
108.0,3,12,테라모토 유키요,미즈타 와사비,0.0,에이원엔터테인먼트,138277,07
130.0,3,2,사토 신스케,마츠야마 켄이치,0.0,주식회사 마운틴픽쳐스,5802,07
132.0,3,1,소리 후미히코,야마시타 토모히사,0.0,(주)미디어데이,2881,06
112.0,2,3,J.J. 에이브럼스,조엘 코트니,0.0,(주)씨제이이엔엠,472157,06
117.0,2,2,마틴 캠벨,블레이크 라이블리,0.0,워너브러더스 코리아(주),216676,06
139.0,3,1,이상일,후카츠 에리,1.0,주식회사 마운틴픽쳐스,3725,06
110.0,2,8,웨스 크레이븐,니브 캠벨,1.0,(주)시너지하우스 (시너지),46723,06
100.0,1,1,신춘수,오세정,0.0,(주)영화사 조제,3089,06
132.0,2,2,매튜 본,로즈 번,0.0,이십세기폭스코리아(주),2534979,06
90.0,2,11,마커스 던스탠,조시 스튜어트,1.0,팝엔터테인먼트,4443,05
109.0,3,1,코이즈미 노리히로,아오이 유우,0.0,(주)씨네마드마농,2097,05
137.0,2,2,롭 마샬,이안 맥쉐인,0.0,한국소니픽쳐스릴리징브에나비스타영화㈜,3130046,05
108.0,2,5,리차드 론크레인,로건 레먼,0.0,㈜케이디미디어,6734,05
100.0,3,12,시기노 아키라,야지마 아키코,0.0,(주)씨제이이엔엠,351742,05
90.0,3,12,미야오 요시카즈,타케우치 준코,0.0,(주)미디어데이,123462,05
120.0,2,1,프란시스 로렌스,리즈 위더스푼,0.0,이십세기폭스코리아(주),55561,05
100.0,2,1,맷 톰슨,켄트 모란,0.0,퍼즐엔터테인먼트,3325,05
125.0,2,1,로드리고 가르시아,사무엘 L. 잭슨,1.0,(주)바른손이앤에이,8339,04
90.0,3,5,얀 사뮤엘,마튼 초카스,0.0,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),4236,04
133.0,3,1,트란 안 홍,키쿠치 린코,1.0,예지림엔터테인먼트,18967,04
104.0,2,2,로버트 로드리게즈,대니 트레조,1.0,(주)화앤담이엔티,3702,04
130.0,2,1,클린트 이스트우드,맷 데이먼,0.0,워너브러더스 코리아(주),45769,03
130.0,2,3,저스틴 린,드웨인 존슨,0.0,유니버설픽쳐스인터내셔널 코리아(유),1622015,04
85.0,1,10,장형원,현빈,0.0,주식회사 마운틴픽쳐스,3824,03
128.0,3,1,카란 조하르,샤룩 칸,0.0,필라멘트픽쳐스,381334,03
88.0,3,7,미카엘 코헨,미카엘 코헨,1.0,퍼즐엔터테인먼트,3379,04
92.0,3,7,마시 태지딘,키이라 나이틀리,1.0,(주)싸이더스,119963,04
96.0,3,1,오오모리 미카,코바야시 사토미,0.0,(주)영화사 조제,6711,03
91.0,2,3,브래드 앤더슨,존 레귀자모,0.0,(주)넥스트엔터테인먼트월드(NEW),73582,03
98.0,2,5,폴 웨이츠,더스틴 호프만,0.0,(주)씨제이이엔엠,70053,03
106.0,3,1,나카시마 테츠야,오카다 마사키,1.0,(주)미로비젼,43748,03
124.0,2,1,벤 애플렉,레베카 홀,1.0,워너브러더스 코리아(주),98866,01
118.0,2,1,미셸 공드리,세스 로건,0.0,한국소니픽쳐스릴리징브에나비스타영화㈜,195933,01
100.0,2,3,데브라 그래닉,제니퍼 로렌스,1.0,CJ ENM,11857,01
99.0,2,7,버 스티어스,잭 애프론,0.0,유니버설픽쳐스인터내셔널 코리아(유),40766,01
133.0,2,1,피터 위어,짐 스터게스,0.0,(주)쇼박스,106223,03
95.0,2,12,톰 맥그라스,윌 페렐,0.0,CJ ENM,875631,01
86.0,2,1,다니엘 반즈,알렉스 페티퍼,0.0,(주)넥스트엔터테인먼트월드(NEW),134025,03
112.0,2,7,에드워드 즈윅,앤 해서웨이,1.0,이십세기폭스코리아(주),527077,01
100.0,3,1,캐서린 하드윅,아만다 사이프리드,0.0,워너브러더스 코리아(주),362572,03
114.0,2,1,데이빗 O. 러셀,마크 월버그,0.0,(주)시너지하우스 (시너지),136946,03
99.0,2,5,잭 쉐퍼,엠마 콜필드,0.0,프리비젼엔터테인먼트,9101,03
116.0,2,2,조나단 리브스만,아론 에크하트,0.0,한국소니픽쳐스릴리징브에나비스타영화㈜,1307873,03
76.0,3,12,스기시마 쿠니히사,카나다 아키,0.0,(주)미디어데이,70065,01
104.0,2,12,고어 버빈스키,조니 뎁,0.0,(주)씨제이이엔엠,430001,03
103.0,2,2,D.J. 카루소,티모시 올리펀트,0.0,한국소니픽쳐스릴리징브에나비스타영화㈜,654386,02
99.0,2,7,톰 행크스,줄리아 로버츠,0.0,(주)싸이더스,114888,08
92.0,2,1,사이먼 웨스트,제이슨 스타뎀,1.0,씨너스엔터테인먼트(주),217077,02
59.0,3,12,타케시타 켄이치,카자마  슌스케,0.0,대원미디어(주),60371,02
95.0,1,7,박갑종,홍예나,0.0,(주)갑종무비필름,1944,09
97.0,2,12,베리 쿡,빌 나이,0.0,한국소니픽쳐스릴리징브에나비스타영화㈜,622286,11
113.0,2,1,하우메 콜렛 세라,리암 니슨,0.0,워너브러더스 코리아(주),522794,02
102.0,3,5,올라 시몬손,벵트 닐슨,0.0,㈜씨에이엔,8749,09
102.0,3,2,정소동,황성의,0.0,(주)누리픽쳐스,1908,11
105.0,2,10,아시프 카파디아,아일톤 세나,0.0,유니버설픽쳐스인터내셔널 코리아(유),2123,10
131.0,3,1,진목승,성룡,0.0,(주)에스비에스콘텐츠허브,45275,08
93.0,2,1,대니 보일,제임스 프랭코,0.0,이십세기폭스코리아(주),180847,02
